pair,ligand_id,molecule_chembl_id,activity_source_kind,activity_source_file,activity_status,activity_eligible,analysis_set,complete_case,construction_class,primary_class_theta6,recomputed_theta6,class_match,pA,pB,historical_pA,historical_pB,n_act_A,n_act_B,in_primary
JAK1/JAK2,J1J2_080,CHEMBL5754281,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,9.1,8.4,9.1,8.4,,,1
JAK1/JAK2,J1J2_081,CHEMBL5761967,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,7.9,7.9,7.9,7.9,,,1
JAK1/JAK2,J1J2_082,CHEMBL5770024,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,8.96,8.02,8.96,8.02,,,1
JAK1/JAK2,J1J2_083,CHEMBL5776382,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,7.5,8.7,7.5,8.7,,,1
JAK1/JAK2,J1J2_084,CHEMBL5789204,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,7.38,6.55,7.38,6.55,,,1
JAK1/JAK2,J1J2_085,CHEMBL5809728,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,7.4,6.6,7.4,6.6,,,1
JAK1/JAK2,J1J2_086,CHEMBL5857307,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,8.47,7.82,8.47,7.82,,,1
JAK1/JAK2,J1J2_087,CHEMBL5891186,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,9.17,9.59,9.17,9.59,,,1
JAK1/JAK2,J1J2_088,CHEMBL5900236,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,8.8,8.6,8.8,8.6,,,1
JAK1/JAK2,J1J2_089,CHEMBL5906873,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,7.11,6.83,7.11,6.83,,,1
JAK1/JAK2,J1J2_090,CHEMBL5912929,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,6.88,6.69,6.88,6.69,,,1
JAK1/JAK2,J1J2_091,CHEMBL5948683,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,8.25,8.59,8.25,8.59,,,1
JAK1/JAK2,J1J2_092,CHEMBL5964484,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,9.0,9.0,9.0,9.0,,,1
JAK1/JAK2,J1J2_093,CHEMBL5965858,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,7.22,6.85,7.22,6.85,,,1
JAK1/JAK2,J1J2_094,CHEMBL5986297,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,9.2,9.62,9.2,9.62,,,1
JAK1/JAK2,J1J2_095,CHEMBL5998319,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,9.82,9.72,9.82,9.72,,,1
JAK1/JAK2,J1J2_096,CHEMBL6004302,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,dual,dual,dual,1,9.36,9.03,9.36,9.03,,,1
JAK1/JAK2,J1J2_097,CHEMBL3314279,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.62,5.38,4.62,5.38,,,1
JAK1/JAK2,J1J2_098,CHEMBL3314283,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.77,5.18,4.77,5.18,,,1
JAK1/JAK2,J1J2_099,CHEMBL5206554,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.3,5.0,5.3,5.0,,,1
JAK1/JAK2,J1J2_100,CHEMBL5431291,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.3,4.38,4.3,4.38,,,1
JAK1/JAK2,J1J2_101,CHEMBL5435131,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.3,4.71,4.3,4.71,,,1
JAK1/JAK2,J1J2_102,CHEMBL5740475,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.92,4.32,4.92,4.32,,,1
JAK1/JAK2,J1J2_103,CHEMBL5742734,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.26,5.26,5.26,5.26,,,1
JAK1/JAK2,J1J2_104,CHEMBL5811581,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.05,5.43,5.05,5.43,,,1
JAK1/JAK2,J1J2_105,CHEMBL5895208,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.85,4.52,4.85,4.52,,,1
JAK1/JAK2,J1J2_106,CHEMBL5959747,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.13,4.38,5.13,4.38,,,1
JAK1/JAK2,J1J2_107,CHEMBL5979662,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.18,4.85,5.18,4.85,,,1
JAK1/JAK2,J1J2_108,CHEMBL5990662,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.29,4.68,5.29,4.68,,,1
JAK1/JAK2,J1J2_109,CHEMBL6025617,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,4.72,4.75,4.72,4.75,,,1
JAK1/JAK2,J1J2_110,CHEMBL6050635,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_JAK2_v1.csv,panel_default,1,main,1,neither,neither,neither,1,5.47,5.48,5.47,5.48,,,1
JAK1/TYK2,HOJ1TYK2_001,CHEMBL3655090,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.64,5.18,6.64,5.18,,,0
JAK1/TYK2,HOJ1TYK2_002,CHEMBL3746463,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.66,4.55,7.66,4.55,,,0
JAK1/TYK2,HOJ1TYK2_003,CHEMBL3814934,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.05,5.39,7.05,5.39,,,0
JAK1/TYK2,HOJ1TYK2_004,CHEMBL3927827,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,8.29,5.38,8.29,5.38,,,0
JAK1/TYK2,HOJ1TYK2_005,CHEMBL5770262,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.72,5.15,6.72,5.15,,,0
JAK1/TYK2,HOJ1TYK2_006,CHEMBL5772110,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.48,5.4,7.48,5.4,,,0
JAK1/TYK2,HOJ1TYK2_007,CHEMBL5823505,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.35,5.46,7.35,5.46,,,0
JAK1/TYK2,HOJ1TYK2_008,CHEMBL5836348,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.26,5.26,7.26,5.26,,,0
JAK1/TYK2,HOJ1TYK2_009,CHEMBL5836376,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.07,5.41,7.07,5.41,,,0
JAK1/TYK2,HOJ1TYK2_010,CHEMBL5867634,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.19,5.24,7.19,5.24,,,0
JAK1/TYK2,HOJ1TYK2_011,CHEMBL5870425,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.13,5.13,7.13,5.13,,,0
JAK1/TYK2,HOJ1TYK2_012,CHEMBL5880624,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.11,5.44,7.11,5.44,,,0
JAK1/TYK2,HOJ1TYK2_013,CHEMBL5890374,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.62,5.5,7.62,5.5,,,0
JAK1/TYK2,HOJ1TYK2_014,CHEMBL5908831,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.05,5.0,7.05,5.0,,,0
JAK1/TYK2,HOJ1TYK2_015,CHEMBL5950147,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.13,5.13,7.13,5.13,,,0
JAK1/TYK2,HOJ1TYK2_016,CHEMBL5959796,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.42,5.32,7.42,5.32,,,0
JAK1/TYK2,HOJ1TYK2_017,CHEMBL5991233,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.95,5.41,6.95,5.41,,,0
JAK1/TYK2,HOJ1TYK2_018,CHEMBL5998920,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.11,5.29,7.11,5.29,,,0
JAK1/TYK2,HOJ1TYK2_019,CHEMBL6003619,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.21,5.11,7.21,5.11,,,0
JAK1/TYK2,HOJ1TYK2_020,CHEMBL6055993,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.72,5.41,6.72,5.41,,,0
JAK1/TYK2,HOJ1TYK2_021,CHEMBL5396134,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,4.71,7.52,4.71,7.52,,,0
JAK1/TYK2,HOJ1TYK2_022,CHEMBL5414765,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.17,8.0,5.17,8.0,,,0
JAK1/TYK2,HOJ1TYK2_023,CHEMBL5422616,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.3,9.22,5.3,9.22,,,0
JAK1/TYK2,HOJ1TYK2_024,CHEMBL5740692,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.19,7.05,5.19,7.05,,,0
JAK1/TYK2,HOJ1TYK2_025,CHEMBL5744118,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.26,7.26,5.26,7.26,,,0
JAK1/TYK2,HOJ1TYK2_026,CHEMBL5761640,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.05,6.81,5.05,6.81,,,0
JAK1/TYK2,HOJ1TYK2_027,CHEMBL5768103,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.27,6.86,5.27,6.86,,,0
JAK1/TYK2,HOJ1TYK2_028,CHEMBL5777867,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.48,7.19,5.48,7.19,,,0
JAK1/TYK2,HOJ1TYK2_029,CHEMBL5801751,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.26,7.26,5.26,7.26,,,0
JAK1/TYK2,HOJ1TYK2_030,CHEMBL5831731,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.26,7.26,5.26,7.26,,,0
JAK1/TYK2,HOJ1TYK2_031,CHEMBL5852530,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.26,7.26,5.26,7.26,,,0
JAK1/TYK2,HOJ1TYK2_032,CHEMBL5853890,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.15,6.92,5.15,6.92,,,0
JAK1/TYK2,HOJ1TYK2_033,CHEMBL5855444,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.03,6.72,5.03,6.72,,,0
JAK1/TYK2,HOJ1TYK2_034,CHEMBL5880183,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.03,6.71,5.03,6.71,,,0
JAK1/TYK2,HOJ1TYK2_035,CHEMBL5881134,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.03,6.89,5.03,6.89,,,0
JAK1/TYK2,HOJ1TYK2_036,CHEMBL5901583,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.26,7.26,5.26,7.26,,,0
JAK1/TYK2,HOJ1TYK2_037,CHEMBL5912075,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.49,6.83,5.49,6.83,,,0
JAK1/TYK2,HOJ1TYK2_038,CHEMBL5921751,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.24,6.87,5.24,6.87,,,0
JAK1/TYK2,HOJ1TYK2_039,CHEMBL5952240,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.22,6.76,5.22,6.76,,,0
JAK1/TYK2,HOJ1TYK2_040,CHEMBL5976875,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,B_only,B_only,B_only,1,5.09,7.09,5.09,7.09,,,0
JAK1/TYK2,HOJ1TYK2_041,CHEMBL1081978,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.56,6.96,7.56,6.96,,,0
JAK1/TYK2,HOJ1TYK2_042,CHEMBL1231124,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,9.7,8.7,9.7,8.7,,,0
JAK1/TYK2,HOJ1TYK2_043,CHEMBL3644620,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.66,8.72,8.66,8.72,,,0
JAK1/TYK2,HOJ1TYK2_044,CHEMBL3764277,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.62,9.01,7.62,9.01,,,0
JAK1/TYK2,HOJ1TYK2_045,CHEMBL3908073,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.23,6.6,8.23,6.6,,,0
JAK1/TYK2,HOJ1TYK2_046,CHEMBL3911186,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.68,6.5,8.68,6.5,,,0
JAK1/TYK2,HOJ1TYK2_047,CHEMBL3985391,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.72,6.75,8.72,6.75,,,0
JAK1/TYK2,HOJ1TYK2_048,CHEMBL5180050,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.34,9.29,7.34,9.29,,,0
JAK1/TYK2,HOJ1TYK2_049,CHEMBL5780695,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.92,7.96,7.92,7.96,,,0
JAK1/TYK2,HOJ1TYK2_050,CHEMBL5829242,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.96,7.28,8.96,7.28,,,0
JAK1/TYK2,HOJ1TYK2_051,CHEMBL5833198,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,9.26,7.3,9.26,7.3,,,0
JAK1/TYK2,HOJ1TYK2_052,CHEMBL5857450,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,6.85,7.21,6.85,7.21,,,0
JAK1/TYK2,HOJ1TYK2_053,CHEMBL5882527,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.99,7.91,7.99,7.91,,,0
JAK1/TYK2,HOJ1TYK2_054,CHEMBL5919697,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.79,8.82,7.79,8.82,,,0
JAK1/TYK2,HOJ1TYK2_055,CHEMBL5935057,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,7.64,7.13,7.64,7.13,,,0
JAK1/TYK2,HOJ1TYK2_056,CHEMBL5947396,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,9.26,9.26,9.26,9.26,,,0
JAK1/TYK2,HOJ1TYK2_057,CHEMBL5980285,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.66,7.49,8.66,7.49,,,0
JAK1/TYK2,HOJ1TYK2_058,CHEMBL5986122,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.96,7.06,8.96,7.06,,,0
JAK1/TYK2,HOJ1TYK2_059,CHEMBL6013781,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,8.55,7.28,8.55,7.28,,,0
JAK1/TYK2,HOJ1TYK2_060,CHEMBL6023257,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOJ1TYK2_v1.csv,panel_default,1,holdout,1,dual,dual,dual,1,9.52,8.14,9.52,8.14,,,0
JAK1/TYK2,J1TYK2_001,CHEMBL1235315,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_TYK2_v1.csv,panel_default,1,main,1,A_only,A_only,A_only,1,6.6,5.36,6.6,5.36,,,1
JAK1/TYK2,J1TYK2_002,CHEMBL3655087,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_TYK2_v1.csv,panel_default,1,main,1,A_only,A_only,A_only,1,7.51,5.28,7.51,5.28,,,1
JAK1/TYK2,J1TYK2_003,CHEMBL3658855,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_TYK2_v1.csv,panel_default,1,main,1,A_only,A_only,A_only,1,6.62,5.1,6.62,5.1,,,1
JAK1/TYK2,J1TYK2_004,CHEMBL3658861,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_TYK2_v1.csv,panel_default,1,main,1,A_only,A_only,A_only,1,7.17,5.44,7.17,5.44,,,1
JAK1/TYK2,J1TYK2_005,CHEMBL3745954,chembl37_dump_panel,data/jcim_chembl_universe_v0/tables/track_b_panels/panel_JAK1_TYK2_v1.csv,panel_default,1,main,1,A_only,A_only,A_only,1,7.31,4.94,7.31,4.94,,,1
