pair,ligand_id,molecule_chembl_id,activity_source_kind,activity_source_file,activity_status,activity_eligible,analysis_set,complete_case,construction_class,primary_class_theta6,recomputed_theta6,class_match,pA,pB,historical_pA,historical_pB,n_act_A,n_act_B,in_primary
AChE/BChE,HOAB_055,CHEMBL178132,,,panel_default,1,holdout,1,B_only,,missing_arm,1,,,,,,,0
AChE/BChE,HOAB_056,CHEMBL4446441,,,panel_default,1,holdout,1,B_only,,missing_arm,1,,,,,,,0
AChE/BChE,HOAB_057,CHEMBL521589,,,panel_default,1,holdout,1,B_only,,missing_arm,1,,,,,,,0
AChE/BChE,HOAB_058,CHEMBL4557164,,,panel_default,1,holdout,1,B_only,,missing_arm,1,,,,,,,0
AChE/BChE,HOAB_059,CHEMBL5407856,,,panel_default,1,holdout,1,B_only,,missing_arm,1,,,,,,,0
AChE/BChE,HOAB_060,CHEMBL178792,,,panel_default,1,holdout,1,B_only,,missing_arm,1,,,,,,,0
AChE/BChE,AB_001,CHEMBL3099499,panel_pchembl_no_audit_rows,data/ache_bche_panel_v0/tables/panel_v0_strict.csv,panel_pchembl_no_audit_rows,1,main,0,dual,dual,dual,1,8.3,7.21,8.3,7.21,0,0,0
AChE/BChE,AB_002,CHEMBL4464883,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.0,6.8,8.0,6.8,1,1,1
AChE/BChE,AB_003,CHEMBL309667,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.96,8.62,7.96,8.62,1,1,1
AChE/BChE,AB_004,CHEMBL3216777,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.88,6.88,8.88,6.88,1,1,1
AChE/BChE,AB_005,CHEMBL3326699,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.35,7.53,7.35,7.53,1,1,1
AChE/BChE,AB_006,CHEMBL557405,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.17,7.6,8.17,7.6,1,1,1
AChE/BChE,AB_007,CHEMBL374981,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.29,8.86,8.29,8.86,1,1,1
AChE/BChE,AB_008,CHEMBL189906,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.52,7.23,7.52,7.23,1,1,1
AChE/BChE,AB_009,CHEMBL6151573,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,6.8,7.15,6.8,7.15,1,1,1
AChE/BChE,AB_010,CHEMBL4749805,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,6.84,6.81,6.84,6.81,1,1,1
AChE/BChE,AB_011,CHEMBL4781117,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,6.51,6.67,6.51,6.67,1,1,1
AChE/BChE,AB_012,CHEMBL4212275,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.33,7.91,7.33,7.91,1,1,1
AChE/BChE,AB_013,CHEMBL80221,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,6.79,7.66,6.79,7.66,1,1,1
AChE/BChE,AB_014,CHEMBL4866930,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.74,7.5,8.74,7.5,1,1,1
AChE/BChE,AB_015,CHEMBL2064464,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,9.5,7.2,9.5,7.2,3,1,1
AChE/BChE,AB_016,CHEMBL273051,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.45,7.82,7.45,7.82,1,1,1
AChE/BChE,AB_017,CHEMBL3753850,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.61,7.99,7.61,7.99,1,1,1
AChE/BChE,AB_018,CHEMBL659,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.21,7.29,7.21,7.29,42,30,1
AChE/BChE,AB_019,CHEMBL3642049,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.34,9.6,8.34,9.6,1,1,1
AChE/BChE,AB_020,CHEMBL334395,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,6.52,7.0,6.52,7.0,1,1,1
AChE/BChE,AB_021,CHEMBL4535585,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.0,7.13,7.0,7.13,1,1,1
AChE/BChE,AB_022,CHEMBL2019044,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,9.0,8.82,9.0,8.82,1,1,1
AChE/BChE,AB_023,CHEMBL4207101,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.12,8.63,8.12,8.63,3,1,1
AChE/BChE,AB_024,CHEMBL5276955,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.96,7.26,7.96,7.26,1,1,1
AChE/BChE,AB_025,CHEMBL6150640,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,6.85,7.44,6.85,7.44,1,1,1
AChE/BChE,AB_026,CHEMBL1080386,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.22,8.22,8.22,8.22,2,1,1
AChE/BChE,AB_027,CHEMBL3326708,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,7.25,7.51,7.25,7.51,1,1,1
AChE/BChE,AB_028,CHEMBL1783515,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,dual,dual,dual,1,8.05,6.66,8.05,6.66,1,1,1
AChE/BChE,AB_029,CHEMBL3985059,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.39,5.09,7.39,5.09,1,1,1
AChE/BChE,AB_030,CHEMBL3425895,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.52,5.46,6.52,5.46,1,1,1
AChE/BChE,AB_031,CHEMBL2419687,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.27,5.08,7.27,5.08,1,1,1
AChE/BChE,AB_032,CHEMBL5281758,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.52,4.5,6.52,4.5,2,1,1
AChE/BChE,AB_033,CHEMBL4283450,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.77,5.19,6.77,5.19,1,1,1
AChE/BChE,AB_034,CHEMBL1773487,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.84,4.98,6.84,4.98,1,1,1
AChE/BChE,AB_035,CHEMBL3952144,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.57,5.09,6.57,5.09,1,1,1
AChE/BChE,AB_036,CHEMBL1773489,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.68,5.01,6.68,5.01,1,1,1
AChE/BChE,AB_037,CHEMBL597794,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.96,4.04,6.96,4.04,1,1,1
AChE/BChE,AB_038,CHEMBL599644,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.28,5.3,7.28,5.3,2,1,1
AChE/BChE,AB_039,CHEMBL597188,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.25,5.09,7.25,5.09,1,1,1
AChE/BChE,AB_040,CHEMBL222904,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,8.48,5.07,8.48,5.07,2,1,1
AChE/BChE,AB_041,CHEMBL164,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.92,4.15,7.92,4.15,2,1,1
AChE/BChE,AB_042,CHEMBL3910513,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.83,4.41,6.83,4.41,1,1,1
AChE/BChE,AB_043,CHEMBL1678,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.94,5.14,7.94,5.14,4,1,1
AChE/BChE,AB_044,CHEMBL3900968,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.02,4.92,7.02,4.92,1,1,1
AChE/BChE,AB_045,CHEMBL206093,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.44,4.44,7.44,4.44,1,1,1
AChE/BChE,AB_046,CHEMBL254016,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,8.48,5.07,8.48,5.07,1,1,1
AChE/BChE,AB_047,CHEMBL4292477,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.39,5.37,7.39,5.37,2,1,1
AChE/BChE,AB_048,CHEMBL3933395,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.01,4.73,7.01,4.73,1,1,1
AChE/BChE,AB_049,CHEMBL378404,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.42,4.28,7.42,4.28,1,1,1
AChE/BChE,AB_050,CHEMBL3093795,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.85,5.11,6.85,5.11,1,1,1
AChE/BChE,AB_051,CHEMBL5280980,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,9.3,5.3,9.3,5.3,1,1,1
AChE/BChE,AB_052,CHEMBL5566300,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,7.8,4.32,7.8,4.32,1,1,1
AChE/BChE,AB_053,CHEMBL174046,panel_pchembl_no_audit_rows,data/ache_bche_panel_v0/tables/panel_v0_strict.csv,panel_pchembl_no_audit_rows,1,main,0,A_only,A_only,A_only,1,7.93,5.12,7.93,5.12,0,0,0
AChE/BChE,AB_054,CHEMBL557586,panel_pchembl_no_audit_rows,data/ache_bche_panel_v0/tables/panel_v0_strict.csv,panel_pchembl_no_audit_rows,1,main,0,A_only,A_only,A_only,1,6.77,4.94,6.77,4.94,0,0,0
AChE/BChE,AB_055,CHEMBL572532,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,A_only,A_only,A_only,1,6.82,4.68,6.82,4.68,1,1,1
AChE/BChE,AB_056,CHEMBL3960861,panel_pchembl_no_audit_rows,data/ache_bche_panel_v0/tables/panel_v0_strict.csv,panel_pchembl_no_audit_rows,1,main,1,A_only,A_only,A_only,1,6.94,4.3,6.94,4.3,0,0,1
AChE/BChE,AB_057,CHEMBL3754694,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.12,8.64,5.12,8.64,1,1,1
AChE/BChE,AB_058,CHEMBL3892118,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.39,7.1,5.39,7.1,1,1,1
AChE/BChE,AB_059,CHEMBL5435599,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.25,7.88,5.25,7.88,1,1,1
AChE/BChE,AB_060,CHEMBL224469,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.99,7.1,4.99,7.1,1,1,1
AChE/BChE,AB_061,CHEMBL382207,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.41,7.77,5.41,7.77,1,1,1
AChE/BChE,AB_062,CHEMBL543711,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.33,6.51,4.33,6.51,1,1,1
AChE/BChE,AB_063,CHEMBL5590844,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.38,6.82,5.38,6.82,1,1,1
AChE/BChE,AB_064,CHEMBL5283238,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.22,6.58,4.22,6.58,1,1,1
AChE/BChE,AB_065,CHEMBL3818250,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.27,6.54,5.27,6.54,1,1,1
AChE/BChE,AB_066,CHEMBL4640945,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.26,6.55,4.26,6.55,1,1,1
AChE/BChE,AB_067,CHEMBL5428978,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.27,7.09,5.27,7.09,1,1,1
AChE/BChE,AB_068,CHEMBL4085222,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.42,7.16,5.42,7.16,1,1,1
AChE/BChE,AB_069,CHEMBL5411758,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.42,8.19,5.42,8.19,1,3,1
AChE/BChE,AB_070,CHEMBL5178828,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.11,7.53,5.11,7.53,1,1,1
AChE/BChE,AB_071,CHEMBL5170719,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.02,7.12,5.02,7.12,2,2,1
AChE/BChE,AB_072,CHEMBL3822670,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.31,6.54,5.31,6.54,1,1,1
AChE/BChE,AB_073,CHEMBL5201804,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.0,7.04,5.0,7.04,2,2,1
AChE/BChE,AB_074,CHEMBL5184276,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.63,8.64,4.63,8.64,1,1,1
AChE/BChE,AB_075,CHEMBL497755,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.49,6.55,4.49,6.55,1,1,1
AChE/BChE,AB_076,CHEMBL4101886,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.17,7.16,5.17,7.16,1,1,1
AChE/BChE,AB_077,CHEMBL5220560,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.7,7.3,4.7,7.3,1,1,1
AChE/BChE,AB_078,CHEMBL5421921,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.12,7.66,5.12,7.66,1,1,1
AChE/BChE,AB_079,CHEMBL4277879,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.14,8.96,5.14,8.96,1,1,1
AChE/BChE,AB_080,CHEMBL4792208,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,4.82,6.93,4.82,6.93,1,1,1
AChE/BChE,AB_081,CHEMBL3823197,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.08,6.92,5.08,6.92,1,1,1
AChE/BChE,AB_082,CHEMBL5189830,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.07,8.72,5.07,8.72,2,2,1
AChE/BChE,AB_083,CHEMBL4072478,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.46,6.82,5.46,6.82,1,1,1
AChE/BChE,AB_084,CHEMBL3972214,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,B_only,B_only,B_only,1,5.48,8.7,5.48,8.7,1,1,1
AChE/BChE,AB_085,CHEMBL3337471,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.12,4.5,5.12,4.5,1,1,1
AChE/BChE,AB_086,CHEMBL1801815,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.0,5.03,5.0,5.03,1,1,1
AChE/BChE,AB_087,CHEMBL344593,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,unresolved_missing_arm,0,main,1,neither,,missing_arm,1,5.19,,5.19,5.47,1,0,0
AChE/BChE,AB_088,CHEMBL4079345,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.12,4.82,5.12,4.82,1,1,1
AChE/BChE,AB_089,CHEMBL4792013,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.78,5.12,4.78,5.12,1,1,1
AChE/BChE,AB_090,CHEMBL5205468,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.51,5.46,4.51,5.46,1,1,1
AChE/BChE,AB_091,CHEMBL4787165,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.76,5.19,4.76,5.19,1,1,1
AChE/BChE,AB_092,CHEMBL4084714,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.05,4.98,5.05,4.98,1,1,1
AChE/BChE,AB_093,CHEMBL4874487,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.17,4.21,4.17,4.21,1,1,1
AChE/BChE,AB_094,CHEMBL4761179,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.71,5.29,4.71,5.29,1,1,1
AChE/BChE,AB_095,CHEMBL3407583,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.81,5.15,4.81,5.15,1,1,1
AChE/BChE,AB_096,CHEMBL4101703,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,4.45,4.9,4.45,4.9,1,1,1
AChE/BChE,AB_097,CHEMBL4796574,panel_pchembl_no_audit_rows,data/ache_bche_panel_v0/tables/panel_v0_strict.csv,panel_pchembl_no_audit_rows,1,main,0,neither,neither,neither,1,5.14,4.92,5.14,4.92,0,0,0
AChE/BChE,AB_098,CHEMBL3335049,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.21,4.74,5.21,4.74,1,1,1
AChE/BChE,AB_099,CHEMBL3407584,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.31,5.14,5.31,5.14,1,1,1
AChE/BChE,AB_100,CHEMBL4788885,chembl_assay_adjudicated,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,both_arms_present,1,main,1,neither,neither,neither,1,5.03,4.44,5.03,4.44,1,1,1
F2/F10,HOF2F10_001,CHEMBL1166,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,8.62,4.28,8.62,4.28,,,0
F2/F10,HOF2F10_002,CHEMBL122801,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,8.05,5.0,8.05,5.0,,,0
F2/F10,HOF2F10_003,CHEMBL1373768,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,8.33,5.1,8.33,5.1,,,0
F2/F10,HOF2F10_004,CHEMBL1560937,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,9.0,4.58,9.0,4.58,,,0
F2/F10,HOF2F10_005,CHEMBL1907779,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.55,4.06,6.55,4.06,,,0
F2/F10,HOF2F10_006,CHEMBL211939,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.68,4.12,6.68,4.12,,,0
F2/F10,HOF2F10_007,CHEMBL2337674,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.58,5.29,6.58,5.29,,,0
F2/F10,HOF2F10_008,CHEMBL283570,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.58,4.27,6.58,4.27,,,0
F2/F10,HOF2F10_009,CHEMBL308232,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.66,5.22,7.66,5.22,,,0
F2/F10,HOF2F10_010,CHEMBL323963,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.03,4.51,7.03,4.51,,,0
F2/F10,HOF2F10_011,CHEMBL327136,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,6.92,4.04,6.92,4.04,,,0
F2/F10,HOF2F10_012,CHEMBL415479,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.72,5.06,7.72,5.06,,,0
F2/F10,HOF2F10_013,CHEMBL451242,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,9.3,5.3,9.3,5.3,,,0
F2/F10,HOF2F10_014,CHEMBL461655,chembl37_dump_panel,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_dump_gated_v1/holdout_panel_HOF2F10_v1.csv,panel_default,1,holdout,1,A_only,A_only,A_only,1,7.25,5.27,7.25,5.27,,,0
