canonical_smiles,scaffold,subset,label_type,source_library,has_bioactivity_label,pActivity,target_arm,benchmark_ref,molecule_chembl_id
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,C1=CC2=CCCCC2CC1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.86,OAT3,,CHEMBL1144
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[SH+]c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.0,URAT1,,CHEMBL832
C=Cc1c(C)c(O)cc2c1-c1ccc(O)c(C)c1CC2,c1ccc2c(c1)CCc1ccccc1-2,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.19,OAT3,,CHEMBL38650
CSc1nc(O)c(C(=O)Nc2c(F)cc(-c3c[nH]nn3)cc2F)c(=O)[nH]1,O=C(Nc1ccc(-c2c[nH]nn2)cc1)c1cnc[nH]c1=O,C,slc22_fps_neighbor,urat1_curated.csv,True,4.7,URAT1,,CHEMBL5795784
CC(C)(C)c1ccc(S(=O)(=O)NC(=O)CSc2nc3sccc3c(=O)n2-c2ccc(C3CC3)c3ccccc23)cc1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.87,URAT1,,CHEMBL5272958
O=C(c1ccc(O)cc1)n1ccc2cccnc21,O=C(c1ccccc1)n1ccc2cccnc21,C,slc22_fps_neighbor,urat1_curated.csv,True,5.76,URAT1,,CHEMBL5395589
Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,O=S(=O)(Nc1cscn1)c1ccc(Oc2ccccc2-c2cn[nH]c2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.46,URAT1,,CHEMBL2325014
CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,O=C1C=CC2=COCCC2=C1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.81,OAT3,,CHEMBL510139
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CSC23)c2ccccc2)C1=O,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,6.68,OAT1,,CHEMBL507674
CCC(CC)(Sc1ccc2cnsc2c1-c1ccc(C#N)cc1)C(=O)O,c1ccc(-c2cccc3cnsc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.68,URAT1,,CHEMBL5937449
CC(=O)NC(CSCC1=CC=C2C=Cc3cccc4c3C2C1=CC4)C(=O)O,C1=CC2=CCc3cccc4c3C2C(=C1)C=C4,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.84,OAT1,,CHEMBL1778337
C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,O=C1NN=C2CN3CCCC3c3[nH]c4cccc1c4c32,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.32,OAT1,,CHEMBL4112930
C#CC1(N(COP(=O)([O-])[O-])C(=O)C(=O)c2c(C)c(C(=O)Nc3ccc(F)c(C#N)c3)n(C)c2C)COC1.[Na+].[Na+],O=C(NC1COC1)C(=O)c1c[nH]c(C(=O)Nc2ccccc2)c1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.97,OAT1,,CHEMBL6147593
O/N=C(\Cc1ccc(Br)cc1)c1ccc(O)cc1O,N=C(Cc1ccccc1)c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.84,URAT1,,CHEMBL6133706
COc1c(F)c(F)cc(-c2c(C(=O)O)sc3cc(F)ccc23)c1F,c1ccc(-c2csc3ccccc23)cc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.48,OAT1,,CHEMBL6143249
Cc1cc(-c2nnn(C[C@H]3CC[C@H](C(=O)O)CC3)n2)cc(C(=O)NCc2ccc(F)cc2)n1,O=C(NCc1ccccc1)c1cc(-c2nnn(CC3CCCCC3)n2)ccn1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.22,OAT3,,CHEMBL603656
COc1cccc(-c2cnccc2NS(C)(=O)=O)c1,c1ccc(-c2cccnc2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.01,URAT1,,CHEMBL4060192
Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21,O=c1[nH]c2ccc(C#CCc3ccccc3)cc2c(=O)n1Cc1ccccc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.75,OAT3,,CHEMBL496942
CNc1c(Br)cc(-c2sc(-n3cnnc3SC(C)(C)C(=O)O)c3c2CCCC3)cc1Br,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.56,URAT1,,CHEMBL5818142
Nc1ccc(C(=O)NCC(=O)O)cc1,c1ccccc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.22,OAT1,,CHEMBL463
CSc1cc(C(=O)N2CS(=O)(=O)c3ccccc32)cc(Cl)c1O,O=C(c1ccccc1)N1CS(=O)(=O)c2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,5.24,URAT1,,CHEMBL4760971
N#Cc1cc(-n2cnc(C(=O)O)c2)ccc1N1CCCCCC1,c1cn(-c2ccc(N3CCCCCC3)cc2)cn1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.97,URAT1,,CHEMBL6148570
CCc1cc2c(C(=O)c3cc(Br)c(O)c(Br)c3)cc(Br)c(O)c2o1,O=C(c1ccccc1)c1cccc2occc12,C,slc22_fps_neighbor,urat1_curated.csv,True,6.75,URAT1,,CHEMBL1767114
N#Cc1ccc(Oc2cnccc2SCCCCCC(=O)[O-])c2ccccc12.[Na+],c1cncc(Oc2cccc3ccccc23)c1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.32,URAT1,,CHEMBL5207943
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,c1ncc2nc[nH]c2n1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.87,OAT1,,CHEMBL922
Cc1cccc(C)c1COc1cccc(CCc2nnn[nH]2)c1,c1ccc(COc2cccc(CCc3nnn[nH]3)c2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.13,URAT1,,CHEMBL3702599
COc1cc(-c2ccc3nccc(C(=O)N4CCC[C@H]4CNS(=O)(=O)C(F)(F)F)c3c2)ccn1,O=C(c1ccnc2ccc(-c3ccncc3)cc12)N1CCCC1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.83,URAT1,,CHEMBL5567713
N[C@@H](CSc1nc2ccccc2s1)C(=O)O,c1ccc2scnc2c1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.0,OAT1,,CHEMBL2074983
O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.27,URAT1,,CHEMBL1765797
O=C(Nc1ccccc1C(=O)O)c1cc(-c2cccc(C(F)(F)F)c2)n(Cc2ccccn2)n1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.48,URAT1,,CHEMBL6191680
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,O=C(c1ccccc1)c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.96,URAT1,,CHEMBL981
CC(C)Cc1ccc(C(C)C(=O)O)cc1,c1ccccc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.1,OAT1,,CHEMBL521
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,c1ccc2c3c([nH]c2c1)COCC3,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.3,OAT1,,CHEMBL622
C/C(=C\C(=O)O)c1ccc2cncc(-c3ccc([N+](=O)[O-])cc3)c2c1,c1ccc(-c2cncc3ccccc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.72,URAT1,,CHEMBL5927386
O=C(O)CCc1cc2cccc(Cc3c(Cl)cccc3Cl)c2s1,c1ccc(Cc2cccc3ccsc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.62,URAT1,,CHEMBL5748292
Cc1cccc(C)c1CN1CC(C)(C)c2ccc(CC(=O)O)cc21,c1ccc(CN2CCc3ccccc32)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.75,URAT1,,CHEMBL3691993
CC(Sc1nnc(Br)n1-c1cc(Cl)c(C2CC2)s1)C(=O)O,c1cc(-n2cnnc2)sc1C1CC1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.56,URAT1,,CHEMBL5818250
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.695,OAT1,,CHEMBL527
C[C@H]1[C@H](c2ccc(O)c(O)c2)c2cc(O)c(O)cc2C[C@H]1C,c1ccc(C2CCCc3ccccc32)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.73,URAT1,,CHEMBL485254
Cc1c(C)n(C(=O)c2ccc(O)c(C#N)c2)c2ccccc12,O=C(c1ccccc1)n1ccc2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,4.97,URAT1,,CHEMBL4781629
Cn1ccc(NS(=O)(=O)c2ccc(Oc3ccc(C#N)c(Cl)c3)c(C#N)c2)n1,O=S(=O)(Nc1cc[nH]n1)c1ccc(Oc2ccccc2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.47,URAT1,,CHEMBL3921527
CC(C)(Sc1ccncc1C(=O)N1CCOc2ccccc21)C(=O)O,O=C(c1cccnc1)N1CCOc2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,4.81,URAT1,,CHEMBL5272326
O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(F)cc12,c1ccc(Nc2ccnc3ccccc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.8,URAT1,,CHEMBL6161793
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,C(=Cc1ccccc1)c1ccccc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.38,OAT1,,CHEMBL67
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,O=c1oc2cccc3c(=O)oc4cccc1c4c23,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,6.57,OAT1,,CHEMBL6246
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.3,URAT1,,CHEMBL897
N#Cc1cc(-c2ccc(C(=O)O)cc2)c2occc2c1,c1ccc(-c2cccc3ccoc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.22,URAT1,,CHEMBL5597556
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.01,OAT3,,CHEMBL29
O=C(O)CC1(CSc2ccncc2C2=CC=C(CO)CC2)CC1,C1=CCCC(c2cnccc2SCC2CC2)=C1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.26,URAT1,,CHEMBL5904092
O=C(Nc1ccc(O)c(CO)c1)c1c(O)[nH]c(=O)[nH]c1=O,O=C(Nc1ccccc1)c1c[nH]c(=O)[nH]c1=O,C,slc22_fps_neighbor,urat1_curated.csv,True,5.14,URAT1,,CHEMBL5761311
Cc1ccc(C)c(Cn2nc(C)c3ncc(-c4nnn[nH]4)cc32)c1,c1ccc(Cn2ncc3ncc(-c4nnn[nH]4)cc32)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.95,URAT1,,CHEMBL3692046
O=C(O)c1ccccc1-c1ccccc1-c1nc(-c2ccncc2Cl)no1,c1ccc(-c2ccccc2-c2nc(-c3ccncc3)no2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.77,URAT1,,CHEMBL6145405
O=C(O)CC(O)CC(=O)O,,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.01,OAT1,,CHEMBL556937
COc1ccc2c(c1)nc(SC(C)(C)C(=O)O)n2-c1ccc(C#N)c2ccccc12,c1ccc2c(-n3cnc4ccccc43)cccc2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.1,URAT1,,CHEMBL5980930
CCc1oc2cc(OC)ccc2c1C(=O)c1ccc(O)cc1,O=C(c1ccccc1)c1coc2ccccc12,C,slc22_fps_neighbor,urat1_curated.csv,True,5.41,URAT1,,CHEMBL1767097
O=C(O)CCSc1nc2c(c(Nc3ccc(C4CC4)c4ccccc34)n1)CCC2,c1ccc2c(C3CC3)ccc(Nc3ncnc4c3CCC4)c2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.43,URAT1,,CHEMBL5570059
COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1,O=C(NCc1ccccc1)c1cc2c(=O)n(Cc3ccccc3)cnc2cn1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,4.23,OAT3,,CHEMBL270050
[C-]#[N+]c1ccc(-c2c(SC(C)(C)C(=O)O)ccc3ncccc23)cc1,c1ccc(-c2cccc3ncccc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.46,URAT1,,CHEMBL5798262
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,c1ccc(-c2ccccc2)cc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,6.07,OAT1,,CHEMBL898
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,C,slc22_fps_neighbor,urat1_curated.csv,True,5.7,URAT1,,CHEMBL28626
O=C(O)c1ccccc1-c1ccccc1C(=O)N1CCCc2ccccc21,O=C(c1ccccc1-c1ccccc1)N1CCCc2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,6.03,URAT1,,CHEMBL6147226
C[C@@H](Cc1cc2cncc(-c3ccc(C#N)c4ccccc34)c2s1)C(=O)O,c1ccc2c(-c3cncc4ccsc34)cccc2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.83,URAT1,,CHEMBL6023215
N#Cc1cc(C(=O)N2CSc3ccccc32)cc(C(F)(F)F)c1O,O=C(c1ccccc1)N1CSc2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,4.88,URAT1,,CHEMBL4744184
Cc1ccc2c(cnn2C(=O)c2cc(Cl)c(O)c(Cl)c2)c1,O=C(c1ccccc1)n1ncc2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,5.74,URAT1,,CHEMBL5417202
CCc1nn(Cc2c(C)cccc2Cl)c2cc(C(=O)O)cnc12,c1ccc(Cn2ncc3ncccc32)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.1,URAT1,,CHEMBL3692049
O=S(=O)(Nc1ccc(F)cn1)c1ccc(Oc2cnc(CO)c(Cl)c2)cc1F,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,8.7,URAT1,,CHEMBL3688190
COC(=O)C(Sc1nnc(Br)n1-c1ccc(Br)c2ccccc12)C(=O)OC,c1ccc2c(-n3cnnc3)cccc2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.71,URAT1,,CHEMBL5396351
O=C(O)C1(Oc2nc3ncccc3n2-c2ccc(C3CC3)c3ccccc23)CCC1,c1ccc2c(-n3c(OC4CCC4)nc4ncccc43)ccc(C3CC3)c2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.43,URAT1,,CHEMBL5196337
COCC(C)(Sc1ccncc1-c1ccc(C#N)c2cccn12)C(=O)O,c1cncc(-c2cccc3cccn23)c1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.3,URAT1,,CHEMBL5958589
CC(C)(Sc1ccc2cncc(-c3ccc(C#N)cc3Cl)c2c1)C(=O)O,c1ccc(-c2cncc3ccccc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.75,URAT1,,CHEMBL5793003
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,O=C(Cc1cccs1)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,6.13,OAT1,,CHEMBL316157
O=S(=O)(Nc1ccnc2ccc(Br)cc12)C(F)(F)F,c1ccc2ncccc2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.08,URAT1,,CHEMBL4100597
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,c1ccc(Nc2ccccc2)cc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.4,OAT1,,CHEMBL139
CC(C)(Sc1nnc(Cl)n1Cc1ccc(C2CC2)c2ccccc12)C(=O)O,c1ccc2c(C3CC3)ccc(Cn3cnnc3)c2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.05,URAT1,,CHEMBL5753394
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.5,OAT1,,CHEMBL1730
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,O=C(c1ccccc1)n1ccc2ccccc21,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.52,OAT1,,CHEMBL6
CC(C)COc1ccc(-c2ccc(C(=O)O)c(O)c2)cc1C#N,c1ccc(-c2ccccc2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.08,URAT1,,CHEMBL5590748
Cc1cn(Cc2cc3c(cc2Cl)OCO3)c2cc(CC(=O)O)ccc12,c1ccc2c(c1)ccn2Cc1ccc2c(c1)OCO2,C,slc22_fps_neighbor,urat1_curated.csv,True,7.01,URAT1,,CHEMBL3691999
CC(NC(=O)Cc1c(Cl)cccc1Cl)c1ccc(CCC(=O)O)cn1,O=C(Cc1ccccc1)NCc1ccccn1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.54,URAT1,,CHEMBL5881831
COc1cc(C(=O)c2ccc(O)c(OC)c2)ccc1O,O=C(c1ccccc1)c1ccccc1,C,slc22_fps_neighbor,oat_combined_transfer.csv,True,5.46,OAT1,,CHEMBL4527448
O=C([O-])CSc1nnc(Br)n1Cc1cccs1.[Na+],c1csc(Cn2cnnc2)c1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.46,URAT1,,CHEMBL5422088
CC(C)c1ccc(Cn2c(Br)nnc2CCC(=O)O)c2ccccc12,c1ccc2c(Cn3cnnc3)cccc2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.42,URAT1,,CHEMBL5740830
O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c(O)nc(O)[nH]c1=O,O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1cnc[nH]c1=O,C,slc22_fps_neighbor,urat1_curated.csv,True,6.16,URAT1,,CHEMBL5428787
N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccc(F)cc2)c2ccccc12,O=S(=O)(Nc1ccncc1-c1cccc2ccccc12)c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.7,URAT1,,CHEMBL4086514
Cc1nn(Cc2csc3ccc(Cl)cc23)c2cc(CCC(=O)O)ccc12,c1ccc2c(c1)cnn2Cc1csc2ccccc12,C,slc22_fps_neighbor,urat1_curated.csv,True,7.51,URAT1,,CHEMBL3692019
O=C(O)CCCSc1ccncc1C(=O)N1CCc2ccccc2C1,O=C(c1cccnc1)N1CCc2ccccc2C1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.73,URAT1,,CHEMBL5287955
COC(=O)C(C)Sc1nncn1-c1cc(Br)c(-c2ccccc2)s1,c1ccc(-c2ccc(-n3cnnc3)s2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.56,URAT1,,CHEMBL5822494
O=C(O)CSc1nnc(Br)n1-c1sc(-c2cccc(F)c2)c2c1CCCC2,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.56,URAT1,,CHEMBL5784737
C/C(=C\Cc1c(O)ccc2c1OC(c1ccc(Br)c3ccccc13)CC2=O)C(=O)O,O=C1CC(c2cccc3ccccc23)Oc2ccccc21,C,slc22_fps_neighbor,urat1_curated.csv,True,6.72,URAT1,,CHEMBL5620069
CC(C)(Oc1ccc2ccccc2c1-c1ccc(C#N)c2ccccc12)C(=O)O,c1ccc2c(-c3cccc4ccccc34)cccc2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.69,URAT1,,CHEMBL5876700
CC(C)(Sc1ccc2nccn2c1-c1ccc(C#N)cc1)C(=O)O,c1ccc(-c2cccc3nccn23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.76,URAT1,,CHEMBL5930761
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cc(F)cn12,c1cc(-c2cnccc2SC2CCC2)c2cccn2c1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.57,URAT1,,CHEMBL5741784
Cc1cccc(C)c1Cn1c(=O)n(C(C)C)c2ccc(C(=O)O)cc21,O=c1[nH]c2ccccc2n1Cc1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.78,URAT1,,CHEMBL3692058
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2cc(C(F)(F)F)oc2c1,c1ccc(-c2cccc3occc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.17,URAT1,,CHEMBL5894513
O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2c(Cl)ncnc21,O=C(c1ccccc1)n1ccc2cncnc21,C,slc22_fps_neighbor,urat1_curated.csv,True,5.7,URAT1,,CHEMBL5437905
CC(C)(Cc1cc2c(-c3ccc(C#N)cc3)cncc2s1)C(=O)O,c1ccc(-c2cncc3sccc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.92,URAT1,,CHEMBL5314438
CCn1c(=O)sc2cc(-c3ccc(C(=O)O)c(O)c3)ccc21,O=c1[nH]c2ccc(-c3ccccc3)cc2s1,C,slc22_fps_neighbor,urat1_curated.csv,True,4.52,URAT1,,CHEMBL6148038
C/C(=C\C(=O)O)Sc1ccc2ccccc2c1-c1ccc(C#N)cc1,c1ccc(-c2cccc3ccccc23)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,7.6,URAT1,,CHEMBL5818637
O=C(Nc1ccc(O)cc1F)c1c(O)[nH]c(=S)[nH]c1=O,O=C(Nc1ccccc1)c1c[nH]c(=S)[nH]c1=O,C,slc22_fps_neighbor,urat1_curated.csv,True,5.23,URAT1,,CHEMBL6012616
N#Cc1cc(Oc2cc(F)c(S(=O)(=O)Nc3ncccn3)cc2Cl)ccc1F,O=S(=O)(Nc1ncccn1)c1ccc(Oc2ccccc2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.63,URAT1,,CHEMBL3688167
COc1ccccc1S(=O)(=O)Nc1ccc(C#N)c(Cl)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,C,slc22_fps_neighbor,urat1_curated.csv,True,6.7,URAT1,,CHEMBL3919891
Cc1cc(-n2c(Br)nnc2SC(C)(C)C(=O)O)sc1-c1ccccc1,c1ccc(-c2ccc(-n3cnnc3)s2)cc1,C,slc22_fps_neighbor,urat1_curated.csv,True,5.56,URAT1,,CHEMBL5851236
