pair,channel,n,n_dual,n_A,n_B,n_neither,AUROC_D_vs_A_pocketB,AUROC_D_vs_B_pocketA,summary_min,AUROC_mean_D_vs_neither
EGFR/HER2,rtmscore_best_of_9,110,28,38,32,12,0.4849624060150376,0.3091517857142857,0.3091517857142857,0.8035714285714286
