n,n_active,n_decoy,tp,fn,fp,tn,sensitivity,sensitivity_wilson95_lo,sensitivity_wilson95_hi,specificity,specificity_wilson95_lo,specificity_wilson95_hi,ppv,lr_plus,odds_ratio_mle,odds_ratio_haldane,fisher_exact_p,or_boot_lo,or_boot_hi,lr_boot_lo,lr_boot_hi,n_boot_finite_or,n_boot_finite_lr,gate,note
292,228,64,102,126,13,51,0.4473684210526316,0.38423002404308193,0.512251021636382,0.796875,0.6828613244878341,0.8772669743730419,0.8869565217391304,2.2024291497975708,3.1758241758241756,3.09105548235983,0.00044959208155959335,1.751086059535999,6.416391879572184,1.4358964018576361,4.142978660343805,2000,2000,A1_arg_locked_7.7027,
292,228,64,217,11,61,3,0.9517543859649122,0.915687538389758,0.9728501528615099,0.046875,0.016068725432185196,0.12899860788542522,0.7805755395683454,0.998561978717285,0.970193740685544,1.0763520678685048,1.0,0.15353901996370237,3.191767195767196,0.9453548085901027,1.0702098765421808,2000,2000,A2_geometry_then_cnn,
292,228,64,96,132,12,52,0.42105263157894735,0.3587925568143374,0.48592901170485836,0.8125,0.7002540844522482,0.889354651190779,0.8888888888888888,2.245614035087719,3.1515151515151514,3.0588679245283017,0.0006676574761972647,1.672929216495863,6.578902174280351,1.4207983510265667,4.331505666339758,2000,2000,W2_IFP_cnn_top1,reconstructed from stored 2x2; bootstrap is on reconstructed labels
49,9,40,9,0,15,25,1.0,0.7008472464490407,1.0,0.625,0.47032160054531913,0.7577722646420829,0.375,2.6666666666666665,,31.258064516129032,0.0006364235753557286,12.023255813953488,71.42105263157895,1.869416996047431,4.222222222222222,2000,2000,W4_loose_seed42,
49,9,40,9,0,11,29,1.0,0.7008472464490407,1.0,0.725,0.5716474916687543,0.8389214656685692,0.45,3.6363636363636362,,48.73913043478261,8.175401659707975e-05,18.97692307692308,122.63636363636364,2.375,6.837499999999978,2000,2000,W4_structural_seed42,
