repurposing_id,canonical_smiles,status,pdbqt,n_microspecies,selected_smiles,formal_charge,has_carboxylate,all_microspecies,mw
MCC950,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/MCC950.pdbqt,1,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,-1,False,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,403.48000000000036
CHEMBL4204644,[2H]C([2H])([2H])C(O)(c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1)C([2H])([2H])[2H],prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL4204644.pdbqt,1,[2H]C([2H])([2H])C(O)(c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1)C([2H])([2H])[2H],-1,False,[2H]C([2H])([2H])C(O)(c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1)C([2H])([2H])[2H],409.51661066800034
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL5219789.pdbqt,2,C[NH2+][C@@H]1COc2c(S(=O)(=O)[N-]C(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,0,False,C[NH2+][C@@H]1COc2c(S(=O)(=O)[N-]C(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1|CN[C@@H]1COc2c(S(=O)(=O)[N-]C(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,431.51800000000037
CHEMBL4212407,[2H]C1([2H])CCc2c1cc1c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC1,prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL4212407.pdbqt,1,[2H]C1([2H])CCc2c1cc1c(c2NC(=O)[N-]S(=O)(=O)c2cc(C(C)(C)O)co2)CCC1,-1,False,[2H]C1([2H])CCc2c1cc1c(c2NC(=O)[N-]S(=O)(=O)c2cc(C(C)(C)O)co2)CCC1,405.4922035560002
CHEMBL6143743,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c(-c3ccc([N+](=O)[O-])cc3)ccc3c2CCC3)c1,prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL6143743.pdbqt,1,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c(-c3ccc([N+](=O)[O-])cc3)ccc3c2CCC3)c1,-1,False,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c(-c3ccc([N+](=O)[O-])cc3)ccc3c2CCC3)c1,484.51000000000033
CHEMBL4209503,[2H]C1([2H])CCc2cc3c(c(NC(=O)NS(=O)(=O)c4cc(C(C)(C)O)co4)c21)C([2H])([2H])CC3,prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL4209503.pdbqt,1,[2H]C1([2H])CCc2cc3c(c(NC(=O)[N-]S(=O)(=O)c4cc(C(C)(C)O)co4)c21)C([2H])([2H])CC3,-1,False,[2H]C1([2H])CCc2cc3c(c(NC(=O)[N-]S(=O)(=O)c4cc(C(C)(C)O)co4)c21)C([2H])([2H])CC3,407.50440711200025
CHEMBL4216836,[2H]C1([2H])CCc2c1cc1c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC1([2H])[2H],prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL4216836.pdbqt,1,[2H]C1([2H])CCc2c1cc1c(c2NC(=O)[N-]S(=O)(=O)c2cc(C(C)(C)O)co2)CCC1([2H])[2H],-1,False,[2H]C1([2H])CCc2c1cc1c(c2NC(=O)[N-]S(=O)(=O)c2cc(C(C)(C)O)co2)CCC1([2H])[2H],407.5044071120002
CHEMBL6171925,CC(C)(O)c1csc(S(=O)(=O)NC(=O)Nc2c(-c3cccc(Cl)c3Cl)ccc3c2CCC3)c1,prepared,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c5/02_nlrp3_panel/positive_ligands/pdbqt/CHEMBL6171925.pdbqt,1,CC(C)(O)c1csc(S(=O)(=O)[N-]C(=O)Nc2c(-c3cccc(Cl)c3Cl)ccc3c2CCC3)c1,-1,False,CC(C)(O)c1csc(S(=O)(=O)[N-]C(=O)Nc2c(-c3cccc(Cl)c3Cl)ccc3c2CCC3)c1,524.4710000000003
