smiles,mol_id,pred_pAct_JNK1,pred_pAct_JNK2,pred_pAct_JNK3,p_family,pred_delta_min_computed,sa,qed,final_score
CC(C)Nc1nc(N[C@H]2CC[C@H](O)CC2)ncc1C(N)=O,,6.8499546,7.14337,5.5996747,7.14337,-0.29341555,2.5113237265329644,0.6465832374484521,0.6998380876344865
CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,,6.722896,6.83092,6.2742786,6.83092,-0.10802412,2.6304187872662137,0.7334947967079538,0.6969388250234636
CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)[nH]c3n2)CC1,,6.6172113,7.0330367,5.601161,7.0330367,-0.41582537,2.581190347769276,0.6749962108772299,0.6952625278113702
CCOc1nc(C(=O)NC)cc(N)c1C#N,,6.6867085,6.2611713,5.169995,6.6867085,0.4255371,2.5266214628259718,0.7621100325431122,0.6952253834025796
Br.CC(=O)c1sc(Nc2ccccn2)nc1C,,6.291697,5.906679,4.451879,6.291697,0.38501787,2.3141060467234986,0.8826420592890513,0.6938061431615103
CC(=O)N1CCCCC1C(=O)Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1,,5.69484,6.174446,7.362604,7.362604,-1.6677642,2.7317836975986793,0.6512743740707102,0.6933028649217429
CN(CCO)c1ccc(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)cn1,,7.5687346,6.619974,6.3532467,7.5687346,0.9487605,2.5414899815683327,0.43928817427881783,0.6922541602491257
CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,,6.3598576,7.2221007,6.5672746,7.2221007,-0.8622432,2.497270792525912,0.6220115247951175,0.6920430008309141
CC(C)Oc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,,6.587256,6.217915,5.2046466,6.587256,0.3693409,2.3937211378153087,0.7738136661465506,0.6919334386831273
CC(C)(C)Nc1ncc(C(N)=O)c(N[C@@H]2CCC[C@H](O)C2)n1,,6.5244274,7.131152,5.2091837,7.131152,-0.60672474,3.3422304791062896,0.6702372147209863,0.6907049177780733
CC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](CS(C)(=O)=O)CC3)n2)CC1,,7.2909136,7.229623,6.015419,7.2909136,0.06129074,2.8515091632347715,0.5438536111846516,0.6906195813339527
CC(C)c1n[nH]c(-c2c(Cl)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,,5.2239013,6.04242,7.538388,7.538388,-2.3144865,3.1033947526656913,0.6428400843310623,0.6905039160650194
CCOC(=O)C1Cc2nc(-c3ccc(Cl)c(Cl)c3)n(-c3ccnc(N[C@H]4CCN(C(=O)C5CC5)C4)n3)c2C1,,6.6613727,7.4787974,7.9896674,7.9896674,-1.3282948,3.745429499062766,0.43314603788237427,0.6885272103687452
CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,,6.627692,7.1436734,6.5714726,7.1436734,-0.5159812,2.707964193739979,0.6150446298671801,0.6882467054723461
C#C/C=C/c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,,6.8255982,6.598917,5.735316,6.8255982,0.22668123,2.8363414107965284,0.6894210700799915,0.6873126767009408
CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,,6.535779,6.615332,5.5720954,6.615332,-0.07955313,2.455859448977831,0.7466882590072667,0.686659009265563
CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,,6.4230943,6.5840473,5.6345534,6.5840473,-0.16095304,2.4937020347592505,0.7616978446215363,0.6858715651286863
C/C(=N/Cc1cccnc1)C1=C(O)c2ccccc2C1=O,,6.2054768,5.4876213,4.470517,6.2054768,0.71785545,2.509352081970631,0.876801491536629,0.6846501507481175
CCOC(=O)c1cnc2ccc(Cl)cc2c1N1CCN(C)CC1,,6.34541,6.0749183,4.695052,6.34541,0.2704916,2.1492403646898097,0.8082099610652174,0.6843282794764847
CCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,,6.6595483,6.7219677,5.970955,6.7219677,-0.062419415,2.5851423201632393,0.6951478287634016,0.6827795901332929
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,,6.781756,6.736613,5.872067,6.781756,0.045143127,2.520830139517832,0.6623410762515893,0.6819828285508793
CNC(=O)C1Cc2nc(-c3ccc4c(c3)OCO4)n(-c3ccnc(N[C@@H]4CCN(C(=O)C5CC5)C4)n3)c2C1,,7.0125046,7.5027432,6.8905096,7.5027432,-0.49023867,3.8297286132818815,0.5106987800940721,0.6816809169799593
CCOc1nc(NC(=O)Cc2ccccc2)cc(N)c1C#N,,5.630553,6.221081,5.52323,6.221081,-0.590528,2.2276968063182707,0.8796326854095875,0.6802673034509553
CNC(=O)c1ccccc1Nc1cc(Oc2ccc(OC)cc2)ncc1Cl,,6.4452357,6.190465,6.808674,6.808674,-0.36343813,2.1390022855143442,0.6483912046638963,0.6794438162412405
CCNC(=O)N1CCC(Nc2nccc(-n3ccc4ccccc43)n2)CC1,,6.4844656,6.4993887,6.074028,6.4993887,-0.014923096,2.453086818702676,0.7461636782926213,0.6794352296693735
CCOC(=O)c1c(-c2ccc(OC)cc2)n[nH]c1N,,6.243256,5.625911,4.405466,6.243256,0.61734486,2.153358377486782,0.8194745410003935,0.6793892508702182
CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,,6.517594,6.4995184,6.0836277,6.517594,0.018075466,2.5612410543404565,0.7412529698217929,0.6788697536647895
CN(C)S(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,,6.374022,7.002382,5.8017344,7.002382,-0.6283598,2.6906274794452294,0.6222490435626188,0.6782848631111867
CC1(NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)COC1,,5.869364,6.082721,7.342502,7.342502,-1.4731383,2.823726084748243,0.5726893088925534,0.6781786741465128
C/C(=N/Cc1ccco1)C1=C(O)c2ccccc2C1=O,,6.155021,5.5037446,4.410432,6.155021,0.6512766,2.6147036496424487,0.8666788640306731,0.6780402196547419
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,,7.4214506,6.744939,5.3207197,7.4214506,0.67651176,2.3338604193460935,0.40818863757673446,0.6778006663669299
CN(C)c1cc(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)ccn1,,7.097793,6.481559,5.5209937,7.097793,0.6162343,2.4289052770289725,0.5166074244773772,0.675877949283694
CNc1nccc(C(C#N)c2nc3ccccc3s2)n1,,6.348909,6.1061587,4.6080465,6.348909,0.24275017,3.1106541448253857,0.7986583913743207,0.6730487599116323
CC1=C(C(=O)OC2CCCCCCC2)C(c2ccc(O)cc2)NC(=O)N1,,6.5251117,5.878183,4.580531,6.5251117,0.6469288,2.787198672649133,0.7194551049979759,0.6727768515414755
CC(Sc1ccc2ccccc2n1)C(=O)O,,6.1405473,5.5179543,4.9353805,6.1405473,0.6225929,2.4411007770369206,0.8280951537470693,0.6710463322670696
CC(C)(O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCCCS(C)(=O)=O)cccc43)n2)CC1,,7.3045835,7.222809,6.030387,7.3045835,0.08177471,2.8843705154999384,0.44077392134405496,0.6706319275787775
CC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCC(O)CC4)CC3)n2)[C@H](C)C1,,7.120725,7.2649274,6.9233947,7.2649274,-0.14420223,3.4439147208872543,0.49335217280222937,0.6706131709727892
CCOc1ccc(-c2nc(N)ncc2-c2ccccc2)c(O)c1,,6.2455063,5.949767,4.806616,6.2455063,0.29573917,2.1241376750717365,0.7707235648249705,0.6700887762777533
C#CCN1CCN(c2c(F)cccc2NC(=O)c2ccc(Br)o2)CC1,,5.7502217,5.911168,6.3620434,6.3620434,-0.61182165,2.501498906815863,0.7930243752349591,0.6697555978585635
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3nc(C)ccc3c2=O)cc1,,7.1864905,6.7655,5.272341,7.1864905,0.42099047,2.3973565731922477,0.44657380873752217,0.6683955335171079
CN1CCN(c2ccc(Nc3nccc(-n4cc(/C=C/c5ccccc5)c(C(N)=O)n4)n3)cc2)CC1,,7.0750766,7.3314776,6.4636903,7.3314776,-0.25640106,2.662685021551214,0.4175120891569362,0.6662329866298521
CCOC(=O)N1CCN(C(=O)C2CCC(Cn3c(=S)[nH]c4ccccc4c3=O)CC2)CC1,,6.4049826,6.1121,5.369372,6.4049826,0.29288244,2.4398095868591643,0.711397188031212,0.6662301214159955
CCOc1ccc(C(C)=O)cc1Cn1nc(C(=O)O)c2ccccc2c1=O,,6.463321,6.099804,4.7019377,6.463321,0.36351728,2.128983807991867,0.6737038210463553,0.6658834107561223
CC(O)CNc1nccc(-n2c(CC#N)cnc2-c2ccc3ccccc3c2)n1,,6.8402534,6.746331,7.0722003,7.0722003,-0.23194695,3.2250515089241008,0.5288473998393862,0.6650937815824327
CN1CCN(C(=O)c2ccc(CNc3n[nH]c4ccccc34)cc2)CC1,,6.194671,5.6780987,5.538129,6.194671,0.5165725,2.068666331568922,0.7598061311776974,0.6649015437014054
CNC(=O)C1Cc2nc(-c3ccc(F)c(C(F)(F)F)c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2C1,,7.188089,7.4324236,6.979517,7.4324236,-0.2443347,3.914096452857896,0.4369814654213253,0.6648599595027993
CCOC(=O)c1ccc(Cn2cnc3ccccc3c2=O)cc1,,6.3330846,5.883827,4.698092,6.3330846,0.44925737,1.755647465281525,0.6951510612383177,0.6647896584246213
CCN1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,,7.2595854,6.7595353,6.898237,7.2595854,0.36134815,2.8278735854100994,0.42196461708774524,0.6642851642022419
CN1CCC(NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)CC1,,5.6015,6.022337,7.1841254,7.1841254,-1.5826254,2.5889885782782827,0.5374197638685105,0.6607434657946303
CCOc1nc(NC(=O)CN(CC)CC)cc(N)c1C#N,,5.6190124,6.2484655,5.04258,6.2484655,-0.6294532,2.564654956464558,0.7822424915114948,0.6587527386660897
CCOC(=O)c1nn(-c2ccnc(N[C@H]3CCCN(C(=O)N(C)C)C3)n2)cc1/C=C/c1ccccc1,,6.2433515,7.1952085,5.568215,7.1952085,-0.9518571,3.2662739219808694,0.5059581488511138,0.6579156326654348
CCNC(=O)N1CCC(Nc2nccc(-c3c(-c4ccccc4)[nH]c4ccccc34)n2)CC1,,6.5823383,7.2960224,6.1908774,7.2960224,-0.7136841,2.475043583066636,0.4121026419772986,0.6576864003956039
CN(C)C(=O)c1ccc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc1,,6.446723,6.0469604,6.5245423,6.5245423,-0.07781935,2.1290603197356894,0.6132519596039976,0.6569104617314077
CC(=O)Nc1ccc2c(c1)/C(=C1/S/C(=N/c3cccc(Cl)c3Cl)NC1=O)C(=O)N2,,5.5528407,6.2384257,6.9785123,6.9785123,-1.4256716,3.079119622375927,0.6022175452485997,0.6567630992639489
CCCCOc1nc(NC(C)=O)cc(N)c1C#N,,5.9282885,6.1350203,4.92778,6.1350203,-0.2067318,2.479113385175589,0.7716920357961649,0.655897714286481
CNC(=O)c1cc(-n2ncc3nc(Nc4ccccc4Cl)ncc32)cs1,,6.3532324,6.831708,6.408312,6.831708,-0.47847557,2.7424547202328906,0.5608381119756187,0.6557854984410859
C=C(C)COc1ccc(-c2nc(N)ncc2-c2ccc(OC)cc2)c(O)c1,,6.4411902,5.9407988,5.0543323,6.4411902,0.5003915,2.3809650306639334,0.6419096372174095,0.655455594130556
Brc1ccc2nc3c(n2c1)CCCC3,,6.2755795,5.4969463,4.748343,6.2755795,0.7786331,2.5778434374745025,0.7031471458319131,0.654141556467663
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,5.757527,5.96262,6.277238,6.277238,-0.519711,2.3634898060574656,0.7288657174136046,0.6537492326085782
CCCc1nc(SCC(=O)N2CCCC2)c2ccccc2n1,,6.419266,5.7153096,4.349508,6.419266,0.7039566,2.1302461937252186,0.6272237591188156,0.653490925560034
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,,5.4324183,6.783078,6.1167483,6.783078,-1.3506598,2.697557793421952,0.6293082808758,0.6534416540885662
CCOC(=O)c1c(-c2ccccc2)[nH]c2ccc(O)cc12,,6.112484,6.1486025,4.695666,6.1486025,-0.036118507,2.0310551588937074,0.7191791696305174,0.6533856787223593
CCCc1cc(O)n2c(n1)nc1ccccc12,,6.1571913,5.5029693,4.3867702,6.1571913,0.654222,2.4647733322330208,0.7315277823868414,0.6526612125135587
CNC(=O)c1cc(-n2ncc3cc(Oc4ccccc4Cl)ccc32)cs1,,6.424987,6.1874843,6.765847,6.765847,-0.34086037,2.491167335617506,0.5453621397287209,0.6526571535153504
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,,5.8479366,6.2040234,6.34318,6.34318,-0.49524355,2.613005299015212,0.7091966373621376,0.6523032338137879
CNc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)n1,,6.2344327,6.5819173,5.5622044,6.5819173,-0.3474846,2.1665822133076187,0.588116015767349,0.6514793222053912
C/C(=N\CCCn1ccnc1)C1=C(O)c2ccccc2C1=O,,6.314632,5.474003,4.4475703,6.314632,0.8406291,2.702644236307636,0.6809539343594786,0.6511885802342223
CCCC(=O)Nc1ccc(Cl)c(NC(=O)c2ccc(Br)o2)c1,,5.549048,6.0066032,4.6417513,6.0066032,-0.4575553,1.9831758162031505,0.7843021703043704,0.6506275733559654
CC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,,5.687659,6.058695,5.668704,6.058695,-0.37103605,3.2185277700124093,0.820525209497926,0.650462862172331
CCC(C)Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,,6.4978433,6.4175367,4.5919766,6.4978433,0.08030653,3.4200852510186213,0.6451108498141909,0.6496703460399933
CCOc1nc(NC(=O)CN2CCC(O)CC2)cc(N)c1C#N,,5.7547464,6.287358,5.289488,6.287358,-0.53261137,2.530222946050758,0.7138943023305769,0.6496025069554675
CCOC(=O)C1CCN(C(=O)CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,,6.5603275,6.0230956,4.520673,6.5603275,0.5372319,2.209488748913346,0.5616369035781489,0.6494554203200021
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(n3cnc4cc(F)ccc43)CC2)cc1,,5.631385,6.2876506,4.659061,6.2876506,-0.65626574,2.254949724523101,0.70812171268458,0.6493664002195109
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,,6.979473,6.2167478,6.5612907,6.979473,0.41818237,2.60263312756285,0.4290621770908041,0.6483492221234894
CC(C)n1nc(C(=O)OCC(=O)N(C)C2CCS(=O)(=O)C2)c2ccccc2c1=O,,6.3816648,6.231976,4.86359,6.3816648,0.14968872,2.978151634115365,0.6551959150395746,0.6479741993739756
CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-c3cnc4c(OCc5ccccc5)cccn34)n2)CC1,,7.141169,7.051825,6.5958266,7.141169,0.089344025,2.592417124775883,0.36542756893541034,0.647043177523149
CN1CCC(CNC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)CC1,,6.0601583,6.456335,6.867963,6.867963,-0.8078046,2.337339668879901,0.506355346666437,0.6465380024822874
CCc1cc(=O)oc2cc(C)cc(O)c12,,6.0574336,5.4895787,4.368875,6.0574336,0.5678549,2.2765984096106706,0.7253080510086664,0.6463159784692131
CN1CCN(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,,6.069413,6.0013065,5.245096,6.069413,0.06810665,2.3235926323645995,0.721423991526887,0.6459077949401054
CN(C)C(=O)c1c(CNC(=O)c2ccc(N3CCCCC3)nc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,,7.0738072,6.706822,6.389801,7.0738072,0.36698532,2.6380573103088967,0.38200120759450606,0.6451861751830852
CC(C)(O)c1cccn2c(-c3ccnc(N[C@H]4CC[C@H](NS(C)(=O)=O)CC4)n3)cnc12,,6.436742,6.6851745,6.74747,6.74747,-0.31072807,2.925063915803989,0.5331882308100704,0.6450489790498727
CN1CCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1,,6.7946296,6.619345,6.116285,6.7946296,0.17528439,2.451640338493821,0.46435067864848906,0.6439778025123011
CNC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2)c1,,6.4189997,5.996986,5.819595,6.4189997,0.42201376,2.2194698369339942,0.5816365195322496,0.6434625825726324
