threshold,n_records,n_compounds,active_rate,auroc,auprc,ef_10pct
5.5,609,513,0.797270955165692,0.8841022200726558,0.9613178661952799,1.2306685553681194
6.0,609,513,0.6042884990253411,0.8948432909697182,0.9152947595763603,1.5706359287488578
6.5,609,513,0.45614035087719296,0.8776377615548208,0.8299280284099815,1.94232925290775
