target,ligand,seed,exhaustiveness,num_modes,energy_range,ligand_pdbqt,receptor,conf,out,log,vina,affinity,status
3POZ,EH120_059,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_059.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_059.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_059_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_059.log,/home/gwj/miniconda3/bin/vina,-9.241,ok
3RCD,EH120_059,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_059.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_059.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_059_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_059.log,/home/gwj/miniconda3/bin/vina,-8.698,ok
3POZ,EH120_060,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_060.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_060.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_060_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_060.log,/home/gwj/miniconda3/bin/vina,-8.586,ok
3RCD,EH120_060,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_060.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_060.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_060_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_060.log,/home/gwj/miniconda3/bin/vina,-9.157,ok
3POZ,EH120_061,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_061.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_061.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_061_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_061.log,/home/gwj/miniconda3/bin/vina,-10.818,ok
3RCD,EH120_061,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_061.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_061.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_061_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_061.log,/home/gwj/miniconda3/bin/vina,-10.831,ok
3POZ,EH120_062,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_062.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_062.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_062_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_062.log,/home/gwj/miniconda3/bin/vina,-11.255,ok
3RCD,EH120_062,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_062.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_062.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_062_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_062.log,/home/gwj/miniconda3/bin/vina,-10.973,ok
3POZ,EH120_063,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_063.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_063.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_063_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_063.log,/home/gwj/miniconda3/bin/vina,-9.501,ok
3RCD,EH120_063,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_063.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_063.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_063_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_063.log,/home/gwj/miniconda3/bin/vina,-10.16,ok
3POZ,EH120_064,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_064.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_064.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_064_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_064.log,/home/gwj/miniconda3/bin/vina,-7.836,ok
3RCD,EH120_064,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_064.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_064.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_064_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_064.log,/home/gwj/miniconda3/bin/vina,-8.101,ok
3POZ,EH120_065,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_065.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_065.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_065_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_065.log,/home/gwj/miniconda3/bin/vina,-8.655,ok
3RCD,EH120_065,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_065.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_065.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_065_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_065.log,/home/gwj/miniconda3/bin/vina,-8.613,ok
3POZ,EH120_066,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_066.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_066.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_066_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_066.log,/home/gwj/miniconda3/bin/vina,-8.643,ok
3RCD,EH120_066,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_066.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_066.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_066_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_066.log,/home/gwj/miniconda3/bin/vina,-8.495,ok
3POZ,EH120_067,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_067.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_067.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_067_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_067.log,/home/gwj/miniconda3/bin/vina,-8.489,ok
3RCD,EH120_067,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_067.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_067.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_067_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_067.log,/home/gwj/miniconda3/bin/vina,-8.794,ok
3POZ,EH120_068,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_068.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_068.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_068_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_068.log,/home/gwj/miniconda3/bin/vina,-9.257,ok
3RCD,EH120_068,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_068.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_068.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_068_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_068.log,/home/gwj/miniconda3/bin/vina,-9.017,ok
3POZ,EH120_069,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_069.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_069.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_069_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_069.log,/home/gwj/miniconda3/bin/vina,-8.571,ok
3RCD,EH120_069,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_069.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_069.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_069_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_069.log,/home/gwj/miniconda3/bin/vina,-8.813,ok
3POZ,EH120_070,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_070.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_070.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_070_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_070.log,/home/gwj/miniconda3/bin/vina,-8.82,ok
3RCD,EH120_070,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_070.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_070.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_070_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_070.log,/home/gwj/miniconda3/bin/vina,-9.105,ok
3POZ,EH120_071,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_071.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_071.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_071_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_071.log,/home/gwj/miniconda3/bin/vina,-10.544,ok
3RCD,EH120_071,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_071.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_071.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_071_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_071.log,/home/gwj/miniconda3/bin/vina,-10.032,ok
3POZ,EH120_072,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_072.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_072.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_072_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_072.log,/home/gwj/miniconda3/bin/vina,-11.144,ok
3RCD,EH120_072,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_072.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_072.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_072_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_072.log,/home/gwj/miniconda3/bin/vina,-11.017,ok
3POZ,EH120_073,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_073.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_073.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_073_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_073.log,/home/gwj/miniconda3/bin/vina,-10.189,ok
3RCD,EH120_073,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_073.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_073.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_073_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_073.log,/home/gwj/miniconda3/bin/vina,-9.991,ok
3POZ,EH120_074,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_074.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_074.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_074_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_074.log,/home/gwj/miniconda3/bin/vina,-8.402,ok
3RCD,EH120_074,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_074.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_074.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_074_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_074.log,/home/gwj/miniconda3/bin/vina,-8.354,ok
3POZ,EH120_075,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_075.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_075.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_075_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_075.log,/home/gwj/miniconda3/bin/vina,-8.127,ok
3RCD,EH120_075,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_075.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_075.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_075_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_075.log,/home/gwj/miniconda3/bin/vina,-8.12,ok
3POZ,EH120_076,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_076.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_076.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_076_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_076.log,/home/gwj/miniconda3/bin/vina,-8.412,ok
3RCD,EH120_076,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_076.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_076.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_076_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_076.log,/home/gwj/miniconda3/bin/vina,-8.78,ok
3POZ,EH120_077,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_077.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_077.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_077_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_077.log,/home/gwj/miniconda3/bin/vina,-8.599,ok
3RCD,EH120_077,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_077.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_077.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_077_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_077.log,/home/gwj/miniconda3/bin/vina,-9.619,ok
3POZ,EH120_078,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_078.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_078.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_078_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_078.log,/home/gwj/miniconda3/bin/vina,-10.068,ok
3RCD,EH120_078,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_078.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_078.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_078_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_078.log,/home/gwj/miniconda3/bin/vina,-9.535,ok
3POZ,EH120_079,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_079.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_079.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_079_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_079.log,/home/gwj/miniconda3/bin/vina,-7.544,ok
