pair,seed,ligand,class,pdb,status,vina_mode1
AChE/BChE,20260811,AB_056,A_only,4BDS,ok,-9.018
AChE/BChE,20260811,AB_056,A_only,4EY7,ok,-12.785
AChE/BChE,20260812,AB_056,A_only,4BDS,ok,-9.066
AChE/BChE,20260812,AB_056,A_only,4EY7,ok,-12.804
AChE/BChE,20260813,AB_056,A_only,4BDS,ok,-9.066
AChE/BChE,20260813,AB_056,A_only,4EY7,ok,-12.79
AChE/BChE,20260814,AB_056,A_only,4BDS,ok,-9.145
AChE/BChE,20260814,AB_056,A_only,4EY7,ok,-12.777
