molecule_chembl_id,class,pchembl_EGFR,pchembl_HER2,min_pchembl,theta
CHEMBL1958221,neither,5.90,5.56,5.56,6.0
CHEMBL65848,neither,5.85,5.56,5.56,6.0
CHEMBL589823,neither,5.71,5.56,5.56,6.0
CHEMBL360190,neither,5.82,5.55,5.55,6.0
CHEMBL114728,neither,5.80,5.53,5.53,6.0
CHEMBL143805,neither,5.52,5.54,5.52,6.0
CHEMBL1958022,neither,5.87,5.52,5.52,6.0
CHEMBL56879,neither,5.70,5.52,5.52,6.0
CHEMBL518803,neither,5.89,5.51,5.51,6.0
CHEMBL1958214,neither,5.78,5.51,5.51,6.0
CHEMBL447720,neither,5.50,5.58,5.50,6.0
CHEMBL2324872,neither,5.98,5.48,5.48,6.0
CHEMBL3632637,neither,5.99,5.48,5.48,6.0
CHEMBL2325110,neither,5.48,5.76,5.48,6.0
CHEMBL589830,neither,5.83,5.48,5.48,6.0
CHEMBL1828863,neither,5.82,5.47,5.47,6.0
CHEMBL3218002,neither,5.92,5.47,5.47,6.0
CHEMBL592426,neither,5.70,5.46,5.46,6.0
CHEMBL334255,neither,5.46,5.73,5.46,6.0
CHEMBL1173783,neither,5.90,5.46,5.46,6.0
CHEMBL83,neither,5.45,5.53,5.45,6.0
CHEMBL1828864,neither,5.66,5.45,5.45,6.0
CHEMBL1958213,neither,5.70,5.45,5.45,6.0
CHEMBL2325089,neither,5.97,5.45,5.45,6.0
CHEMBL3746642,neither,5.84,5.45,5.45,6.0
CHEMBL1958209,neither,5.69,5.44,5.44,6.0
CHEMBL590875,neither,5.91,5.43,5.43,6.0
CHEMBL1928954,neither,5.78,5.43,5.43,6.0
CHEMBL5792219,neither,5.77,5.43,5.43,6.0
CHEMBL367754,neither,5.92,5.42,5.42,6.0
CHEMBL2325088,neither,5.60,5.42,5.42,6.0
CHEMBL1958034,neither,5.64,5.42,5.42,6.0
CHEMBL589822,neither,5.66,5.41,5.41,6.0
CHEMBL592711,neither,5.76,5.41,5.41,6.0
CHEMBL1958218,neither,5.62,5.38,5.38,6.0
CHEMBL3746212,neither,5.38,5.46,5.38,6.0
CHEMBL421047,neither,5.58,5.38,5.38,6.0
CHEMBL1828860,neither,5.53,5.38,5.38,6.0
CHEMBL114392,neither,5.57,5.36,5.36,6.0
CHEMBL4516736,neither,5.36,5.64,5.36,6.0
CHEMBL2333164,neither,5.54,5.35,5.35,6.0
CHEMBL114490,neither,5.63,5.35,5.35,6.0
CHEMBL601828,neither,5.95,5.35,5.35,6.0
CHEMBL592481,neither,5.84,5.35,5.35,6.0
CHEMBL326811,neither,5.79,5.35,5.35,6.0
CHEMBL143212,neither,5.77,5.34,5.34,6.0
CHEMBL1958023,neither,5.52,5.33,5.33,6.0
CHEMBL1173651,neither,5.49,5.33,5.33,6.0
CHEMBL4079125,neither,5.43,5.33,5.33,6.0
CHEMBL3902295,neither,5.33,5.50,5.33,6.0
CHEMBL1828861,neither,5.46,5.32,5.32,6.0
CHEMBL1958021,neither,5.46,5.32,5.32,6.0
CHEMBL1172803,neither,5.44,5.32,5.32,6.0
CHEMBL56542,neither,5.68,5.31,5.31,6.0
CHEMBL1958037,neither,5.50,5.31,5.31,6.0
CHEMBL3747281,neither,5.30,5.39,5.30,6.0
CHEMBL1170278,neither,5.41,5.30,5.30,6.0
CHEMBL361322,neither,5.30,5.80,5.30,6.0
CHEMBL592427,neither,5.65,5.29,5.29,6.0
CHEMBL1958019,neither,5.47,5.29,5.29,6.0
CHEMBL195218,neither,5.38,5.28,5.28,6.0
CHEMBL370808,neither,5.28,5.30,5.28,6.0
CHEMBL255291,neither,5.95,5.28,5.28,6.0
CHEMBL3325474,neither,5.37,5.28,5.28,6.0
CHEMBL3327179,neither,5.32,5.28,5.28,6.0
CHEMBL118205,neither,5.28,5.82,5.28,6.0
CHEMBL1614712,neither,5.28,5.39,5.28,6.0
CHEMBL58,neither,5.27,5.69,5.27,6.0
CHEMBL1683971,neither,5.38,5.27,5.27,6.0
CHEMBL5286730,neither,5.41,5.27,5.27,6.0
CHEMBL115895,neither,5.25,5.48,5.25,6.0
CHEMBL2325109,neither,5.52,5.25,5.25,6.0
CHEMBL595374,neither,5.85,5.23,5.23,6.0
CHEMBL1958039,neither,5.38,5.23,5.23,6.0
CHEMBL1016,neither,5.49,5.23,5.23,6.0
CHEMBL1172802,neither,5.38,5.23,5.23,6.0
CHEMBL592707,neither,5.49,5.23,5.23,6.0
CHEMBL24944,neither,5.53,5.22,5.22,6.0
CHEMBL1365395,neither,5.41,5.22,5.22,6.0
CHEMBL5901984,neither,5.66,5.22,5.22,6.0
CHEMBL122522,neither,5.22,5.60,5.22,6.0
CHEMBL1958217,neither,5.37,5.21,5.21,6.0
CHEMBL1958024,neither,5.37,5.21,5.21,6.0
CHEMBL1958028,neither,5.32,5.21,5.21,6.0
CHEMBL1958020,neither,5.31,5.20,5.20,6.0
CHEMBL1683950,neither,5.92,5.20,5.20,6.0
CHEMBL296407,neither,5.46,5.19,5.19,6.0
CHEMBL592200,neither,5.87,5.19,5.19,6.0
CHEMBL1683949,neither,5.96,5.19,5.19,6.0
CHEMBL4094471,neither,5.35,5.19,5.19,6.0
CHEMBL3746421,neither,5.18,5.25,5.18,6.0
CHEMBL1173667,neither,5.28,5.18,5.18,6.0
CHEMBL2325107,neither,5.69,5.17,5.17,6.0
CHEMBL592201,neither,5.75,5.17,5.17,6.0
CHEMBL5792559,neither,5.17,5.47,5.17,6.0
CHEMBL590876,neither,5.33,5.16,5.16,6.0
CHEMBL510730,neither,5.70,5.16,5.16,6.0
CHEMBL3325478,neither,5.16,5.39,5.16,6.0
CHEMBL209818,neither,5.94,5.16,5.16,6.0
CHEMBL604785,neither,5.46,5.15,5.15,6.0
CHEMBL1958031,neither,5.27,5.15,5.15,6.0
CHEMBL1958210,neither,5.25,5.15,5.15,6.0
CHEMBL1828867,neither,5.29,5.15,5.15,6.0
CHEMBL2325102,neither,5.65,5.14,5.14,6.0
CHEMBL3747277,neither,5.13,5.39,5.13,6.0
CHEMBL1958222,neither,5.26,5.13,5.13,6.0
CHEMBL4869634,neither,5.71,5.12,5.12,6.0
CHEMBL1958220,neither,5.27,5.12,5.12,6.0
CHEMBL1828868,neither,5.23,5.12,5.12,6.0
CHEMBL489083,neither,5.34,5.11,5.11,6.0
CHEMBL424252,neither,5.72,5.11,5.11,6.0
CHEMBL3633939,neither,5.52,5.10,5.10,6.0
CHEMBL1958219,neither,5.22,5.09,5.09,6.0
CHEMBL1828869,neither,5.19,5.09,5.09,6.0
CHEMBL1958035,neither,5.18,5.09,5.09,6.0
CHEMBL1958038,neither,5.19,5.09,5.09,6.0
CHEMBL3747776,neither,5.22,5.08,5.08,6.0
CHEMBL1828865,neither,5.17,5.08,5.08,6.0
CHEMBL3891774,neither,5.07,5.33,5.07,6.0
CHEMBL3747152,neither,5.18,5.07,5.07,6.0
CHEMBL604671,neither,5.17,5.07,5.07,6.0
CHEMBL86754,neither,5.72,5.07,5.07,6.0
CHEMBL118000,neither,5.64,5.06,5.06,6.0
CHEMBL4066118,neither,5.24,5.06,5.06,6.0
CHEMBL324030,neither,5.06,5.06,5.06,6.0
CHEMBL3325476,neither,5.09,5.05,5.05,6.0
CHEMBL92882,neither,5.95,5.05,5.05,6.0
CHEMBL3325471,neither,5.27,5.05,5.05,6.0
CHEMBL2325105,neither,5.25,5.04,5.04,6.0
CHEMBL592708,neither,5.24,5.04,5.04,6.0
CHEMBL116857,neither,5.54,5.03,5.03,6.0
CHEMBL1170459,neither,5.24,5.03,5.03,6.0
CHEMBL1958211,neither,5.10,5.03,5.03,6.0
CHEMBL89723,neither,5.02,5.09,5.02,6.0
CHEMBL592247,neither,5.23,5.02,5.02,6.0
CHEMBL589809,neither,5.38,5.02,5.02,6.0
CHEMBL461140,neither,5.48,5.02,5.02,6.0
CHEMBL325156,neither,5.32,5.02,5.02,6.0
CHEMBL369967,neither,5.13,5.01,5.01,6.0
CHEMBL1173653,neither,5.09,5.01,5.01,6.0
CHEMBL1173714,neither,5.17,5.00,5.00,6.0
CHEMBL1172957,neither,5.00,5.00,5.00,6.0
CHEMBL118321,neither,5.10,5.00,5.00,6.0
CHEMBL604672,neither,5.11,5.00,5.00,6.0
CHEMBL3746168,neither,5.03,5.00,5.00,6.0
CHEMBL3884319,neither,5.00,5.00,5.00,6.0
CHEMBL1958033,neither,5.09,5.00,5.00,6.0
CHEMBL1958036,neither,5.07,4.99,4.99,6.0
CHEMBL1958029,neither,5.08,4.99,4.99,6.0
CHEMBL590524,neither,5.13,4.99,4.99,6.0
CHEMBL1958025,neither,5.09,4.98,4.98,6.0
CHEMBL1828866,neither,5.08,4.98,4.98,6.0
CHEMBL1958223,neither,5.05,4.98,4.98,6.0
CHEMBL1173652,neither,5.11,4.97,4.97,6.0
CHEMBL2325103,neither,5.08,4.97,4.97,6.0
CHEMBL1828872,neither,5.02,4.96,4.96,6.0
CHEMBL4780210,neither,5.72,4.95,4.95,6.0
CHEMBL208849,neither,5.77,4.93,4.93,6.0
CHEMBL113901,neither,5.28,4.93,4.93,6.0
CHEMBL59145,neither,5.81,4.92,4.92,6.0
CHEMBL5907728,neither,5.75,4.92,4.92,6.0
CHEMBL3393072,neither,5.07,4.91,4.91,6.0
CHEMBL603186,neither,5.33,4.91,4.91,6.0
CHEMBL210502,neither,5.97,4.91,4.91,6.0
CHEMBL1958030,neither,4.97,4.91,4.91,6.0
CHEMBL3746564,neither,4.97,4.90,4.90,6.0
CHEMBL178922,neither,4.90,5.58,4.90,6.0
CHEMBL592710,neither,5.02,4.89,4.89,6.0
CHEMBL296419,neither,5.22,4.88,4.88,6.0
CHEMBL1828870,neither,4.92,4.88,4.88,6.0
CHEMBL3746268,neither,4.96,4.88,4.88,6.0
CHEMBL1828873,neither,4.99,4.88,4.88,6.0
CHEMBL1958027,neither,4.96,4.88,4.88,6.0
CHEMBL427314,neither,4.89,4.88,4.88,6.0
CHEMBL201511,neither,4.99,4.88,4.88,6.0
CHEMBL605957,neither,5.24,4.88,4.88,6.0
CHEMBL1828874,neither,4.95,4.87,4.87,6.0
CHEMBL3747079,neither,5.02,4.85,4.85,6.0
CHEMBL592139,neither,4.97,4.84,4.84,6.0
CHEMBL331026,neither,4.84,5.21,4.84,6.0
CHEMBL1173713,neither,4.96,4.84,4.84,6.0
CHEMBL99024,neither,5.98,4.83,4.83,6.0
CHEMBL3325470,neither,4.98,4.83,4.83,6.0
CHEMBL3747407,neither,4.82,4.83,4.82,6.0
CHEMBL597492,neither,5.77,4.82,4.82,6.0
CHEMBL115519,neither,5.36,4.82,4.82,6.0
CHEMBL93754,neither,5.95,4.81,4.81,6.0
CHEMBL589825,neither,4.94,4.81,4.81,6.0
CHEMBL1828871,neither,4.86,4.81,4.81,6.0
CHEMBL589801,neither,5.07,4.80,4.80,6.0
CHEMBL141175,neither,4.80,5.70,4.80,6.0
CHEMBL1828877,neither,4.84,4.79,4.79,6.0
CHEMBL1958032,neither,4.85,4.79,4.79,6.0
CHEMBL589068,neither,5.03,4.79,4.79,6.0
CHEMBL1172951,neither,4.91,4.78,4.78,6.0
CHEMBL401930,neither,5.80,4.77,4.77,6.0
CHEMBL417941,neither,5.80,4.77,4.77,6.0
CHEMBL3747570,neither,4.91,4.77,4.77,6.0
CHEMBL3747055,neither,5.07,4.76,4.76,6.0
CHEMBL334032,neither,4.82,4.76,4.76,6.0
CHEMBL1958026,neither,4.77,4.74,4.74,6.0
CHEMBL590525,neither,5.12,4.73,4.73,6.0
CHEMBL48760,neither,4.73,4.77,4.73,6.0
CHEMBL5862480,neither,4.96,4.72,4.72,6.0
CHEMBL1828875,neither,4.75,4.72,4.72,6.0
CHEMBL1828878,neither,4.80,4.72,4.72,6.0
CHEMBL87746,neither,4.72,4.72,4.72,6.0
CHEMBL1173014,neither,4.86,4.72,4.72,6.0
CHEMBL86326,neither,4.71,4.79,4.71,6.0
CHEMBL3325472,neither,4.74,4.71,4.71,6.0
CHEMBL1172950,neither,4.84,4.71,4.71,6.0
CHEMBL1828879,neither,4.76,4.70,4.70,6.0
CHEMBL1828876,neither,4.74,4.69,4.69,6.0
CHEMBL1829273,neither,4.73,4.69,4.69,6.0
CHEMBL141238,neither,4.72,4.68,4.68,6.0
CHEMBL459729,neither,4.68,5.22,4.68,6.0
CHEMBL3746387,neither,4.67,4.92,4.67,6.0
CHEMBL113902,neither,5.12,4.67,4.67,6.0
CHEMBL590877,neither,4.87,4.66,4.66,6.0
CHEMBL605161,neither,4.66,5.70,4.66,6.0
CHEMBL589120,neither,4.83,4.64,4.64,6.0
CHEMBL3325480,neither,4.78,4.64,4.64,6.0
CHEMBL1829274,neither,4.67,4.63,4.63,6.0
CHEMBL1828882,neither,4.66,4.63,4.63,6.0
CHEMBL113985,neither,5.27,4.63,4.63,6.0
CHEMBL4516916,neither,4.63,5.16,4.63,6.0
CHEMBL4446681,neither,5.00,4.62,4.62,6.0
CHEMBL438075,neither,4.60,5.74,4.60,6.0
CHEMBL1828884,neither,4.62,4.60,4.60,6.0
CHEMBL488646,neither,5.05,4.60,4.60,6.0
CHEMBL3746980,neither,4.59,4.72,4.59,6.0
CHEMBL589847,neither,4.76,4.59,4.59,6.0
CHEMBL1829271,neither,4.61,4.58,4.58,6.0
CHEMBL589832,neither,4.71,4.57,4.57,6.0
CHEMBL3745929,neither,4.57,4.74,4.57,6.0
CHEMBL1829275,neither,4.61,4.56,4.56,6.0
CHEMBL591051,neither,4.71,4.55,4.55,6.0
CHEMBL1829272,neither,4.58,4.55,4.55,6.0
CHEMBL1828880,neither,4.58,4.54,4.54,6.0
CHEMBL71,neither,4.54,4.71,4.54,6.0
CHEMBL91,neither,4.53,4.56,4.53,6.0
CHEMBL4483575,neither,4.52,4.52,4.52,6.0
CHEMBL5188786,neither,4.52,4.70,4.52,6.0
CHEMBL4066176,neither,4.52,4.52,4.52,6.0
CHEMBL590083,neither,4.64,4.52,4.52,6.0
CHEMBL592240,neither,4.57,4.51,4.51,6.0
CHEMBL113996,neither,4.87,4.50,4.50,6.0
CHEMBL590568,neither,4.63,4.50,4.50,6.0
CHEMBL808,neither,4.49,4.86,4.49,6.0
CHEMBL589413,neither,4.74,4.49,4.49,6.0
CHEMBL116012,neither,4.99,4.47,4.47,6.0
CHEMBL332497,neither,5.42,4.47,4.47,6.0
CHEMBL114073,neither,4.98,4.47,4.47,6.0
CHEMBL55360,neither,5.29,4.47,4.47,6.0
CHEMBL4569508,neither,5.96,4.46,4.46,6.0
CHEMBL55994,neither,5.51,4.46,4.46,6.0
CHEMBL453336,neither,4.85,4.44,4.44,6.0
CHEMBL1172878,neither,4.68,4.44,4.44,6.0
CHEMBL1683952,neither,4.66,4.44,4.44,6.0
CHEMBL4095623,neither,4.60,4.43,4.43,6.0
CHEMBL591050,neither,4.58,4.42,4.42,6.0
CHEMBL592224,neither,4.71,4.42,4.42,6.0
CHEMBL1828883,neither,4.48,4.42,4.42,6.0
CHEMBL600048,neither,4.66,4.42,4.42,6.0
CHEMBL602645,neither,4.53,4.40,4.40,6.0
CHEMBL591440,neither,4.61,4.40,4.40,6.0
CHEMBL726,neither,4.40,4.71,4.40,6.0
CHEMBL606027,neither,4.66,4.40,4.40,6.0
CHEMBL1173789,neither,4.60,4.40,4.40,6.0
CHEMBL4068254,neither,4.50,4.40,4.40,6.0
CHEMBL1172877,neither,4.57,4.38,4.38,6.0
CHEMBL4575427,neither,4.35,4.42,4.35,6.0
CHEMBL1172947,neither,4.61,4.35,4.35,6.0
CHEMBL1095259,neither,4.35,4.42,4.35,6.0
CHEMBL589119,neither,4.51,4.35,4.35,6.0
CHEMBL589259,neither,4.50,4.34,4.34,6.0
CHEMBL592141,neither,4.50,4.34,4.34,6.0
CHEMBL4083493,neither,4.48,4.34,4.34,6.0
CHEMBL589165,neither,4.44,4.33,4.33,6.0
CHEMBL4074782,neither,4.40,4.33,4.33,6.0
CHEMBL1161234,neither,4.32,4.80,4.32,6.0
CHEMBL589503,neither,4.45,4.32,4.32,6.0
CHEMBL291986,neither,5.37,4.31,4.31,6.0
CHEMBL55993,neither,4.97,4.30,4.30,6.0
CHEMBL4087921,neither,4.33,4.28,4.28,6.0
CHEMBL4102942,neither,4.35,4.28,4.28,6.0
CHEMBL1161236,neither,4.27,5.34,4.27,6.0
CHEMBL4102214,neither,4.35,4.24,4.24,6.0
CHEMBL56219,neither,5.96,4.24,4.24,6.0
CHEMBL116423,neither,5.25,4.23,4.23,6.0
CHEMBL1683957,neither,4.70,4.19,4.19,6.0
CHEMBL89505,neither,5.10,4.19,4.19,6.0
CHEMBL104,neither,4.16,4.18,4.16,6.0
CHEMBL1080271,neither,4.11,5.42,4.11,6.0
CHEMBL521155,neither,4.46,4.02,4.02,6.0
CHEMBL5555046,neither,4.71,4.01,4.01,6.0
