molecule_chembl_id,class,pchembl_PIK3CA,pchembl_MTOR,min_pchembl,delta_abs,theta
CHEMBL1242032,neither,5.60,5.30,5.30,0.30,6.0
CHEMBL1631888,neither,5.98,5.30,5.30,0.68,6.0
CHEMBL4442051,neither,5.30,5.30,5.30,0.00,6.0
CHEMBL1242203,neither,5.65,5.29,5.29,0.36,6.0
CHEMBL1631895,neither,5.29,5.29,5.29,0.00,6.0
CHEMBL4217549,neither,5.66,5.28,5.28,0.38,6.0
CHEMBL1241582,neither,5.51,5.27,5.27,0.24,6.0
CHEMBL1242758,neither,5.52,5.27,5.27,0.25,6.0
CHEMBL3974856,neither,5.50,5.27,5.27,0.23,6.0
CHEMBL16687,neither,5.89,5.23,5.23,0.66,6.0
CHEMBL5432177,neither,5.86,5.23,5.23,0.63,6.0
CHEMBL3643929,neither,5.88,5.22,5.22,0.66,6.0
CHEMBL4778200,neither,5.22,5.68,5.22,0.46,6.0
CHEMBL4112039,neither,5.53,5.21,5.21,0.32,6.0
CHEMBL1241675,neither,5.20,5.32,5.20,0.12,6.0
CHEMBL3952396,neither,5.74,5.20,5.20,0.54,6.0
CHEMBL1242657,neither,5.24,5.19,5.19,0.05,6.0
CHEMBL1241775,neither,5.77,5.17,5.17,0.60,6.0
CHEMBL3924247,neither,5.17,5.46,5.17,0.29,6.0
CHEMBL2165041,neither,5.14,5.29,5.14,0.15,6.0
CHEMBL4790315,neither,5.14,5.25,5.14,0.11,6.0
CHEMBL574405,neither,5.56,5.14,5.14,0.42,6.0
CHEMBL1241390,neither,5.12,5.26,5.12,0.14,6.0
CHEMBL2030439,neither,5.12,5.86,5.12,0.74,6.0
CHEMBL4866311,neither,5.12,5.18,5.12,0.06,6.0
CHEMBL5766478,neither,5.12,5.12,5.12,0.00,6.0
CHEMBL1242029,neither,5.50,5.10,5.10,0.40,6.0
CHEMBL3667426,neither,5.09,5.62,5.09,0.53,6.0
CHEMBL4110616,neither,5.46,5.09,5.09,0.37,6.0
CHEMBL4452143,neither,5.42,5.09,5.09,0.33,6.0
CHEMBL1240566,neither,5.75,5.08,5.08,0.67,6.0
CHEMBL5969336,neither,5.55,5.06,5.06,0.49,6.0
CHEMBL1631903,neither,5.05,5.30,5.05,0.25,6.0
CHEMBL5273395,neither,5.05,5.10,5.05,0.05,6.0
CHEMBL593283,neither,5.92,5.05,5.05,0.87,6.0
CHEMBL1093629,neither,5.17,5.04,5.04,0.13,6.0
CHEMBL1242658,neither,5.04,5.30,5.04,0.26,6.0
CHEMBL4513423,neither,5.05,5.04,5.04,0.01,6.0
CHEMBL3792866,neither,5.37,5.03,5.03,0.34,6.0
CHEMBL6001220,neither,5.68,5.03,5.03,0.65,6.0
CHEMBL1242757,neither,5.01,5.10,5.01,0.09,6.0
CHEMBL3649432,neither,5.33,5.01,5.01,0.32,6.0
CHEMBL5523360,neither,5.96,5.01,5.01,0.95,6.0
CHEMBL1240545,neither,5.00,5.46,5.00,0.46,6.0
CHEMBL1241862,neither,5.58,5.00,5.00,0.58,6.0
CHEMBL1242034,neither,5.29,5.00,5.00,0.29,6.0
CHEMBL1242200,neither,5.20,5.00,5.00,0.20,6.0
CHEMBL4110596,neither,5.00,5.23,5.00,0.23,6.0
CHEMBL5829379,neither,5.57,5.00,5.00,0.57,6.0
CHEMBL3929864,neither,5.48,4.97,4.97,0.51,6.0
CHEMBL3955003,neither,5.24,4.97,4.97,0.27,6.0
CHEMBL3974658,neither,5.80,4.97,4.97,0.83,6.0
CHEMBL1242378,neither,5.19,4.96,4.96,0.23,6.0
CHEMBL5754702,neither,5.51,4.96,4.96,0.55,6.0
CHEMBL1241583,neither,5.54,4.92,4.92,0.62,6.0
CHEMBL3932835,neither,5.14,4.92,4.92,0.22,6.0
CHEMBL3960323,neither,4.91,5.54,4.91,0.63,6.0
CHEMBL5846485,neither,5.96,4.91,4.91,1.05,6.0
CHEMBL104468,neither,4.89,5.19,4.89,0.30,6.0
CHEMBL1241772,neither,4.89,5.24,4.89,0.35,6.0
CHEMBL3970860,neither,5.87,4.89,4.89,0.98,6.0
CHEMBL1242030,neither,4.86,5.42,4.86,0.56,6.0
CHEMBL272281,neither,5.80,4.86,4.86,0.94,6.0
CHEMBL4786662,neither,4.85,4.93,4.85,0.08,6.0
CHEMBL4794018,neither,4.85,5.24,4.85,0.39,6.0
CHEMBL1242025,neither,4.83,5.92,4.83,1.09,6.0
CHEMBL1241769,neither,5.20,4.82,4.82,0.38,6.0
CHEMBL1242663,neither,4.82,5.66,4.82,0.84,6.0
CHEMBL5542141,neither,5.95,4.82,4.82,1.13,6.0
CHEMBL4787035,neither,4.84,4.81,4.81,0.03,6.0
CHEMBL1241946,neither,5.47,4.80,4.80,0.67,6.0
CHEMBL5810992,neither,5.54,4.80,4.80,0.74,6.0
CHEMBL5532026,neither,5.86,4.79,4.79,1.07,6.0
CHEMBL3407721,neither,5.82,4.78,4.78,1.04,6.0
CHEMBL4127822,neither,5.96,4.77,4.77,1.19,6.0
CHEMBL1312643,neither,4.76,5.85,4.76,1.09,6.0
CHEMBL1241486,neither,5.47,4.75,4.75,0.72,6.0
CHEMBL4127570,neither,5.72,4.75,4.75,0.97,6.0
CHEMBL5523655,neither,4.75,5.03,4.75,0.28,6.0
CHEMBL3986918,neither,4.74,4.85,4.74,0.11,6.0
CHEMBL1631902,neither,5.52,4.72,4.72,0.80,6.0
CHEMBL4778112,neither,4.70,4.89,4.70,0.19,6.0
CHEMBL3975628,neither,5.29,4.69,4.69,0.60,6.0
CHEMBL3946340,neither,4.68,4.91,4.68,0.23,6.0
CHEMBL4218854,neither,5.42,4.68,4.68,0.74,6.0
CHEMBL3956037,neither,5.37,4.67,4.67,0.70,6.0
CHEMBL5527864,neither,5.51,4.67,4.67,0.84,6.0
CHEMBL5831870,neither,5.46,4.66,4.66,0.80,6.0
CHEMBL5990361,neither,5.85,4.66,4.66,1.19,6.0
CHEMBL3951966,neither,4.65,5.31,4.65,0.66,6.0
CHEMBL3897548,neither,4.78,4.63,4.63,0.15,6.0
CHEMBL3916621,neither,5.09,4.63,4.63,0.46,6.0
CHEMBL5559345,neither,5.84,4.59,4.59,1.25,6.0
CHEMBL5512590,neither,5.91,4.55,4.55,1.36,6.0
CHEMBL271190,neither,5.96,4.54,4.54,1.42,6.0
CHEMBL1241861,neither,5.57,4.52,4.52,1.05,6.0
CHEMBL1242567,neither,5.79,4.52,4.52,1.27,6.0
CHEMBL1242207,neither,4.50,5.66,4.50,1.16,6.0
CHEMBL1957857,neither,5.70,4.50,4.50,1.20,6.0
CHEMBL4777939,neither,4.50,4.99,4.50,0.49,6.0
CHEMBL5542350,neither,5.74,4.50,4.50,1.24,6.0
CHEMBL4788806,neither,4.49,5.24,4.49,0.75,6.0
CHEMBL2030438,neither,4.43,5.81,4.43,1.38,6.0
CHEMBL5416410,neither,4.42,4.46,4.42,0.04,6.0
CHEMBL5559035,neither,5.12,4.41,4.41,0.71,6.0
CHEMBL1241679,neither,5.34,4.40,4.40,0.94,6.0
CHEMBL6175619,neither,5.26,4.40,4.40,0.86,6.0
CHEMBL5558337,neither,5.68,4.35,4.35,1.33,6.0
CHEMBL1241391,neither,4.30,4.30,4.30,0.00,6.0
CHEMBL1241767,neither,5.02,4.30,4.30,0.72,6.0
CHEMBL1242845,neither,5.96,4.30,4.30,1.66,6.0
CHEMBL5559046,neither,5.09,4.29,4.29,0.80,6.0
CHEMBL5505845,neither,4.44,4.28,4.28,0.16,6.0
CHEMBL4782217,neither,4.27,4.92,4.27,0.65,6.0
CHEMBL5532064,neither,5.01,4.22,4.22,0.79,6.0
CHEMBL5523582,neither,5.71,4.21,4.21,1.50,6.0
CHEMBL5527866,neither,5.69,4.17,4.17,1.52,6.0
CHEMBL5542754,neither,5.02,4.16,4.16,0.86,6.0
CHEMBL5558154,neither,5.07,4.16,4.16,0.91,6.0
CHEMBL4793222,neither,4.11,5.07,4.11,0.96,6.0
CHEMBL5527877,neither,4.71,4.11,4.11,0.60,6.0
CHEMBL4793503,neither,4.06,4.84,4.06,0.78,6.0
CHEMBL5505796,neither,5.12,4.03,4.03,1.09,6.0
CHEMBL5558917,neither,4.69,4.01,4.01,0.68,6.0
CHEMBL1234815,neither,5.96,4.00,4.00,1.96,6.0
CHEMBL1241482,neither,4.00,4.00,4.00,0.00,6.0
CHEMBL1241485,neither,5.82,4.00,4.00,1.82,6.0
CHEMBL1241492,neither,5.47,4.00,4.00,1.47,6.0
CHEMBL1241680,neither,4.33,4.00,4.00,0.33,6.0
CHEMBL1241771,neither,5.52,4.00,4.00,1.52,6.0
CHEMBL1241773,neither,5.85,4.00,4.00,1.85,6.0
CHEMBL1241858,neither,4.00,5.50,4.00,1.50,6.0
CHEMBL1241863,neither,4.00,5.06,4.00,1.06,6.0
CHEMBL1241864,neither,4.00,4.00,4.00,0.00,6.0
CHEMBL1242117,neither,5.17,4.00,4.00,1.17,6.0
CHEMBL1242471,neither,5.46,4.00,4.00,1.46,6.0
CHEMBL1242660,neither,4.00,4.00,4.00,0.00,6.0
CHEMBL1242661,neither,4.00,4.00,4.00,0.00,6.0
CHEMBL1242665,neither,4.00,5.12,4.00,1.12,6.0
CHEMBL1242751,neither,4.00,5.26,4.00,1.26,6.0
CHEMBL1242753,neither,5.86,4.00,4.00,1.86,6.0
CHEMBL1242844,neither,5.28,4.00,4.00,1.28,6.0
CHEMBL5802550,neither,5.41,4.00,4.00,1.41,6.0
CHEMBL5926148,neither,5.72,4.00,4.00,1.72,6.0
CHEMBL5954830,neither,5.05,4.00,4.00,1.05,6.0
