molecule_chembl_id,class,pchembl_PIK3CA,pchembl_MTOR,min_pchembl,delta_abs,theta
CHEMBL3984179,A_only,6.21,5.98,5.98,0.23,6.0
CHEMBL3218580,A_only,6.45,5.97,5.97,0.48,6.0
CHEMBL4870555,A_only,7.79,5.97,5.97,1.82,6.0
CHEMBL1242209,A_only,6.12,5.96,5.96,0.16,6.0
CHEMBL1242475,A_only,6.68,5.96,5.96,0.72,6.0
CHEMBL1242750,A_only,6.61,5.96,5.96,0.65,6.0
CHEMBL3646611,A_only,7.23,5.96,5.96,1.27,6.0
CHEMBL3813725,A_only,6.04,5.96,5.96,0.08,6.0
CHEMBL5855570,A_only,7.85,5.96,5.96,1.89,6.0
CHEMBL1242028,A_only,6.53,5.95,5.95,0.58,6.0
CHEMBL3646523,A_only,7.28,5.95,5.95,1.33,6.0
CHEMBL2170095,A_only,8.10,5.94,5.94,2.16,6.0
CHEMBL3646446,A_only,7.54,5.94,5.94,1.60,6.0
CHEMBL3290293,A_only,6.40,5.93,5.93,0.47,6.0
CHEMBL5845796,A_only,7.30,5.93,5.93,1.37,6.0
CHEMBL1242112,A_only,6.58,5.92,5.92,0.66,6.0
CHEMBL1242477,A_only,7.16,5.92,5.92,1.24,6.0
CHEMBL1808993,A_only,7.82,5.92,5.92,1.90,6.0
CHEMBL2387080,A_only,10.05,5.92,5.92,4.13,6.0
CHEMBL271413,A_only,6.90,5.92,5.92,0.98,6.0
CHEMBL3646632,A_only,8.70,5.92,5.92,2.78,6.0
CHEMBL3814414,A_only,8.70,5.92,5.92,2.78,6.0
CHEMBL3932222,A_only,6.58,5.92,5.92,0.66,6.0
CHEMBL408074,A_only,7.35,5.92,5.92,1.43,6.0
CHEMBL5964644,A_only,7.33,5.92,5.92,1.41,6.0
CHEMBL3983623,A_only,6.18,5.91,5.91,0.27,6.0
CHEMBL2087492,A_only,7.81,5.90,5.90,1.91,6.0
CHEMBL3912416,A_only,6.08,5.90,5.90,0.18,6.0
CHEMBL1668268,A_only,6.73,5.88,5.88,0.85,6.0
CHEMBL3646469,A_only,7.00,5.87,5.87,1.13,6.0
CHEMBL3775504,A_only,7.22,5.87,5.87,1.35,6.0
CHEMBL405258,A_only,7.82,5.87,5.87,1.95,6.0
CHEMBL3646477,A_only,7.32,5.86,5.86,1.46,6.0
CHEMBL4109764,A_only,6.07,5.86,5.86,0.21,6.0
CHEMBL4439259,A_only,6.73,5.86,5.86,0.87,6.0
CHEMBL2165016,A_only,7.08,5.85,5.85,1.23,6.0
CHEMBL2165031,A_only,7.41,5.85,5.85,1.56,6.0
CHEMBL3646615,A_only,7.26,5.85,5.85,1.41,6.0
CHEMBL2017654,A_only,9.22,5.84,5.84,3.38,6.0
CHEMBL5887082,A_only,7.00,5.84,5.84,1.16,6.0
CHEMBL5933789,A_only,6.68,5.84,5.84,0.84,6.0
CHEMBL2396661,A_only,8.77,5.83,5.83,2.94,6.0
CHEMBL3890490,A_only,6.01,5.83,5.83,0.18,6.0
CHEMBL409427,A_only,8.08,5.83,5.83,2.25,6.0
CHEMBL4166405,A_only,6.35,5.83,5.83,0.52,6.0
CHEMBL429577,A_only,7.62,5.83,5.83,1.79,6.0
CHEMBL1242208,A_only,6.35,5.82,5.82,0.53,6.0
CHEMBL1242566,A_only,6.32,5.82,5.82,0.50,6.0
CHEMBL1773601,A_only,7.32,5.82,5.82,1.50,6.0
CHEMBL4756555,A_only,7.75,5.82,5.82,1.93,6.0
CHEMBL1684984,A_only,7.85,5.80,5.80,2.05,6.0
CHEMBL3646607,A_only,7.68,5.80,5.80,1.88,6.0
CHEMBL3670261,A_only,6.35,5.80,5.80,0.55,6.0
CHEMBL1089767,A_only,7.19,5.79,5.79,1.40,6.0
CHEMBL1242476,A_only,6.71,5.79,5.79,0.92,6.0
CHEMBL1091854,A_only,7.43,5.78,5.78,1.65,6.0
CHEMBL593515,A_only,6.82,5.78,5.78,1.04,6.0
CHEMBL1233881,A_only,7.77,5.77,5.77,2.00,6.0
CHEMBL1242380,A_only,6.24,5.77,5.77,0.47,6.0
CHEMBL188678,A_only,6.89,5.77,5.77,1.12,6.0
CHEMBL273038,A_only,7.51,5.77,5.77,1.74,6.0
CHEMBL591338,A_only,7.16,5.77,5.77,1.39,6.0
CHEMBL3646483,A_only,8.10,5.76,5.76,2.34,6.0
CHEMBL3646548,A_only,6.79,5.76,5.76,1.03,6.0
CHEMBL3646630,A_only,7.62,5.76,5.76,1.86,6.0
CHEMBL5976472,A_only,7.64,5.76,5.76,1.88,6.0
CHEMBL1242568,A_only,6.28,5.75,5.75,0.53,6.0
CHEMBL2152253,A_only,6.47,5.75,5.75,0.72,6.0
CHEMBL270039,A_only,6.98,5.75,5.75,1.23,6.0
CHEMBL3646572,A_only,7.96,5.75,5.75,2.21,6.0
CHEMBL4475622,A_only,7.02,5.75,5.75,1.27,6.0
CHEMBL3667425,A_only,6.14,5.74,5.74,0.40,6.0
CHEMBL3646434,A_only,7.37,5.73,5.73,1.64,6.0
CHEMBL409620,A_only,6.70,5.73,5.73,0.97,6.0
CHEMBL6051203,A_only,6.48,5.73,5.73,0.75,6.0
CHEMBL1241581,A_only,6.28,5.72,5.72,0.56,6.0
CHEMBL3646598,A_only,7.72,5.72,5.72,2.00,6.0
CHEMBL5415298,A_only,7.66,5.72,5.72,1.94,6.0
CHEMBL3646578,A_only,7.96,5.71,5.71,2.25,6.0
CHEMBL3649468,A_only,7.15,5.71,5.71,1.44,6.0
CHEMBL4749655,A_only,8.46,5.71,5.71,2.75,6.0
CHEMBL5555639,A_only,6.37,5.71,5.71,0.66,6.0
CHEMBL5902023,A_only,7.22,5.71,5.71,1.51,6.0
CHEMBL1088831,A_only,6.47,5.70,5.70,0.77,6.0
CHEMBL5869507,A_only,6.21,5.70,5.70,0.51,6.0
CHEMBL3649434,A_only,6.54,5.69,5.69,0.85,6.0
CHEMBL4869487,A_only,9.18,5.69,5.69,3.49,6.0
CHEMBL591576,A_only,7.36,5.69,5.69,1.67,6.0
CHEMBL5951826,A_only,6.43,5.69,5.69,0.74,6.0
CHEMBL1230790,A_only,6.32,5.68,5.68,0.64,6.0
CHEMBL1242024,A_only,6.32,5.68,5.68,0.64,6.0
CHEMBL1762787,A_only,6.28,5.68,5.68,0.60,6.0
CHEMBL2017977,A_only,7.85,5.68,5.68,2.17,6.0
CHEMBL3358288,A_only,7.82,5.68,5.68,2.14,6.0
CHEMBL4854645,A_only,8.20,5.68,5.68,2.52,6.0
CHEMBL591101,A_only,6.72,5.68,5.68,1.04,6.0
CHEMBL1090506,A_only,7.40,5.67,5.67,1.73,6.0
CHEMBL1242469,A_only,6.16,5.66,5.66,0.50,6.0
CHEMBL3357867,A_only,7.77,5.66,5.66,2.11,6.0
CHEMBL3646482,A_only,8.15,5.66,5.66,2.49,6.0
CHEMBL3646562,A_only,7.16,5.66,5.66,1.50,6.0
CHEMBL3649430,A_only,6.11,5.66,5.66,0.45,6.0
CHEMBL3979811,A_only,6.14,5.65,5.65,0.49,6.0
CHEMBL6057016,A_only,7.64,5.65,5.65,1.99,6.0
CHEMBL2058166,A_only,8.57,5.64,5.64,2.93,6.0
CHEMBL407215,A_only,7.62,5.64,5.64,1.98,6.0
CHEMBL407214,A_only,8.00,5.63,5.63,2.37,6.0
CHEMBL1241677,A_only,6.06,5.62,5.62,0.44,6.0
CHEMBL1242752,A_only,6.36,5.62,5.62,0.74,6.0
CHEMBL3986383,A_only,6.21,5.62,5.62,0.59,6.0
CHEMBL4110389,A_only,6.25,5.62,5.62,0.63,6.0
CHEMBL2017653,A_only,9.46,5.61,5.61,3.85,6.0
CHEMBL2165026,A_only,7.20,5.61,5.61,1.59,6.0
CHEMBL270553,A_only,6.76,5.61,5.61,1.15,6.0
CHEMBL5203121,A_only,7.92,5.61,5.61,2.31,6.0
CHEMBL5926108,A_only,6.28,5.61,5.61,0.67,6.0
CHEMBL1240553,A_only,6.54,5.60,5.60,0.94,6.0
CHEMBL3357874,A_only,7.64,5.60,5.60,2.04,6.0
CHEMBL585400,A_only,6.18,5.60,5.60,0.58,6.0
CHEMBL6029625,A_only,6.75,5.59,5.59,1.16,6.0
CHEMBL3646552,A_only,7.68,5.58,5.58,2.10,6.0
CHEMBL3646447,A_only,7.40,5.57,5.57,1.83,6.0
CHEMBL3646599,A_only,7.36,5.57,5.57,1.79,6.0
CHEMBL6013723,A_only,7.21,5.57,5.57,1.64,6.0
CHEMBL3643937,A_only,7.48,5.56,5.56,1.92,6.0
CHEMBL5868664,A_only,7.11,5.55,5.55,1.56,6.0
CHEMBL604876,A_only,6.19,5.55,5.55,0.64,6.0
CHEMBL410643,A_only,7.19,5.54,5.54,1.65,6.0
CHEMBL4536105,A_only,7.38,5.54,5.54,1.84,6.0
CHEMBL5778222,A_only,6.55,5.53,5.53,1.02,6.0
CHEMBL5892172,A_only,7.47,5.53,5.53,1.94,6.0
CHEMBL1242756,A_only,7.46,5.52,5.52,1.94,6.0
CHEMBL1773559,A_only,7.75,5.52,5.52,2.23,6.0
CHEMBL3646489,A_only,7.48,5.52,5.52,1.96,6.0
CHEMBL3646631,A_only,7.35,5.52,5.52,1.83,6.0
CHEMBL5971746,A_only,7.00,5.52,5.52,1.48,6.0
CHEMBL5996470,A_only,7.00,5.52,5.52,1.48,6.0
CHEMBL1242290,A_only,7.10,5.51,5.51,1.59,6.0
CHEMBL3646609,A_only,7.47,5.51,5.51,1.96,6.0
CHEMBL411907,A_only,10.00,5.51,5.51,4.49,6.0
CHEMBL3649473,A_only,7.82,5.50,5.50,2.32,6.0
CHEMBL4115047,A_only,6.19,5.50,5.50,0.69,6.0
CHEMBL5555756,A_only,6.50,5.50,5.50,1.00,6.0
CHEMBL3649478,A_only,8.22,5.49,5.49,2.73,6.0
CHEMBL1242472,A_only,6.21,5.48,5.48,0.73,6.0
CHEMBL3646490,A_only,8.15,5.48,5.48,2.67,6.0
CHEMBL3649467,A_only,6.82,5.48,5.48,1.34,6.0
CHEMBL6021192,A_only,7.04,5.48,5.48,1.56,6.0
CHEMBL4593348,A_only,6.61,5.46,5.46,1.15,6.0
CHEMBL5917773,A_only,6.32,5.46,5.46,0.86,6.0
CHEMBL2165004,A_only,7.80,5.45,5.45,2.35,6.0
CHEMBL272595,A_only,7.66,5.45,5.45,2.21,6.0
CHEMBL272897,A_only,7.92,5.45,5.45,2.47,6.0
CHEMBL3646440,A_only,6.98,5.45,5.45,1.53,6.0
CHEMBL1088790,A_only,7.68,5.44,5.44,2.24,6.0
CHEMBL1088832,A_only,6.75,5.44,5.44,1.31,6.0
CHEMBL5915357,A_only,6.13,5.44,5.44,0.69,6.0
CHEMBL1093930,A_only,6.38,5.43,5.43,0.95,6.0
CHEMBL165,A_only,6.60,5.43,5.43,1.17,6.0
CHEMBL2165015,A_only,7.03,5.43,5.43,1.60,6.0
CHEMBL3639454,A_only,7.41,5.43,5.43,1.98,6.0
CHEMBL3649431,A_only,6.20,5.43,5.43,0.77,6.0
CHEMBL3649470,A_only,7.92,5.42,5.42,2.50,6.0
CHEMBL6026081,A_only,7.10,5.42,5.42,1.68,6.0
CHEMBL3646597,A_only,6.58,5.41,5.41,1.17,6.0
CHEMBL1672328,A_only,7.05,5.40,5.40,1.65,6.0
CHEMBL3649481,A_only,7.36,5.40,5.40,1.96,6.0
CHEMBL5759109,A_only,6.39,5.40,5.40,0.99,6.0
CHEMBL3646441,A_only,6.74,5.38,5.38,1.36,6.0
CHEMBL4861144,A_only,6.05,5.38,5.38,0.67,6.0
CHEMBL1242031,A_only,6.00,5.37,5.37,0.63,6.0
CHEMBL5848821,A_only,6.28,5.37,5.37,0.91,6.0
CHEMBL5987049,A_only,7.17,5.36,5.36,1.81,6.0
CHEMBL5892264,A_only,6.34,5.34,5.34,1.00,6.0
CHEMBL3946307,A_only,6.04,5.33,5.33,0.71,6.0
CHEMBL5747565,A_only,6.96,5.33,5.33,1.63,6.0
CHEMBL5781067,A_only,7.15,5.33,5.33,1.82,6.0
CHEMBL2165017,A_only,8.05,5.32,5.32,2.73,6.0
CHEMBL3646541,A_only,7.39,5.32,5.32,2.07,6.0
CHEMBL3646543,A_only,8.40,5.32,5.32,3.08,6.0
CHEMBL5848054,A_only,6.10,5.32,5.32,0.78,6.0
CHEMBL5876814,A_only,6.82,5.32,5.32,1.50,6.0
CHEMBL2087474,A_only,8.75,5.31,5.31,3.44,6.0
CHEMBL3646591,A_only,6.96,5.31,5.31,1.65,6.0
CHEMBL4799530,A_only,6.87,5.31,5.31,1.56,6.0
CHEMBL6016167,A_only,7.03,5.30,5.30,1.73,6.0
CHEMBL2087491,A_only,8.09,5.29,5.29,2.80,6.0
CHEMBL3649433,A_only,6.57,5.29,5.29,1.28,6.0
CHEMBL4437791,A_only,6.20,5.28,5.28,0.92,6.0
CHEMBL5750327,A_only,6.57,5.28,5.28,1.29,6.0
CHEMBL5972345,A_only,6.72,5.28,5.28,1.44,6.0
CHEMBL3646486,A_only,7.19,5.27,5.27,1.92,6.0
CHEMBL3646517,A_only,8.70,5.27,5.27,3.43,6.0
CHEMBL3649472,A_only,7.75,5.27,5.27,2.48,6.0
CHEMBL6062521,A_only,6.42,5.27,5.27,1.15,6.0
CHEMBL3358287,A_only,7.72,5.26,5.26,2.46,6.0
CHEMBL222102,A_only,6.34,5.25,5.25,1.09,6.0
CHEMBL271257,A_only,7.18,5.25,5.25,1.93,6.0
CHEMBL4866896,A_only,8.16,5.25,5.25,2.91,6.0
CHEMBL2087493,A_only,8.76,5.24,5.24,3.52,6.0
CHEMBL4848007,A_only,7.69,5.24,5.24,2.45,6.0
CHEMBL4862404,A_only,7.77,5.24,5.24,2.53,6.0
CHEMBL1092569,A_only,6.45,5.23,5.23,1.22,6.0
CHEMBL1241241,A_only,6.29,5.22,5.22,1.07,6.0
CHEMBL3357875,A_only,7.92,5.22,5.22,2.70,6.0
CHEMBL575929,A_only,6.33,5.22,5.22,1.11,6.0
CHEMBL6004987,A_only,7.05,5.22,5.22,1.83,6.0
CHEMBL5785269,A_only,6.58,5.21,5.21,1.37,6.0
CHEMBL5790451,A_only,6.40,5.21,5.21,1.19,6.0
CHEMBL2018222,A_only,6.50,5.20,5.20,1.30,6.0
CHEMBL4462577,A_only,6.65,5.20,5.20,1.45,6.0
CHEMBL1240554,A_only,6.87,5.19,5.19,1.68,6.0
CHEMBL270746,A_only,6.36,5.19,5.19,1.17,6.0
CHEMBL6017578,A_only,6.33,5.19,5.19,1.14,6.0
CHEMBL2140173,A_only,6.34,5.18,5.18,1.16,6.0
CHEMBL3358286,A_only,7.24,5.17,5.17,2.07,6.0
CHEMBL4876331,A_only,6.06,5.17,5.17,0.89,6.0
CHEMBL1242573,A_only,6.84,5.16,5.16,1.68,6.0
CHEMBL3643926,A_only,6.89,5.16,5.16,1.73,6.0
CHEMBL4878615,A_only,6.52,5.16,5.16,1.36,6.0
CHEMBL2165268,A_only,6.73,5.14,5.14,1.59,6.0
CHEMBL602841,A_only,7.24,5.14,5.14,2.10,6.0
CHEMBL4437551,A_only,6.92,5.13,5.13,1.79,6.0
CHEMBL2165269,A_only,6.97,5.11,5.11,1.86,6.0
CHEMBL3357868,A_only,8.40,5.11,5.11,3.29,6.0
CHEMBL2165191,A_only,7.10,5.10,5.10,2.00,6.0
CHEMBL4857607,A_only,6.21,5.10,5.10,1.11,6.0
CHEMBL6028049,A_only,6.43,5.10,5.10,1.33,6.0
CHEMBL1241483,A_only,6.26,5.09,5.09,1.17,6.0
CHEMBL4846278,A_only,6.02,5.09,5.09,0.93,6.0
CHEMBL409251,A_only,6.20,5.06,5.06,1.14,6.0
CHEMBL1242748,A_only,6.19,5.04,5.04,1.15,6.0
CHEMBL4468039,A_only,8.05,5.03,5.03,3.02,6.0
CHEMBL5797334,A_only,7.16,5.01,5.01,2.15,6.0
CHEMBL1086377,A_only,8.40,5.00,5.00,3.40,6.0
CHEMBL1242199,A_only,6.58,5.00,5.00,1.58,6.0
CHEMBL5741468,A_only,6.40,5.00,5.00,1.40,6.0
CHEMBL6024896,A_only,6.04,5.00,5.00,1.04,6.0
CHEMBL592747,A_only,6.61,4.98,4.98,1.63,6.0
CHEMBL1631892,A_only,6.44,4.97,4.97,1.47,6.0
CHEMBL1091534,A_only,6.31,4.96,4.96,1.35,6.0
CHEMBL5752575,A_only,6.42,4.96,4.96,1.46,6.0
CHEMBL6023462,A_only,6.43,4.96,4.96,1.47,6.0
CHEMBL272593,A_only,6.71,4.90,4.90,1.81,6.0
CHEMBL1242198,A_only,6.76,4.85,4.85,1.91,6.0
CHEMBL272197,A_only,6.42,4.85,4.85,1.57,6.0
CHEMBL3643928,A_only,6.30,4.85,4.85,1.45,6.0
CHEMBL2170081,A_only,8.40,4.83,4.83,3.57,6.0
CHEMBL568150,A_only,7.22,4.83,4.83,2.39,6.0
CHEMBL3590219,A_only,7.80,4.82,4.82,2.98,6.0
CHEMBL164,A_only,6.77,4.78,4.78,1.99,6.0
CHEMBL5542587,A_only,6.45,4.76,4.76,1.69,6.0
CHEMBL4128507,A_only,6.22,4.72,4.72,1.50,6.0
CHEMBL3590222,A_only,7.54,4.68,4.68,2.86,6.0
CHEMBL4297629,A_only,8.13,4.65,4.65,3.48,6.0
CHEMBL4127425,A_only,6.08,4.63,4.63,1.45,6.0
CHEMBL5555573,A_only,6.51,4.59,4.59,1.92,6.0
CHEMBL4130282,A_only,7.47,4.55,4.55,2.92,6.0
CHEMBL4072637,A_only,8.22,4.54,4.54,3.68,6.0
CHEMBL1242285,A_only,6.10,4.52,4.52,1.58,6.0
CHEMBL5532291,A_only,6.39,4.45,4.45,1.94,6.0
CHEMBL5527881,A_only,6.30,4.41,4.41,1.89,6.0
CHEMBL4060768,A_only,7.89,4.38,4.38,3.51,6.0
CHEMBL5558866,A_only,6.17,4.07,4.07,2.10,6.0
CHEMBL5517925,A_only,6.91,4.04,4.04,2.87,6.0
CHEMBL1242379,A_only,6.33,4.00,4.00,2.33,6.0
CHEMBL1089422,B_only,5.99,6.89,5.99,0.90,6.0
CHEMBL1091344,B_only,5.99,9.15,5.99,3.16,6.0
CHEMBL1091704,B_only,5.99,7.96,5.99,1.97,6.0
CHEMBL3640998,B_only,5.99,8.05,5.99,2.06,6.0
CHEMBL3935033,B_only,5.99,6.28,5.99,0.29,6.0
CHEMBL5433100,B_only,5.99,7.09,5.99,1.10,6.0
CHEMBL561708,B_only,5.99,8.37,5.99,2.38,6.0
CHEMBL590355,B_only,5.99,6.30,5.99,0.31,6.0
CHEMBL1098311,B_only,5.98,6.84,5.98,0.86,6.0
CHEMBL600447,B_only,5.98,8.48,5.98,2.50,6.0
CHEMBL2030445,B_only,5.97,6.54,5.97,0.57,6.0
CHEMBL3667417,B_only,5.97,7.40,5.97,1.43,6.0
CHEMBL1091070,B_only,5.96,6.10,5.96,0.14,6.0
CHEMBL1241947,B_only,5.96,6.03,5.96,0.07,6.0
CHEMBL1940142,B_only,5.96,7.75,5.96,1.79,6.0
CHEMBL1092392,B_only,5.95,9.00,5.95,3.05,6.0
CHEMBL586051,B_only,5.95,6.89,5.95,0.94,6.0
CHEMBL2172627,B_only,5.94,7.20,5.94,1.26,6.0
CHEMBL2172631,B_only,5.94,6.83,5.94,0.89,6.0
CHEMBL3648865,B_only,5.93,7.17,5.93,1.24,6.0
CHEMBL601661,B_only,5.93,9.72,5.93,3.79,6.0
CHEMBL602276,B_only,5.93,9.42,5.93,3.49,6.0
CHEMBL1094981,B_only,5.92,9.52,5.92,3.60,6.0
CHEMBL1091705,B_only,5.91,8.03,5.91,2.12,6.0
CHEMBL1242111,B_only,5.90,6.16,5.90,0.26,6.0
CHEMBL2063753,B_only,5.90,7.82,5.90,1.92,6.0
CHEMBL3639398,B_only,5.90,7.17,5.90,1.27,6.0
CHEMBL4475248,B_only,5.90,7.90,5.90,2.00,6.0
CHEMBL5413191,B_only,5.90,6.39,5.90,0.49,6.0
CHEMBL574641,B_only,5.90,6.64,5.90,0.74,6.0
CHEMBL584734,B_only,5.90,9.22,5.90,3.32,6.0
CHEMBL595053,B_only,5.90,9.15,5.90,3.25,6.0
CHEMBL1242662,B_only,5.89,6.96,5.89,1.07,6.0
CHEMBL3120215,B_only,5.89,8.40,5.89,2.51,6.0
CHEMBL3645986,B_only,5.89,8.22,5.89,2.33,6.0
CHEMBL4239712,B_only,5.89,7.14,5.89,1.25,6.0
CHEMBL4294600,B_only,5.89,7.86,5.89,1.97,6.0
CHEMBL5961664,B_only,5.89,6.08,5.89,0.19,6.0
CHEMBL603498,B_only,5.89,9.66,5.89,3.77,6.0
CHEMBL3643221,B_only,5.88,8.12,5.88,2.24,6.0
CHEMBL5290709,B_only,5.88,6.24,5.88,0.36,6.0
CHEMBL573178,B_only,5.88,6.77,5.88,0.89,6.0
CHEMBL3648867,B_only,5.87,8.15,5.87,2.28,6.0
CHEMBL594793,B_only,5.87,9.17,5.87,3.30,6.0
CHEMBL1095625,B_only,5.86,6.70,5.86,0.84,6.0
CHEMBL2348865,B_only,5.86,8.70,5.86,2.84,6.0
CHEMBL567822,B_only,5.86,9.25,5.86,3.39,6.0
CHEMBL590356,B_only,5.86,8.60,5.86,2.74,6.0
CHEMBL2063752,B_only,5.84,7.89,5.84,2.05,6.0
CHEMBL3646549,B_only,5.84,6.41,5.84,0.57,6.0
CHEMBL585397,B_only,5.84,8.22,5.84,2.38,6.0
CHEMBL1091071,B_only,5.83,7.48,5.83,1.65,6.0
CHEMBL600084,B_only,5.83,9.59,5.83,3.76,6.0
CHEMBL3407729,B_only,5.82,6.04,5.82,0.22,6.0
CHEMBL3781971,B_only,5.82,7.52,5.82,1.70,6.0
CHEMBL3907190,B_only,5.82,6.61,5.82,0.79,6.0
CHEMBL597012,B_only,5.82,6.34,5.82,0.52,6.0
CHEMBL3670194,B_only,5.81,7.24,5.81,1.43,6.0
CHEMBL4752187,B_only,5.81,8.09,5.81,2.28,6.0
CHEMBL1089424,B_only,5.80,6.91,5.80,1.11,6.0
CHEMBL1091706,B_only,5.80,8.08,5.80,2.28,6.0
CHEMBL1241439,B_only,5.80,6.12,5.80,0.32,6.0
CHEMBL1760167,B_only,5.80,6.17,5.80,0.37,6.0
CHEMBL2325703,B_only,5.80,6.72,5.80,0.92,6.0
CHEMBL3586385,B_only,5.80,7.75,5.80,1.95,6.0
CHEMBL4551080,B_only,5.80,8.46,5.80,2.66,6.0
CHEMBL572944,B_only,5.79,9.30,5.79,3.51,6.0
CHEMBL1091696,B_only,5.78,7.77,5.78,1.99,6.0
CHEMBL2172474,B_only,5.78,7.26,5.78,1.48,6.0
CHEMBL3947316,B_only,5.78,6.22,5.78,0.44,6.0
CHEMBL3937842,B_only,5.76,6.75,5.76,0.99,6.0
CHEMBL5279986,B_only,5.76,6.11,5.76,0.35,6.0
CHEMBL1097942,B_only,5.75,9.30,5.75,3.55,6.0
CHEMBL1242755,B_only,5.75,6.61,5.75,0.86,6.0
CHEMBL5275823,B_only,5.75,6.16,5.75,0.41,6.0
CHEMBL595743,B_only,5.75,7.46,5.75,1.71,6.0
CHEMBL3643102,B_only,5.74,7.41,5.74,1.67,6.0
CHEMBL568259,B_only,5.74,9.66,5.74,3.92,6.0
CHEMBL573202,B_only,5.74,9.80,5.74,4.06,6.0
CHEMBL5412575,B_only,5.73,6.05,5.73,0.32,6.0
CHEMBL1242846,B_only,5.72,6.20,5.72,0.48,6.0
CHEMBL1760164,B_only,5.72,6.27,5.72,0.55,6.0
CHEMBL3586401,B_only,5.72,7.42,5.72,1.70,6.0
CHEMBL1097561,B_only,5.71,7.08,5.71,1.37,6.0
CHEMBL575130,B_only,5.71,7.77,5.71,2.06,6.0
CHEMBL583194,B_only,5.71,8.05,5.71,2.34,6.0
CHEMBL1242110,B_only,5.70,6.72,5.70,1.02,6.0
CHEMBL3670227,B_only,5.70,6.34,5.70,0.64,6.0
CHEMBL1091693,B_only,5.69,7.98,5.69,2.29,6.0
CHEMBL2030443,B_only,5.69,6.22,5.69,0.53,6.0
CHEMBL5549943,B_only,5.69,7.34,5.69,1.65,6.0
CHEMBL606423,B_only,5.69,9.72,5.69,4.03,6.0
CHEMBL1093685,B_only,5.68,7.84,5.68,2.16,6.0
CHEMBL3667439,B_only,5.68,6.76,5.68,1.08,6.0
CHEMBL4277797,B_only,5.68,7.92,5.68,2.24,6.0
CHEMBL566087,B_only,5.68,8.26,5.68,2.58,6.0
CHEMBL576304,B_only,5.67,9.52,5.67,3.85,6.0
CHEMBL1760168,B_only,5.66,7.09,5.66,1.43,6.0
CHEMBL3648875,B_only,5.66,7.97,5.66,2.31,6.0
CHEMBL4285727,B_only,5.66,7.52,5.66,1.86,6.0
CHEMBL4538629,B_only,5.66,7.48,5.66,1.82,6.0
CHEMBL1091316,B_only,5.65,7.54,5.65,1.89,6.0
CHEMBL4281245,B_only,5.65,7.22,5.65,1.57,6.0
CHEMBL1091702,B_only,5.64,8.09,5.64,2.45,6.0
CHEMBL3586386,B_only,5.64,7.05,5.64,1.41,6.0
CHEMBL3586404,B_only,5.64,8.00,5.64,2.36,6.0
CHEMBL590104,B_only,5.64,9.00,5.64,3.36,6.0
CHEMBL3407730,B_only,5.63,6.80,5.63,1.17,6.0
CHEMBL5289575,B_only,5.63,6.79,5.63,1.16,6.0
CHEMBL611630,B_only,5.63,6.82,5.63,1.19,6.0
CHEMBL3735090,B_only,5.62,7.51,5.62,1.89,6.0
CHEMBL4278707,B_only,5.62,7.51,5.62,1.89,6.0
CHEMBL4762174,B_only,5.61,7.82,5.61,2.21,6.0
CHEMBL5439362,B_only,5.61,6.66,5.61,1.05,6.0
CHEMBL1091345,B_only,5.60,8.27,5.60,2.67,6.0
CHEMBL3586397,B_only,5.60,7.92,5.60,2.32,6.0
CHEMBL592263,B_only,5.60,6.35,5.60,0.75,6.0
CHEMBL1242852,B_only,5.59,6.52,5.59,0.93,6.0
CHEMBL1091695,B_only,5.58,7.75,5.58,2.17,6.0
CHEMBL1242574,B_only,5.58,6.33,5.58,0.75,6.0
CHEMBL1945953,B_only,5.58,8.70,5.58,3.12,6.0
CHEMBL4239569,B_only,5.58,7.50,5.58,1.92,6.0
CHEMBL4538004,B_only,5.58,7.89,5.58,2.31,6.0
CHEMBL1090130,B_only,5.57,7.02,5.57,1.45,6.0
CHEMBL2325706,B_only,5.57,6.64,5.57,1.07,6.0
CHEMBL4279703,B_only,5.57,9.07,5.57,3.50,6.0
CHEMBL574905,B_only,5.56,9.64,5.56,4.08,6.0
CHEMBL1940137,B_only,5.55,6.24,5.55,0.69,6.0
CHEMBL3586400,B_only,5.55,6.69,5.55,1.14,6.0
CHEMBL1242115,B_only,5.52,7.10,5.52,1.58,6.0
CHEMBL2063759,B_only,5.52,8.30,5.52,2.78,6.0
CHEMBL2172628,B_only,5.52,6.85,5.52,1.33,6.0
CHEMBL3955034,B_only,5.52,6.24,5.52,0.72,6.0
CHEMBL4250280,B_only,5.52,8.00,5.52,2.48,6.0
CHEMBL5277266,B_only,5.52,7.19,5.52,1.67,6.0
CHEMBL3643258,B_only,5.51,7.80,5.51,2.29,6.0
CHEMBL1091884,B_only,5.50,6.30,5.50,0.80,6.0
CHEMBL2172479,B_only,5.50,7.70,5.50,2.20,6.0
CHEMBL3586393,B_only,5.50,6.78,5.50,1.28,6.0
CHEMBL4239931,B_only,5.50,7.32,5.50,1.82,6.0
CHEMBL4441763,B_only,5.50,7.70,5.50,2.20,6.0
CHEMBL585126,B_only,5.50,7.89,5.50,2.39,6.0
CHEMBL3410548,B_only,5.49,8.24,5.49,2.75,6.0
CHEMBL2418349,B_only,5.47,9.00,5.47,3.53,6.0
CHEMBL1091697,B_only,5.46,8.27,5.46,2.81,6.0
CHEMBL1089423,B_only,5.44,7.66,5.44,2.22,6.0
