file,token,claim,status,context
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,".771 [0.644, 0.886] | 0.650 [0.497, 0.796] | TPSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy "
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,"PSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy / TPSA | | PPARG/PPARA | 0.693 [0.561, 0.828] "
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,".771 [0.644, 0.886] | 0.650 [0.497, 0.796] | TPSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy "
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,"PSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy / TPSA | | PPARG/PPARA | 0.693 [0.561, 0.828] "
submission_pack/SI/SUPPORTING_INFORMATION_JCIM_EN_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,".771 [0.644, 0.886] | 0.650 [0.497, 0.796] | TPSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy "
submission_pack/SI/SUPPORTING_INFORMATION_JCIM_EN_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,"PSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy / TPSA | | PPARG/PPARA | 0.693 [0.561, 0.828] "
submission_pack/SI/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,".771 [0.644, 0.886] | 0.650 [0.497, 0.796] | TPSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy "
submission_pack/SI/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,0.354,stale EGFR EF,CURRENT_NESTED_DESCRIPTOR,"PSA / TPSA | | F2/F10 | 0.354 [0.228, 0.493] | 0.587 [0.443, 0.729] | 0.354 [0.228, 0.493] | heavy / TPSA | | PPARG/PPARA | 0.693 [0.561, 0.828] "
