source_file,cited_path,exists,historical_marker_nearby,status
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/class_counts.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/top10_operating_points.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/ecfp4_incremental_information.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/matched_mismatched_pocket.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/holdout_metrics.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/computational_robustness.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/five_seed_summary_min.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/five_seed_fixed_membership_sensitivity.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,scripts/analysis/analysis_config.py,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/descriptor_baselines.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/current_score_master.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/protocol_sensitivity.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/cognate_rmsd.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/label_aggregation_sensitivity.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/cluster_bootstrap_sensitivity.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,results/canonical/external_eligibility.csv,1,0,ok
docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,docs/PR39_SCIENTIFIC_DATA_AUDIT.md,1,1,ok
docs/LABEL_PROVENANCE.md,results/canonical/current_score_master.csv,1,0,ok
docs/LABEL_PROVENANCE.md,data/processed/activity_adjudication/ligand_activity_aggregate_v1.csv,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/jcim_multiseed_v0/tables/multiseed_ligand_prep_v1.csv,1,1,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/egfr_her2_panel120_v0/tables/ablation_ligand_scores.csv,1,1,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/egfr_her2_uniform_rdkit_v1/scripts/prep_uniform_ligands.py,1,1,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/egfr_her2_uniform_rdkit_v1/tables/ligand_prep_status.csv,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/pik3ca_mtor_panel48_rdkit_v0/scripts/pm48_rdkit_prep_dock.py,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/ache_bche_panel_v0/scripts/dock_panel.py,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/jcim_chembl_universe_v0/scripts/prep_track_b_ligands_v1.py,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,data/jcim_chembl_universe_v0/tables/track_b_ligand_prep_status_v1.csv,1,0,ok
docs/LIGAND_INPUT_REPRODUCIBILITY.md,results/canonical/current_score_master.csv,1,0,ok
docs/LOCAL_RUN.md,requirements-analysis.txt,1,0,ok
docs/LOCAL_RUN.md,results/canonical/current_score_master.csv,1,0,ok
docs/LOCAL_RUN.md,results/canonical/,1,0,ok
docs/LOCAL_RUN.md,docs/MANUSCRIPT_JCIM_EN.md,1,0,ok
docs/LOCAL_RUN.md,docs/MANUSCRIPT_JCIM_ZH.md,1,0,ok
docs/LOCAL_RUN.md,docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,1,0,ok
docs/LOCAL_RUN.md,scripts/check_docking_env.py,1,0,ok
docs/MAIN_INTEGRATION_PLAN.md,docs/PR35_ITEM_DECISIONS.md,1,1,ok
docs/MANUSCRIPT_JCIM_EN.md,data/provenance/receptor_input_registry.csv,1,0,ok
docs/MANUSCRIPT_JCIM_EN.md,data/egfr_her2_uniform_rdkit_v1/,1,0,ok
docs/MANUSCRIPT_JCIM_EN.md,docs/RECEPTOR_PREP_PROVENANCE.md,1,0,ok
docs/MANUSCRIPT_JCIM_ZH.md,data/provenance/receptor_input_registry.csv,1,0,ok
docs/MANUSCRIPT_JCIM_ZH.md,docs/RECEPTOR_PREP_PROVENANCE.md,1,0,ok
docs/PR35_ITEM_DECISIONS.md,data/jcim_novelty_v0/tables/all14_cognate_rmsd_calcrrms_v1.csv,1,0,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,scripts/check_analysis_env.py,1,0,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,requirements-analysis.txt,1,0,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,results/canonical/*.csv,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,submission_pack/tables/canonical/,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,results/freeze_rebuild/,0,1,historical_or_unavailable
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,figures/jcim_article/plotted_values.json,0,1,historical_or_unavailable
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,figures/jcim_article/scripts/update_figures_pr32.py,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,figures/jcim_article/scripts/plot_jcim_article_figures_v3.py,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,figures/jcim_article/scripts/archive/,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,figures/jcim_article/plotted_values_postfix.json,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,results/canonical/five_seed_summary_min.csv,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,data/jcim_multiseed_v0/tables/scores_vina_mode1_EGFR_corrected_box_fiveseed.csv,1,0,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,docs/PR39_SCIENTIFIC_DATA_AUDIT.md,1,1,ok
docs/PR39_FINAL_SCIENTIFIC_FREEZE_CHECK.md,docs/archive/SCIENTIFIC_FREEZE_REPORT.md,1,1,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,requirements-analysis.txt,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,scripts/check_analysis_env.py,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,scripts/analysis/rebuild_freeze.py,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_chembl_universe_v0/tables/pair_eligibility_audit_s14_v1.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,figures/jcim_article/scripts/update_figures_pr32.py,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/fixed_score_negative_class_delta.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/primary_directional_auroc.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/top10_operating_points.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/ecfp4_incremental_information.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/matched_mismatched_pocket.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/holdout_metrics.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/receptor_substitution.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/five_seed_summary_min.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/protocol_sensitivity.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/cognate_rmsd.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/label_aggregation_sensitivity.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/cluster_bootstrap_sensitivity.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/external_eligibility.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/*,1,1,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_novelty_v0/tables/incremental_information_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_stack_v1/ecfp4_incremental_s20s24_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_strengthen_t0t1_v0/tables/ligand_ml_baseline_scaffold_cv_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_novelty_v0/tables/descriptor_all_four_directional_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_independent_dock_v0/tables/independent_dock_formulation_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_local_channels_v1/table2_comparable_by_channel_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_strengthen_t0t1_v0/tables/pocket_matched_vs_best_descriptor_delta_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_chembl_universe_v0/local_track_b_v0/tables/five_pair_stack_v1/descriptor_paired_delta_s19_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,data/jcim_novelty_v0/tables/ecfp4_docking_scaler_sensitivity_v1.csv,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,docs/HISTORICAL_LEFTOVER_FILES.md,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,docs/FINAL_PRE_SUBMISSION_AUDIT.md,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/freeze_rebuild/,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,figures/jcim_article/plotted_values.json,0,1,historical_or_unavailable
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,submission_pack/tables/canonical/,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,results/canonical/*.csv,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,figures/jcim_article/,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,docs/LOCAL_RUN.md,1,0,ok
docs/PR39_SCIENTIFIC_DATA_AUDIT.md,scripts/qa/check_current_chain.py,1,0,ok
docs/PROTOCOL_LEVELS.md,data/jcim_chembl_universe_v0/tables/track_b_local_run_v1.yaml,1,0,ok
docs/PROTOCOL_LEVELS.md,docs/TRACK_B_FINAL_EXECUTION_STATUS.md,1,0,ok
docs/RECEPTOR_PREP_PROVENANCE.md,data/provenance/receptor_input_registry.csv,1,0,ok
docs/RECEPTOR_PREP_PROVENANCE.md,data/jcim_novelty_v0/tables/all14_cognate_rmsd_calcrrms_v1.csv,1,0,ok
docs/RECEPTOR_PREP_PROVENANCE.md,data/ache_bche_panel_v0/scripts/freeze_receptors_cognate_qc_v2.py,1,0,ok
docs/RECEPTOR_PREP_PROVENANCE.md,data/egfr_her2_uniform_rdkit_v1/receptors/3POZ_receptor.pdbqt,1,0,ok
docs/RECEPTOR_PREP_PROVENANCE.md,data/pik3ca_mtor_panel48_rdkit_v0/receptors/4L23_receptor.pdbqt,1,0,ok
docs/RECEPTOR_PREP_PROVENANCE.md,data/ache_bche_panel_v0/receptors/ACHE_receptor.pdbqt,1,0,ok
docs/SCIENTIFIC_FREEZE_INVENTORY.md,scripts/analysis/analysis_config.py,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,figures/editable/*.pptx,0,1,historical_or_unavailable
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,scripts/freeze/*,0,1,historical_or_unavailable
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/*/scripts/,1,1,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/*/analysis/*.md,0,1,historical_or_unavailable
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/LOCAL_RUN.md,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,figures/jcim_article/scripts/README.md,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,figures/jcim_article/scripts/plot_jcim_article_figures_v3.py,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/jcim_j0j1_v0/tables/j0_strict_label_supply.csv,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/jcim_bench_v0/tables/assembled_AChE_BChE.csv,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/jcim_novelty_v0/tables/*,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/jcim_strengthen_t0t1_v0/tables/,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/pik3ca_mtor_panel110_rdkit_v0/,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/jcim_supply_crossdb_v0/tables/,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/public_pair_selection/,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,data/manuscript_lock/SI_TABLE_MERGE_MAP_v1.csv,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,figures/jcim_article/scripts/inject_s2_boxes_from_json.py,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/MANUSCRIPT_JCIM_EN.md,1,1,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/MANUSCRIPT_JCIM_ZH.md,1,1,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,results/canonical/,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,results/canonical/*.csv,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,figures/jcim_article/scripts/update_figures_pr32.py,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,figures/jcim_article/plotted_values_postfix.json,1,0,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/FIGURE_TABLE_LOCK_POSTFIX_V4.md,1,1,ok
docs/SUBMISSION_ONLY_CLEANUP_REPORT.md,docs/FINAL_PRE_SUBMISSION_AUDIT.md,0,1,historical_or_unavailable
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/detectable_effect_simulation.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,requirements-analysis.txt,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,data/jcim_strengthen_t0t1_v0/ENV_PIN.md,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,data/provenance/receptor_input_registry.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,docs/PROTOCOL_LEVELS.md,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,data/egfr_her2_panel120_v0/boxes/*_box_corrected.json,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/max_vs_median_sensitivity.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/fixed_score_negative_class_delta.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/cluster_bootstrap_sensitivity.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/descriptor_baselines.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/descriptor_nested_scaffold_cv.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/ecfp4_incremental_information.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/ecfp4_scaler_sensitivity.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/matched_mismatched_pocket.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/holdout_metrics.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/computational_robustness.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/receptor_substitution.csv,1,1,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/five_seed_summary_min.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,data/egfr_her2_uniform_rdkit_v1/tables/scores_vina_mode1_fiveseed.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,data/jcim_chembl_universe_v0/tables/pair_eligibility_audit_s14_v1.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,data/jcim_chembl_universe_v0/tables/pair_ligand_identity_qc_v1.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,1,1,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/top10_operating_points.csv,1,0,ok
docs/SUPPORTING_INFORMATION_DRAFT_ZH_JCIM_V1.md,results/canonical/current_score_master.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/detectable_effect_simulation.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/manuscript_lock/SI_TABLE_MERGE_MAP_v1.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,requirements-analysis.txt,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/jcim_strengthen_t0t1_v0/ENV_PIN.md,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/provenance/receptor_input_registry.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,docs/PROTOCOL_LEVELS.md,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/egfr_her2_panel120_v0/boxes/*_box_corrected.json,1,1,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/max_vs_median_sensitivity.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/fixed_score_negative_class_delta.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/cluster_bootstrap_sensitivity.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/descriptor_baselines.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/descriptor_nested_scaffold_cv.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/ecfp4_incremental_information.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/ecfp4_scaler_sensitivity.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/matched_mismatched_pocket.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/holdout_metrics.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/computational_robustness.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/receptor_substitution.csv,1,1,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/five_seed_summary_min.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/egfr_her2_uniform_rdkit_v1/tables/scores_vina_mode1_fiveseed.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/jcim_chembl_universe_v0/tables/pair_eligibility_audit_s14_v1.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,data/jcim_chembl_universe_v0/tables/pair_ligand_identity_qc_v1.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,1,1,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/top10_operating_points.csv,1,0,ok
docs/SUPPORTING_INFORMATION_JCIM_EN_V1.md,results/canonical/current_score_master.csv,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,scripts/analysis/analysis_config.py,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,data/jcim_chembl_universe_v0/tables/pair_eligibility_audit_s14_v1.csv,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,results/canonical/primary_summary_min.csv,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,results/canonical/computational_robustness.csv,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,results/canonical/matched_minus_mismatched.csv,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,results/canonical/ecfp4_incremental_information.csv,1,0,ok
docs/TARGET_SELECTION_NO_OUTCOME_LEAKAGE_CHECK.md,results/canonical/top10_operating_points.csv,1,0,ok
docs/TRACK_B_FINAL_EXECUTION_STATUS.md,data/jcim_chembl_universe_v0/tables/track_b_local_run_v1.yaml,1,0,ok
docs/TRACK_B_FINAL_EXECUTION_STATUS.md,data/jcim_chembl_universe_v0/local_track_b_v0/README.md,1,1,ok
docs/TRACK_B_FINAL_EXECUTION_STATUS.md,results/canonical/computational_robustness.csv,1,0,ok
docs/TRACK_B_FINAL_EXECUTION_STATUS.md,docs/PROTOCOL_LEVELS.md,1,0,ok
docs/WRITING_INDEX_FREEZE.md,results/canonical/,1,1,ok
docs/WRITING_INDEX_FREEZE.md,results/freeze_rebuild/,0,1,historical_or_unavailable
docs/WRITING_INDEX_FREEZE.md,scripts/analysis/analysis_config.py,1,1,ok
docs/WRITING_INDEX_FREEZE.md,results/canonical/ecfp4_incremental_information.csv,1,1,ok
docs/WRITING_INDEX_FREEZE.md,figures/jcim_article/plotted_values_postfix.json,1,1,ok
docs/WRITING_INDEX_FREEZE.md,docs/PR39_SCIENTIFIC_DATA_AUDIT.md,1,1,ok
docs/WRITING_INDEX_FREEZE.md,docs/EGFR_LIGAND_PREP_PROVENANCE_AUDIT.md,1,0,ok
docs/WRITING_INDEX_FREEZE.md,results/canonical/primary_summary_min.csv,1,0,ok
docs/WRITING_INDEX_FREEZE.md,results/canonical/primary_directional_auroc.csv,1,0,ok
docs/WRITING_INDEX_FREEZE.md,results/canonical/class_counts.csv,1,0,ok
docs/WRITING_INDEX_FREEZE.md,results/canonical/two_pocket_mean_ranking.csv,1,0,ok
