ligand,has_carboxylate_in_prep,prep_formal_charge,n_poses,selected_mode_cnnscore,CNNscore,CNNaffinity,has_carboxylate_oxy_in_pose,acid_arg477_min_A_cnnscore_pose,acid_or_phenolate_arg477_min_A,best_carboxylate_arg477_among_modes_A,pass_arg_A1_carboxylate,centroid_to_lesinurad_A,pass_pocket_centroid_6A,pass_A1_carboxylate_gate,arg_threshold_A,note,sdf
lesinurad,True,-1,9,1,0.940526247,7.34828377,True,14.107409436179271,14.107409436179271,2.985188101276026,False,1.628814459477431,True,False,7.7027,carboxylate acid; A1 = CO2 + Arg<=7.7027 + COM<=6,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/lesinurad_out.sdf
benzbromarone,False,-1,9,1,0.7638309,7.02494383,False,,,,False,1.1674190833391531,True,False,7.7027,non-carboxylate (phenol etc.): A1 carboxylate gate N/A — see phenolate distance,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/benzbromarone_out.sdf
dotinurad,False,0,9,1,0.801401496,6.53147507,False,,,,False,0.9486699691821953,True,False,7.7027,non-carboxylate (phenol etc.): A1 carboxylate gate N/A — see phenolate distance,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/dotinurad_out.sdf
verinurad,True,-1,9,1,0.755409539,6.71697998,True,12.298366273615363,12.298366273615363,2.884362841252814,False,0.753343326471331,True,False,7.7027,carboxylate acid; A1 = CO2 + Arg<=7.7027 + COM<=6,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/verinurad_out.sdf
probenecid,True,-1,9,1,0.88791883,5.46862602,True,14.241681291195915,14.241681291195915,12.877731710204243,False,2.6933375718146166,True,False,7.7027,carboxylate acid; A1 = CO2 + Arg<=7.7027 + COM<=6,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/probenecid_out.sdf
puliginurad,True,-1,9,1,0.857720435,7.58629084,True,14.545111687436439,14.545111687436439,2.862397072385303,False,1.6243072011416464,True,False,7.7027,carboxylate acid; A1 = CO2 + Arg<=7.7027 + COM<=6,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/puliginurad_out.sdf
SHR-4640,True,-1,9,1,0.884627044,6.67626429,True,14.815000033749572,14.815000033749572,3.0379514479332963,False,3.379829921105578,True,False,7.7027,carboxylate acid; A1 = CO2 + Arg<=7.7027 + COM<=6,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/SHR-4640_out.sdf
GSK-3008348,True,0,9,1,0.77425468,8.45892715,True,2.9761972380875505,2.9761972380875505,2.9484127933516917,True,0.6519931422067065,True,True,7.7027,carboxylate acid; A1 = CO2 + Arg<=7.7027 + COM<=6,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/03_forced_recovery/urat1_9dkb/seed42/GSK-3008348_out.sdf
