target,ligand,mode,status,cnn_score,cnn_affinity,reason
ACHE,AB_002,mode_01,exists,0.5408454537,8.5209350586,
ACHE,AB_002,mode_06,success,0.4013026357,8.2747888565,
ACHE,AB_002,mode_04,success,0.2466250509,7.8630981445,
ACHE,AB_002,mode_05,success,0.4237540364,8.5835790634,
ACHE,AB_002,mode_08,success,0.3854397833,8.2012891769,
ACHE,AB_002,mode_03,success,0.3610539138,8.5372648239,
ACHE,AB_002,mode_07,success,0.3250740469,8.2912788391,
ACHE,AB_003,mode_01,exists,0.6210270524,5.7778716087,
ACHE,AB_002,mode_02,success,0.3660749197,8.2405290604,
ACHE,AB_003,mode_06,success,0.5161136389,5.4336948395,
ACHE,AB_003,mode_05,success,0.5160559416,4.9595985413,
ACHE,AB_003,mode_02,success,0.1337097734,4.4636273384,
ACHE,AB_003,mode_04,success,0.2591844797,5.080271244,
ACHE,AB_002,mode_09,success,0.25715819,8.2648038864,
ACHE,AB_003,mode_07,success,0.5711765289,6.0917000771,
ACHE,AB_004,mode_01,exists,0.2628403902,7.6471867561,
ACHE,AB_003,mode_03,success,0.2459903359,5.1265473366,
ACHE,AB_004,mode_05,success,0.1656640321,7.7759194374,
ACHE,AB_004,mode_04,success,0.2289922684,8.1685438156,
ACHE,AB_005,mode_01,exists,0.2869314551,7.1437644958,
ACHE,AB_003,mode_09,success,0.354260236,4.8902888298,
ACHE,AB_004,mode_02,success,0.2576887906,7.4858765602,
ACHE,AB_004,mode_06,success,0.1971812844,7.7083878517,
ACHE,AB_004,mode_03,success,0.1247819588,7.8130316734,
ACHE,AB_003,mode_08,success,0.1417375952,4.7031912804,
ACHE,AB_004,mode_07,success,0.128811717,7.5984611511,
ACHE,AB_005,mode_03,success,0.5061365962,7.5434584618,
ACHE,AB_005,mode_06,success,0.4778883457,7.4844765663,
ACHE,AB_006,mode_01,exists,0.7576894164,7.8201904297,
ACHE,AB_005,mode_07,success,0.2650980949,6.2404975891,
ACHE,AB_005,mode_05,success,0.3936439753,7.1183853149,
ACHE,AB_005,mode_02,success,0.2381980866,6.9345679283,
ACHE,AB_005,mode_04,success,0.3205884397,6.9663982391,
ACHE,AB_005,mode_09,success,0.1423691064,5.7467188835,
ACHE,AB_005,mode_08,success,0.3188957572,6.616920948,
ACHE,AB_006,mode_03,success,0.6934975982,7.8996138573,
ACHE,AB_006,mode_06,success,0.3982149065,7.3755550385,
ACHE,AB_007,mode_01,exists,0.3164541721,7.315120697,
ACHE,AB_006,mode_02,success,0.4188464284,7.517906189,
ACHE,AB_006,mode_04,success,0.5381003618,7.5794029236,
ACHE,AB_006,mode_05,success,0.7975510955,7.8572144508,
ACHE,AB_006,mode_09,success,0.3885272741,7.0073847771,
ACHE,AB_006,mode_08,success,0.2615308464,6.5229182243,
