arm,auroc_D_vs_A,auroc_D_vs_B,summary_min,n_scored
vina_mean,0.45663265306122447,0.5644132653061225,0.45663265306122447,95
rtm_min_z,0.3520408163265306,0.44642857142857145,0.3520408163265306,96
