ligand,target,vina_mode,vina_score
AB_006,BCHE,5,-9.101
AB_006,BCHE,6,-9.044
AB_006,BCHE,7,-8.985
AB_006,BCHE,8,-8.792
AB_006,BCHE,9,-8.694
AB_007,ACHE,1,-11.484
AB_007,ACHE,2,-11.42
AB_007,ACHE,3,-11.397
AB_007,ACHE,4,-11.259
AB_007,ACHE,5,-11.149
AB_007,ACHE,6,-11.124
AB_007,ACHE,7,-11.097
AB_007,ACHE,8,-10.985
AB_007,ACHE,9,-10.931
AB_007,BCHE,1,-9.76
AB_007,BCHE,2,-9.57
AB_007,BCHE,3,-9.32
AB_007,BCHE,4,-9.281
AB_007,BCHE,5,-9.212
AB_007,BCHE,6,-9.2
AB_007,BCHE,7,-9.145
AB_007,BCHE,8,-9.026
AB_007,BCHE,9,-9.012
AB_008,ACHE,1,-9.327
AB_008,ACHE,2,-9.296
AB_008,ACHE,3,-8.645
AB_008,ACHE,4,-8.463
AB_008,ACHE,5,-8.272
AB_008,ACHE,6,-8.156
AB_008,ACHE,7,-7.913
AB_008,ACHE,8,-7.615
AB_008,ACHE,9,-7.475
AB_008,BCHE,1,-8.118
AB_008,BCHE,2,-7.743
AB_008,BCHE,3,-7.645
AB_008,BCHE,4,-7.233
AB_008,BCHE,5,-6.991
AB_008,BCHE,6,-6.938
AB_008,BCHE,7,-6.874
AB_008,BCHE,8,-6.775
AB_008,BCHE,9,-6.728
AB_009,ACHE,1,-10.631
AB_009,ACHE,2,-10.301
AB_009,ACHE,3,-10.274
AB_009,ACHE,4,-10.115
AB_009,ACHE,5,-10.086
AB_009,ACHE,6,-10.085
AB_009,ACHE,7,-9.63
AB_009,ACHE,8,-9.583
AB_009,ACHE,9,-9.462
AB_009,BCHE,1,-8.845
AB_009,BCHE,2,-8.828
AB_009,BCHE,3,-8.676
AB_009,BCHE,4,-8.64
AB_009,BCHE,5,-8.58
AB_009,BCHE,6,-8.497
AB_009,BCHE,7,-8.476
AB_009,BCHE,8,-8.44
AB_009,BCHE,9,-8.401
AB_010,ACHE,1,-9.541
AB_010,ACHE,2,-9.175
AB_010,ACHE,3,-8.857
AB_010,ACHE,4,-8.821
AB_010,ACHE,5,-8.581
AB_010,ACHE,6,-8.525
AB_010,ACHE,7,-8.411
AB_010,ACHE,8,-8.306
AB_010,ACHE,9,-8.171
AB_010,BCHE,1,-9.224
AB_010,BCHE,2,-9.058
AB_010,BCHE,3,-8.973
AB_010,BCHE,4,-8.54
AB_010,BCHE,5,-8.519
AB_010,BCHE,6,-7.854
AB_010,BCHE,7,-7.588
AB_010,BCHE,8,-7.221
AB_011,ACHE,1,-10.958
AB_011,ACHE,2,-10.792
AB_011,ACHE,3,-10.6
AB_011,ACHE,4,-10.49
AB_011,ACHE,5,-10.339
AB_011,ACHE,6,-10.249
AB_011,ACHE,7,-10.212
AB_011,ACHE,8,-10.16
AB_011,ACHE,9,-10.133
AB_011,BCHE,1,-10.85
AB_011,BCHE,2,-10.49
AB_011,BCHE,3,-10.192
AB_011,BCHE,4,-10.156
AB_011,BCHE,5,-9.585
AB_011,BCHE,6,-9.465
AB_011,BCHE,7,-9.37
AB_011,BCHE,8,-9.195
AB_011,BCHE,9,-8.822
AB_012,ACHE,1,-9.742
AB_012,ACHE,2,-9.089
AB_012,ACHE,3,-8.986
AB_012,ACHE,4,-8.954
AB_012,ACHE,5,-8.371
AB_012,ACHE,6,-8.215
AB_012,ACHE,7,-7.893
AB_012,ACHE,8,-7.797
AB_012,ACHE,9,-7.472
AB_012,BCHE,1,-8.209
AB_012,BCHE,2,-7.977
AB_012,BCHE,3,-7.933
AB_012,BCHE,4,-7.885
AB_012,BCHE,5,-7.57
AB_012,BCHE,6,-7.528
AB_012,BCHE,7,-7.482
AB_012,BCHE,8,-7.337
AB_012,BCHE,9,-7.221
AB_013,ACHE,1,-9.239
AB_013,ACHE,2,-8.926
AB_013,ACHE,3,-8.713
AB_013,ACHE,4,-8.565
AB_013,ACHE,5,-8.527
AB_013,ACHE,6,-8.155
AB_013,ACHE,7,-7.83
AB_013,ACHE,8,-7.589
AB_013,ACHE,9,-7.457
AB_013,BCHE,1,-9.171
AB_013,BCHE,2,-9.088
AB_013,BCHE,3,-9.026
AB_013,BCHE,4,-8.825
AB_013,BCHE,5,-8.787
AB_013,BCHE,6,-8.757
AB_013,BCHE,7,-8.626
AB_013,BCHE,8,-8.598
AB_013,BCHE,9,-8.431
AB_014,ACHE,1,-11.676
AB_014,ACHE,2,-11.489
AB_014,ACHE,3,-9.977
AB_014,ACHE,4,-9.624
AB_014,ACHE,5,-9.611
AB_014,ACHE,6,-9.542
AB_014,ACHE,7,-9.433
AB_014,ACHE,8,-9.315
AB_014,ACHE,9,-9.183
AB_014,BCHE,1,-10.316
AB_014,BCHE,2,-10.293
AB_014,BCHE,3,-9.989
AB_014,BCHE,4,-9.874
AB_014,BCHE,5,-9.583
AB_014,BCHE,6,-9.443
AB_014,BCHE,7,-9.382
AB_014,BCHE,8,-9.361
AB_014,BCHE,9,-9.124
AB_015,ACHE,1,-10.839
AB_015,ACHE,2,-10.835
AB_015,ACHE,3,-10.756
AB_015,ACHE,4,-10.474
AB_015,ACHE,5,-10.027
AB_015,ACHE,6,-9.753
AB_015,ACHE,7,-9.652
AB_015,ACHE,8,-9.152
AB_015,ACHE,9,-9.117
AB_015,BCHE,1,-11.108
AB_015,BCHE,2,-10.664
AB_015,BCHE,3,-10.548
AB_015,BCHE,4,-10.241
AB_015,BCHE,5,-10.178
AB_015,BCHE,6,-9.885
AB_015,BCHE,7,-9.79
AB_015,BCHE,8,-9.611
AB_015,BCHE,9,-9.586
AB_016,ACHE,1,-10.706
AB_016,ACHE,2,-9.951
AB_016,ACHE,3,-9.884
AB_016,ACHE,4,-9.758
AB_016,ACHE,5,-9.741
AB_016,ACHE,6,-9.71
AB_016,ACHE,7,-9.196
AB_016,ACHE,8,-9.098
AB_016,ACHE,9,-8.999
AB_016,BCHE,1,-9.764
AB_016,BCHE,2,-9.41
AB_016,BCHE,3,-9.187
AB_016,BCHE,4,-9.113
AB_016,BCHE,5,-9.09
AB_016,BCHE,6,-9.047
AB_016,BCHE,7,-9.033
AB_016,BCHE,8,-8.811
AB_016,BCHE,9,-8.653
AB_017,ACHE,1,-11.945
AB_017,ACHE,2,-11.794
AB_017,ACHE,3,-11.511
AB_017,ACHE,4,-11.485
AB_017,ACHE,5,-11.316
AB_017,ACHE,6,-11.238
AB_017,ACHE,7,-10.595
AB_017,ACHE,8,-10.303
AB_017,ACHE,9,-10.0
AB_017,BCHE,1,-11.139
AB_017,BCHE,2,-10.97
AB_017,BCHE,3,-10.856
AB_017,BCHE,4,-10.537
AB_017,BCHE,5,-10.411
AB_017,BCHE,6,-10.268
AB_017,BCHE,7,-10.166
AB_017,BCHE,8,-9.955
AB_017,BCHE,9,-9.796
AB_018,ACHE,1,-7.006
AB_018,ACHE,2,-6.622
AB_018,ACHE,3,-6.457
AB_018,ACHE,4,-6.151
AB_018,ACHE,5,-5.787
AB_018,ACHE,6,-5.598
AB_018,ACHE,7,-5.255
AB_018,ACHE,8,-5.045
AB_018,ACHE,9,-4.652
AB_018,BCHE,1,-7.105
AB_018,BCHE,2,-7.06
AB_018,BCHE,3,-6.828
AB_018,BCHE,4,-6.812
AB_018,BCHE,5,-6.71
AB_018,BCHE,6,-6.564
AB_018,BCHE,7,-6.508
AB_018,BCHE,8,-6.267
AB_018,BCHE,9,-6.22
AB_019,ACHE,1,-12.056
AB_019,ACHE,2,-11.211
AB_019,ACHE,3,-11.174
AB_019,ACHE,4,-10.997
AB_019,ACHE,5,-10.944
AB_019,ACHE,6,-10.884
AB_019,ACHE,7,-10.847
AB_019,ACHE,8,-10.643
AB_019,ACHE,9,-10.554
AB_019,BCHE,1,-10.448
AB_019,BCHE,2,-10.23
AB_019,BCHE,3,-10.192
AB_019,BCHE,4,-10.083
AB_019,BCHE,5,-10.05
AB_019,BCHE,6,-10.039
AB_019,BCHE,7,-9.949
AB_019,BCHE,8,-9.815
AB_019,BCHE,9,-9.689
AB_020,ACHE,1,-9.364
AB_020,ACHE,2,-9.229
AB_020,ACHE,3,-8.798
AB_020,ACHE,4,-7.616
AB_020,ACHE,5,-7.145
AB_020,ACHE,6,-7.106
AB_020,ACHE,7,-6.988
AB_020,ACHE,8,-6.931
AB_020,ACHE,9,-6.777
AB_020,BCHE,1,-7.433
AB_020,BCHE,2,-7.414
AB_020,BCHE,3,-7.276
AB_020,BCHE,4,-7.219
AB_020,BCHE,5,-7.117
AB_020,BCHE,6,-7.064
AB_020,BCHE,7,-6.975
AB_020,BCHE,8,-6.874
AB_020,BCHE,9,-6.862
AB_021,ACHE,1,-10.721
AB_021,ACHE,2,-10.602
AB_021,ACHE,3,-9.52
AB_021,ACHE,4,-9.479
AB_021,ACHE,5,-9.173
AB_021,ACHE,6,-8.988
AB_021,ACHE,7,-8.801
AB_021,ACHE,8,-8.52
AB_021,ACHE,9,-8.438
AB_021,BCHE,1,-9.653
AB_021,BCHE,2,-9.606
AB_021,BCHE,3,-9.583
AB_021,BCHE,4,-9.441
AB_021,BCHE,5,-9.412
AB_021,BCHE,6,-9.387
AB_021,BCHE,7,-9.378
AB_021,BCHE,8,-9.326
AB_021,BCHE,9,-9.146
AB_022,ACHE,1,-11.864
AB_022,ACHE,2,-11.7
AB_022,ACHE,3,-11.65
AB_022,ACHE,4,-11.553
AB_022,ACHE,5,-11.325
AB_022,ACHE,6,-10.964
AB_022,ACHE,7,-10.929
AB_022,ACHE,8,-10.661
AB_022,ACHE,9,-10.642
AB_022,BCHE,1,-10.181
AB_022,BCHE,2,-9.842
AB_022,BCHE,3,-9.576
AB_022,BCHE,4,-9.514
AB_022,BCHE,5,-9.483
AB_022,BCHE,6,-9.368
AB_022,BCHE,7,-9.035
AB_022,BCHE,8,-9.01
AB_022,BCHE,9,-8.816
AB_023,ACHE,1,-11.293
AB_023,ACHE,2,-11.277
AB_023,ACHE,3,-11.131
AB_023,ACHE,4,-11.124
AB_023,ACHE,5,-10.834
AB_023,ACHE,6,-10.818
AB_023,ACHE,7,-10.683
AB_023,ACHE,8,-10.265
AB_023,ACHE,9,-10.031
AB_023,BCHE,1,-10.06
AB_023,BCHE,2,-9.708
AB_023,BCHE,3,-9.636
AB_023,BCHE,4,-9.497
AB_023,BCHE,5,-9.341
AB_023,BCHE,6,-9.058
AB_023,BCHE,7,-9.052
AB_023,BCHE,8,-9.041
AB_023,BCHE,9,-9.003
AB_024,ACHE,1,-10.283
AB_024,ACHE,2,-9.987
AB_024,ACHE,3,-9.828
AB_024,ACHE,4,-9.813
AB_024,ACHE,5,-9.81
AB_024,ACHE,6,-9.782
AB_024,ACHE,7,-9.702
AB_024,ACHE,8,-9.567
AB_024,ACHE,9,-9.242
AB_024,BCHE,1,-8.926
AB_024,BCHE,2,-8.776
AB_024,BCHE,3,-8.567
AB_024,BCHE,4,-8.533
AB_024,BCHE,5,-8.384
AB_024,BCHE,6,-8.256
AB_024,BCHE,7,-8.213
AB_024,BCHE,8,-8.207
AB_024,BCHE,9,-8.172
AB_025,ACHE,1,-10.609
AB_025,ACHE,2,-10.481
AB_025,ACHE,3,-10.447
AB_025,ACHE,4,-10.447
AB_025,ACHE,5,-10.428
AB_025,ACHE,6,-10.14
AB_025,ACHE,7,-10.109
AB_025,ACHE,8,-10.01
AB_025,ACHE,9,-9.882
AB_025,BCHE,1,-8.952
AB_025,BCHE,2,-8.859
AB_025,BCHE,3,-8.844
AB_025,BCHE,4,-8.607
AB_025,BCHE,5,-8.581
AB_025,BCHE,6,-8.501
AB_025,BCHE,7,-8.302
AB_025,BCHE,8,-8.196
AB_025,BCHE,9,-7.885
AB_026,ACHE,1,-12.539
AB_026,ACHE,2,-12.198
AB_026,ACHE,3,-12.149
AB_026,ACHE,4,-11.78
AB_026,ACHE,5,-11.035
AB_026,ACHE,6,-10.6
AB_026,ACHE,7,-10.5
AB_026,ACHE,8,-10.086
AB_026,ACHE,9,-9.815
AB_026,BCHE,1,-10.459
AB_026,BCHE,2,-10.123
AB_026,BCHE,3,-9.931
AB_026,BCHE,4,-9.617
AB_026,BCHE,5,-9.202
AB_026,BCHE,6,-8.846
AB_026,BCHE,7,-8.64
AB_026,BCHE,8,-8.105
AB_026,BCHE,9,-7.712
AB_027,ACHE,1,-12.257
AB_027,ACHE,2,-11.851
AB_027,ACHE,3,-11.803
AB_027,ACHE,4,-11.793
AB_027,ACHE,5,-11.751
AB_027,ACHE,6,-11.516
AB_027,ACHE,7,-11.422
AB_027,ACHE,8,-11.347
AB_027,ACHE,9,-11.22
AB_027,BCHE,1,-10.5
AB_027,BCHE,2,-10.46
AB_027,BCHE,3,-10.34
AB_027,BCHE,4,-10.122
AB_027,BCHE,5,-10.051
AB_027,BCHE,6,-9.976
AB_027,BCHE,7,-9.944
AB_027,BCHE,8,-9.79
AB_027,BCHE,9,-9.787
AB_028,ACHE,1,-7.749
AB_028,ACHE,2,-7.339
AB_028,ACHE,3,-7.223
AB_028,ACHE,4,-7.22
AB_028,ACHE,5,-7.031
AB_028,ACHE,6,-6.585
AB_028,ACHE,7,-6.229
AB_028,ACHE,8,-6.151
AB_028,ACHE,9,-5.657
AB_028,BCHE,1,-11.346
AB_028,BCHE,2,-10.272
AB_028,BCHE,3,-8.805
AB_029,ACHE,1,-12.498
AB_029,ACHE,2,-12.333
AB_029,ACHE,3,-10.915
AB_029,ACHE,4,-10.502
AB_029,ACHE,5,-10.483
AB_029,ACHE,6,-10.28
AB_029,ACHE,7,-9.929
AB_029,ACHE,8,-9.829
AB_029,ACHE,9,-9.764
AB_029,BCHE,1,-9.843
AB_029,BCHE,2,-9.396
AB_029,BCHE,3,-9.089
AB_029,BCHE,4,-8.967
AB_029,BCHE,5,-8.686
AB_029,BCHE,6,-8.386
AB_029,BCHE,7,-8.157
AB_029,BCHE,8,-8.071
AB_029,BCHE,9,-8.038
AB_030,ACHE,1,-13.815
AB_030,ACHE,2,-12.435
AB_030,ACHE,3,-12.338
AB_030,ACHE,4,-12.113
AB_030,ACHE,5,-11.485
AB_030,ACHE,6,-11.13
AB_030,ACHE,7,-10.825
AB_030,BCHE,1,-9.57
AB_030,BCHE,2,-9.442
AB_030,BCHE,3,-9.205
AB_030,BCHE,4,-9.155
AB_030,BCHE,5,-9.112
AB_030,BCHE,6,-9.042
AB_030,BCHE,7,-8.938
AB_030,BCHE,8,-8.898
AB_030,BCHE,9,-8.564
AB_031,ACHE,1,-11.574
AB_031,ACHE,2,-11.465
AB_031,ACHE,3,-11.061
AB_031,ACHE,4,-10.903
AB_031,ACHE,5,-10.751
AB_031,ACHE,6,-10.65
AB_031,ACHE,7,-10.118
AB_031,ACHE,8,-10.088
AB_031,ACHE,9,-10.005
AB_031,BCHE,1,-9.353
AB_031,BCHE,2,-8.972
AB_031,BCHE,3,-8.578
AB_031,BCHE,4,-8.524
AB_031,BCHE,5,-8.457
AB_031,BCHE,6,-8.301
AB_031,BCHE,7,-7.957
AB_031,BCHE,8,-7.84
AB_031,BCHE,9,-7.719
AB_032,ACHE,1,-10.807
AB_032,ACHE,2,-10.682
AB_032,ACHE,3,-10.165
AB_032,ACHE,4,-9.979
AB_032,ACHE,5,-9.962
AB_032,ACHE,6,-9.705
AB_032,ACHE,7,-9.466
AB_032,ACHE,8,-8.572
AB_032,ACHE,9,-8.297
AB_032,BCHE,1,-8.264
AB_032,BCHE,2,-8.199
AB_032,BCHE,3,-8.197
AB_032,BCHE,4,-8.106
AB_032,BCHE,5,-7.976
AB_032,BCHE,6,-7.912
AB_032,BCHE,7,-7.885
AB_032,BCHE,8,-7.836
AB_032,BCHE,9,-7.689
AB_033,ACHE,1,-11.821
AB_033,ACHE,2,-11.089
AB_033,ACHE,3,-10.836
AB_033,ACHE,4,-10.514
AB_033,ACHE,5,-10.454
AB_033,ACHE,6,-10.329
AB_033,ACHE,7,-10.044
AB_033,ACHE,8,-9.789
AB_033,ACHE,9,-9.758
AB_033,BCHE,1,-9.536
AB_033,BCHE,2,-9.329
AB_033,BCHE,3,-9.286
AB_033,BCHE,4,-9.268
AB_033,BCHE,5,-9.146
AB_033,BCHE,6,-9.057
AB_033,BCHE,7,-8.99
AB_033,BCHE,8,-8.837
AB_033,BCHE,9,-8.82
AB_034,ACHE,1,-10.878
AB_034,ACHE,2,-10.806
AB_034,ACHE,3,-10.346
AB_034,ACHE,4,-10.153
AB_034,ACHE,5,-10.003
AB_034,ACHE,6,-9.972
AB_034,ACHE,7,-9.951
AB_034,ACHE,8,-9.928
AB_034,ACHE,9,-9.723
AB_034,BCHE,1,-9.64
AB_034,BCHE,2,-9.429
AB_034,BCHE,3,-9.331
AB_034,BCHE,4,-9.291
AB_034,BCHE,5,-9.139
AB_034,BCHE,6,-9.091
AB_034,BCHE,7,-9.062
AB_034,BCHE,8,-8.831
AB_034,BCHE,9,-8.809
AB_035,ACHE,1,-11.291
AB_035,ACHE,2,-11.259
AB_035,ACHE,3,-10.81
AB_035,ACHE,4,-10.69
AB_035,ACHE,5,-10.378
AB_035,ACHE,6,-10.373
AB_035,ACHE,7,-10.075
AB_035,ACHE,8,-9.968
AB_035,ACHE,9,-9.717
AB_035,BCHE,1,-10.082
AB_035,BCHE,2,-10.061
AB_035,BCHE,3,-9.954
AB_035,BCHE,4,-9.51
AB_035,BCHE,5,-9.44
AB_035,BCHE,6,-9.397
AB_035,BCHE,7,-9.015
AB_035,BCHE,8,-8.732
AB_035,BCHE,9,-8.519
AB_036,ACHE,1,-10.483
AB_036,ACHE,2,-10.416
AB_036,ACHE,3,-10.216
AB_036,ACHE,4,-10.134
AB_036,ACHE,5,-9.968
AB_036,ACHE,6,-9.917
AB_036,ACHE,7,-9.909
AB_036,ACHE,8,-9.857
AB_036,ACHE,9,-9.79
AB_036,BCHE,1,-9.479
AB_036,BCHE,2,-9.344
AB_036,BCHE,3,-9.182
AB_036,BCHE,4,-8.976
AB_036,BCHE,5,-8.951
AB_036,BCHE,6,-8.685
AB_036,BCHE,7,-8.567
AB_036,BCHE,8,-8.335
AB_036,BCHE,9,-8.163
AB_037,ACHE,1,-12.441
AB_037,ACHE,2,-12.051
AB_037,ACHE,3,-11.862
AB_037,ACHE,4,-11.122
AB_037,ACHE,5,-11.027
AB_037,ACHE,6,-10.849
AB_037,ACHE,7,-10.813
AB_037,ACHE,8,-9.619
AB_037,ACHE,9,-9.612
AB_037,BCHE,1,-10.081
AB_037,BCHE,2,-9.614
AB_037,BCHE,3,-9.559
AB_037,BCHE,4,-9.502
AB_037,BCHE,5,-8.881
AB_037,BCHE,6,-8.832
AB_037,BCHE,7,-8.83
AB_037,BCHE,8,-8.642
AB_037,BCHE,9,-8.62
AB_038,ACHE,1,-11.232
AB_038,ACHE,2,-11.113
AB_038,ACHE,3,-10.833
AB_038,ACHE,4,-10.76
AB_038,ACHE,5,-10.551
AB_038,ACHE,6,-10.488
AB_038,ACHE,7,-10.366
AB_038,ACHE,8,-10.224
AB_038,ACHE,9,-10.101
AB_038,BCHE,1,-9.505
AB_038,BCHE,2,-9.498
AB_038,BCHE,3,-9.32
AB_038,BCHE,4,-9.085
AB_038,BCHE,5,-8.932
AB_038,BCHE,6,-8.821
AB_038,BCHE,7,-8.67
AB_038,BCHE,8,-8.561
AB_038,BCHE,9,-8.525
AB_039,ACHE,1,-10.369
AB_039,ACHE,2,-10.354
AB_039,ACHE,3,-10.348
AB_039,ACHE,4,-10.334
AB_039,ACHE,5,-10.076
AB_039,ACHE,6,-9.944
AB_039,ACHE,7,-9.81
AB_039,ACHE,8,-9.787
AB_039,ACHE,9,-9.662
AB_039,BCHE,1,-7.811
AB_039,BCHE,2,-7.674
AB_039,BCHE,3,-7.561
AB_039,BCHE,4,-7.54
AB_039,BCHE,5,-7.475
AB_039,BCHE,6,-7.267
AB_039,BCHE,7,-7.204
AB_039,BCHE,8,-7.136
AB_039,BCHE,9,-6.97
AB_040,ACHE,1,-10.009
AB_040,ACHE,2,-9.834
AB_040,ACHE,3,-9.686
AB_040,ACHE,4,-9.564
AB_040,ACHE,5,-9.491
AB_040,ACHE,6,-9.453
AB_040,ACHE,7,-9.359
AB_040,ACHE,8,-9.353
AB_040,ACHE,9,-9.343
AB_040,BCHE,1,-8.669
AB_040,BCHE,2,-8.267
AB_040,BCHE,3,-8.259
AB_040,BCHE,4,-8.2
AB_040,BCHE,5,-8.18
AB_040,BCHE,6,-8.093
AB_040,BCHE,7,-8.091
AB_040,BCHE,8,-7.866
AB_040,BCHE,9,-7.691
AB_041,ACHE,1,-9.936
AB_041,ACHE,2,-9.572
AB_041,ACHE,3,-9.27
AB_041,ACHE,4,-8.486
AB_041,ACHE,5,-8.482
AB_041,ACHE,6,-8.465
AB_041,ACHE,7,-8.338
AB_041,ACHE,8,-8.3
AB_041,ACHE,9,-7.896
AB_041,BCHE,1,-9.213
AB_041,BCHE,2,-9.08
AB_041,BCHE,3,-8.759
AB_041,BCHE,4,-8.439
AB_041,BCHE,5,-8.41
AB_041,BCHE,6,-8.387
AB_041,BCHE,7,-8.266
AB_041,BCHE,8,-8.061
AB_041,BCHE,9,-7.901
AB_042,ACHE,1,-11.504
AB_042,ACHE,2,-11.028
AB_042,ACHE,3,-10.419
AB_042,ACHE,4,-10.204
AB_042,ACHE,5,-10.148
AB_042,ACHE,6,-9.883
AB_042,ACHE,7,-9.53
AB_042,ACHE,8,-9.365
AB_042,ACHE,9,-9.318
AB_042,BCHE,1,-8.371
AB_042,BCHE,2,-8.366
AB_042,BCHE,3,-8.236
AB_042,BCHE,4,-8.2
AB_042,BCHE,5,-8.143
AB_042,BCHE,6,-8.067
AB_042,BCHE,7,-8.057
AB_042,BCHE,8,-7.952
AB_042,BCHE,9,-7.901
AB_043,ACHE,1,-11.888
AB_043,ACHE,2,-11.685
AB_043,ACHE,3,-11.098
AB_043,ACHE,4,-10.432
AB_043,ACHE,5,-10.078
AB_043,ACHE,6,-10.013
AB_043,ACHE,7,-9.848
AB_043,ACHE,8,-9.178
AB_043,ACHE,9,-9.132
AB_043,BCHE,1,-9.691
AB_043,BCHE,2,-9.328
AB_043,BCHE,3,-9.039
AB_043,BCHE,4,-8.756
AB_043,BCHE,5,-8.648
AB_043,BCHE,6,-8.575
AB_043,BCHE,7,-8.526
AB_043,BCHE,8,-8.413
AB_043,BCHE,9,-8.324
AB_044,ACHE,1,-11.23
AB_044,ACHE,2,-11.197
AB_044,ACHE,3,-11.117
AB_044,ACHE,4,-11.117
AB_044,ACHE,5,-11.001
AB_044,ACHE,6,-10.398
AB_044,ACHE,7,-10.166
AB_044,ACHE,8,-10.07
AB_044,ACHE,9,-9.651
AB_044,BCHE,1,-9.71
AB_044,BCHE,2,-9.438
AB_044,BCHE,3,-9.414
AB_044,BCHE,4,-9.378
AB_044,BCHE,5,-9.245
AB_044,BCHE,6,-9.101
AB_044,BCHE,7,-9.031
AB_044,BCHE,8,-8.994
AB_044,BCHE,9,-8.973
AB_045,ACHE,1,-11.381
AB_045,ACHE,2,-11.331
AB_045,ACHE,3,-11.329
AB_045,ACHE,4,-10.866
AB_045,ACHE,5,-10.749
AB_045,ACHE,6,-10.357
AB_045,ACHE,7,-10.344
AB_045,ACHE,8,-9.162
AB_045,ACHE,9,-9.044
AB_045,BCHE,1,-10.174
AB_045,BCHE,2,-9.485
AB_045,BCHE,3,-9.485
AB_045,BCHE,4,-9.335
AB_045,BCHE,5,-9.208
AB_045,BCHE,6,-9.106
AB_045,BCHE,7,-8.708
AB_045,BCHE,8,-8.679
AB_045,BCHE,9,-8.662
AB_046,ACHE,1,-10.009
AB_046,ACHE,2,-9.834
AB_046,ACHE,3,-9.686
AB_046,ACHE,4,-9.564
AB_046,ACHE,5,-9.491
AB_046,ACHE,6,-9.453
AB_046,ACHE,7,-9.359
AB_046,ACHE,8,-9.353
AB_046,ACHE,9,-9.343
AB_046,BCHE,1,-8.669
AB_046,BCHE,2,-8.267
AB_046,BCHE,3,-8.259
AB_046,BCHE,4,-8.2
AB_046,BCHE,5,-8.18
AB_046,BCHE,6,-8.093
AB_046,BCHE,7,-8.091
AB_046,BCHE,8,-7.866
AB_046,BCHE,9,-7.691
AB_047,ACHE,1,-12.196
AB_047,ACHE,2,-11.793
AB_047,ACHE,3,-11.618
AB_047,ACHE,4,-11.269
AB_047,ACHE,5,-11.259
AB_047,ACHE,6,-11.14
AB_047,ACHE,7,-10.777
AB_047,ACHE,8,-10.671
AB_047,ACHE,9,-10.516
AB_047,BCHE,1,-9.917
AB_047,BCHE,2,-9.807
AB_047,BCHE,3,-9.79
AB_047,BCHE,4,-9.756
AB_047,BCHE,5,-9.73
AB_047,BCHE,6,-9.339
AB_047,BCHE,7,-9.086
AB_047,BCHE,8,-8.94
AB_047,BCHE,9,-8.841
AB_048,ACHE,1,-12.774
AB_048,ACHE,2,-11.913
AB_048,ACHE,3,-11.714
AB_048,ACHE,4,-11.37
