smiles_raw,glide_score_xp,pose_status,compound_name,dock_title,source_file,canonical_smiles,inchikey_block1
CC(=O)N[C@@]12CC[NH2+]C[C@@H]1CN(Cc1cncn1Cc1ccccc1)C2,-8.34137,Done,D3498,D3498,9DKB_glide-dock_XP_8000_343e.csv,CC(=O)N[C@@]12CC[NH2+]C[C@@H]1CN(Cc1cncn1Cc1ccccc1)C2,CKISJUDXFNOPQW
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,-8.34083,Done,C27,C27,9DKB_glide-dock_XP_8000_343e.csv,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,CZTQZXZIADLWOZ
O=C(NCc1ccc(F)cc1)N1CC(Cn2c([O-])coc2=O)C1,-8.34074,Done,D559,D559,9DKB_glide-dock_XP_8000_343e.csv,O=C(NCc1ccc(F)cc1)N1CC(Cn2c([O-])coc2=O)C1,YLBPBQDOXIAUEM
Cc1nc(Cn2nc(C3CC3)n(-c3ccccc3)c2=O)cs1,-8.33937,Done,D7839,D7839,9DKB_glide-dock_XP_8000_343e.csv,Cc1nc(Cn2nc(C3CC3)n(-c3ccccc3)c2=O)cs1,CHIFQBMINXPYEW
Cn1nccc1-n1nc(-c2ccccc2)nc1CCN1CCCCCC1=O,-8.33866,Done,D4706,D4706,9DKB_glide-dock_XP_8000_343e.csv,Cn1nccc1-n1nc(-c2ccccc2)nc1CCN1CCCCCC1=O,YWXBMROMNGWVQU
O=C([N-]C(=S)Nc1ccc(Br)cn1)c1ccc(Cn2cc(Br)cn2)cc1,-8.33834,Done,D2064,D2064,9DKB_glide-dock_XP_8000_343e.csv,O=C([N-]C(=S)Nc1ccc(Br)cn1)c1ccc(Cn2cc(Br)cn2)cc1,UGUFBECMTKWSEA
CCN1CC2(CCC1=O)CCN(C(=O)CCc1csc(N)n1)CC2,-8.33801,Done,D5476,D5476,9DKB_glide-dock_XP_8000_343e.csv,CCN1CC2(CCC1=O)CCN(C(=O)CCc1csc(N)n1)CC2,KEBFPWUXXNTUGY
COc1cc2c(c(OC)c1OC)[C@@H](c1cc3c(cc1Cl)OCO3)CC(=O)N2,-8.33788,Done,D1369,D1369,9DKB_glide-dock_XP_8000_343e.csv,COc1cc2c(c(OC)c1OC)[C@@H](c1cc3c(cc1Cl)OCO3)CC(=O)N2,OYBPJYHXDAFDHN
C[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)N(Cc1ccc(F)cc1)C1CCCCC1,-8.33783,Done,D5661,D5661,9DKB_glide-dock_XP_8000_343e.csv,C[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)N(Cc1ccc(F)cc1)C1CCCCC1,KGJGXAZJLKZYBH
CCc1nc(-c2c3n(c(=O)n(CC(=O)NC4CCCCC4)c2=O)CCCC3)no1,-8.33778,Done,D4969,D4969,9DKB_glide-dock_XP_8000_343e.csv,CCc1nc(-c2c3n(c(=O)n(CC(=O)NC4CCCCC4)c2=O)CCCC3)no1,CFJXBXZUXTVGKH
C[C@@H]1C[C@@H](Sc2nnc(Cc3cccs3)n2CCc2ccccc2)C(=O)O1,-8.33769,Done,D5149,D5149,9DKB_glide-dock_XP_8000_343e.csv,C[C@@H]1C[C@@H](Sc2nnc(Cc3cccs3)n2CCc2ccccc2)C(=O)O1,VHTAWNVRRZUTPW
N#Cc1ccc(-c2cnccc2SC2(C(=O)[O-])CCC2)n2ccc(F)c12,-8.33734,Done,A197,A197,9DKB_glide-dock_XP_8000_343e.csv,N#Cc1ccc(-c2cnccc2SC2(C(=O)[O-])CCC2)n2ccc(F)c12,NSEPRGYHBOXZJA
CCc1ncc(-c2cc(C(=O)N3CCN(C)C(=O)[C@H]3C)c3cccc(C)c3n2)cn1,-8.33678,Done,D4784,D4784,9DKB_glide-dock_XP_8000_343e.csv,CCc1ncc(-c2cc(C(=O)N3CCN(C)C(=O)[C@H]3C)c3cccc(C)c3n2)cn1,AZPJJMIAZYVPTJ
Cc1noc(C)c1CO[C@@H]1CCN(C(=O)[C@@H]2C[C@H]2c2ccsc2)C1,-8.33591,Done,D940,D940,9DKB_glide-dock_XP_8000_343e.csv,Cc1noc(C)c1CO[C@@H]1CCN(C(=O)[C@@H]2C[C@H]2c2ccsc2)C1,SMQHVGUTFNSEDW
CCOC(=O)C1=C(N)N(c2cccc([N+](=O)[O-])c2)C2=CCCC(O)=C2[C@H]1c1ccc(OCC)cc1,-8.33433,Done,D5028,D5028,9DKB_glide-dock_XP_8000_343e.csv,CCOC(=O)C1=C(N)N(c2cccc([N+](=O)[O-])c2)C2=CCCC(O)=C2[C@H]1c1ccc(OCC)cc1,BSGFYEXFSUUVHX
COc1ccc(CCNC(=[NH2+])NCCNC(=O)c2ccccc2F)cc1,-8.33361,Done,D1743,D1743,9DKB_glide-dock_XP_8000_343e.csv,COc1ccc(CCNC(=[NH2+])NCCNC(=O)c2ccccc2F)cc1,UNFPLANBWCROAI
CC[C@H](C)N(C(=O)Cn1c(=O)cnc2ccccc21)[C@@H]1CCS(=O)(=O)C1,-8.33307,Done,D573,D573,9DKB_glide-dock_XP_8000_343e.csv,CC[C@H](C)N(C(=O)Cn1c(=O)cnc2ccccc21)[C@@H]1CCS(=O)(=O)C1,LVNUGJMHKJYCIJ
Cc1cc(Cl)c(Oc2ccc(S(=O)(=O)[N-]c3ccc(F)cn3)cc2C#N)cc1C#N,-8.3328,Done,A779,A779,9DKB_glide-dock_XP_8000_343e.csv,Cc1cc(Cl)c(Oc2ccc(S(=O)(=O)[N-]c3ccc(F)cn3)cc2C#N)cc1C#N,WKOAALWXERSELG
CC(C)C(=O)NC[C@@H]1CCCN(C(=O)c2c(-n3cccc3)sc3c2CCC3)C1,-8.33268,Done,D1952,D1952,9DKB_glide-dock_XP_8000_343e.csv,CC(C)C(=O)NC[C@@H]1CCCN(C(=O)c2c(-n3cccc3)sc3c2CCC3)C1,NIJCZNNXMYKYHW
Cc1ccc(C)n1CCN1CCN(C(=O)CSc2nc3ccccc3nc2N2CCOCC2)CC1,-8.33247,Done,D5268,D5268,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccc(C)n1CCN1CCN(C(=O)CSc2nc3ccccc3nc2N2CCOCC2)CC1,SYHDAUHOTVVALH
Cc1cccc(N2CCN(C(=O)c3nc(-c4cccs4)n(-c4ccc(F)cc4)n3)CC2)c1,-8.33182,Done,D1287,D1287,9DKB_glide-dock_XP_8000_343e.csv,Cc1cccc(N2CCN(C(=O)c3nc(-c4cccs4)n(-c4ccc(F)cc4)n3)CC2)c1,NUCHVRJQWOOOMQ
Cc1ccccc1C1(C(=O)NCc2ccccc2N2CCOCC2)CCOCC1,-8.33171,Done,D2628,D2628,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccccc1C1(C(=O)NCc2ccccc2N2CCOCC2)CCOCC1,WAPXOMCTQBPQLZ
Cc1ccc([C@@H]2CSCCN2C(=O)c2[n-]c(=O)[nH]c(=O)c2N)cc1,-8.33132,Done,D3709,D3709,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccc([C@@H]2CSCCN2C(=O)c2[n-]c(=O)[nH]c(=O)c2N)cc1,JPVGSSFXZUDJAA
CN(CCOc1ccc(Cl)cc1)Cc1nc2scc(-c3ccco3)c2c(=O)[nH]1,-8.33105,Done,D5614,D5614,9DKB_glide-dock_XP_8000_343e.csv,CN(CCOc1ccc(Cl)cc1)Cc1nc2scc(-c3ccco3)c2c(=O)[nH]1,ZXGXNNWDCKWYLI
O=S(=O)(NCCc1csc(-c2cccs2)n1)c1ccc2c(c1)OCCO2,-8.33065,Done,D2320,D2320,9DKB_glide-dock_XP_8000_343e.csv,O=S(=O)(NCCc1csc(-c2cccs2)n1)c1ccc2c(c1)OCCO2,BFRMPUJVLYONTO
CCN(CC(=O)NCc1ccc(F)cc1)C(=O)CN(C)S(=O)(=O)c1ccc(NC(C)=O)cc1,-8.33057,Done,D415,D415,9DKB_glide-dock_XP_8000_343e.csv,CCN(CC(=O)NCc1ccc(F)cc1)C(=O)CN(C)S(=O)(=O)c1ccc(NC(C)=O)cc1,QSCUBGYCUWJJRG
CCOC(=O)c1ccc(N(CC2CC2)C(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-8.32953,Done,D7378,D7378,9DKB_glide-dock_XP_8000_343e.csv,CCOC(=O)c1ccc(N(CC2CC2)C(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,IKKVDGQEUYJQLQ
O=C(c1c[nH]c(=O)c2ccccc12)N(Cc1ccccn1)C1CCCCC1,-8.32909,Done,D530,D530,9DKB_glide-dock_XP_8000_343e.csv,O=C(c1c[nH]c(=O)c2ccccc12)N(Cc1ccccn1)C1CCCCC1,WWUKBZTYBRIIKO
O=C(c1cccn1C1CC1)N1CC[C@@H](N(Cc2ccccc2)C(=O)c2cccn2C2CC2)C1,-8.32894,Done,D1429,D1429,9DKB_glide-dock_XP_8000_343e.csv,O=C(c1cccn1C1CC1)N1CC[C@@H](N(Cc2ccccc2)C(=O)c2cccn2C2CC2)C1,KCEOLQAARCIOTH
O=S1(=O)CCC(n2ccnc2-c2cccc(OCCCn3ccnc3)c2)CC1,-8.32847,Done,D3682,D3682,9DKB_glide-dock_XP_8000_343e.csv,O=S1(=O)CCC(n2ccnc2-c2cccc(OCCCn3ccnc3)c2)CC1,VCOFKXLMGIYTDB
CN1CCN(C(=O)CN2C(=O)N[C@]3(CCCc4ccccc43)C2=O)c2nc3ccccc3nc21,-8.32803,Done,D6146,D6146,9DKB_glide-dock_XP_8000_343e.csv,CN1CCN(C(=O)CN2C(=O)N[C@]3(CCCc4ccccc43)C2=O)c2nc3ccccc3nc21,GSIWUQSYTLVIBM
Cc1ccc(N2C[C@@H](C(=O)N3CCC(CSc4ccccn4)CC3)CC2=O)cc1,-8.32779,Done,D5087,D5087,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccc(N2C[C@@H](C(=O)N3CCC(CSc4ccccn4)CC3)CC2=O)cc1,GDJOOVVFJSVRKJ
Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccnn2Cc2cccs2)cc1,-8.32628,Done,D7274,D7274,9DKB_glide-dock_XP_8000_343e.csv,Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccnn2Cc2cccs2)cc1,XKFNAEGSANPDNL
Cc1ccc(Cc2cnc(NC(=O)c3ccc4c(c3)NC(=O)CCN4)s2)cc1F,-8.3262,Done,D3009,D3009,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccc(Cc2cnc(NC(=O)c3ccc4c(c3)NC(=O)CCN4)s2)cc1F,QELGAQJPNRUZHS
CN1CC[C@@H](C[NH2+]Cc2ccc(Br)c3cccnc23)CC1=O,-8.32573,Done,D6933,D6933,9DKB_glide-dock_XP_8000_343e.csv,CN1CC[C@@H](C[NH2+]Cc2ccc(Br)c3cccnc23)CC1=O,UGZVPPOWSMZTGY
O=C(N[C@H]1C[C@H](c2ccccc2F)C1)c1ccc(S(=O)(=O)NCc2cccs2)cc1,-8.32549,Done,D5745,D5745,9DKB_glide-dock_XP_8000_343e.csv,O=C(N[C@H]1C[C@H](c2ccccc2F)C1)c1ccc(S(=O)(=O)NCc2cccs2)cc1,YVZXVDGGELFELV
Cc1noc([C@H]2C[C@@H](O)CN2C(=O)C2(Cc3ccccc3)CCC2)n1,-8.32539,Done,D7029,D7029,9DKB_glide-dock_XP_8000_343e.csv,Cc1noc([C@H]2C[C@@H](O)CN2C(=O)C2(Cc3ccccc3)CCC2)n1,MGCHYBXFOQWSPR
CC1(C)CC(=O)C(=CNn2cnc3ccccc3c2=O)C(=O)C1,-8.32519,Done,D4716,D4716,9DKB_glide-dock_XP_8000_343e.csv,CC1(C)CC(=O)C(=CNn2cnc3ccccc3c2=O)C(=O)C1,HTLYYRFLLFFQPW
O=C(NCCc1cccc2cccnc12)Nc1ccc2c(c1)OC1(CCCC1)O2,-8.32493,Done,D1212,D1212,9DKB_glide-dock_XP_8000_343e.csv,O=C(NCCc1cccc2cccnc12)Nc1ccc2c(c1)OC1(CCCC1)O2,KRWYIVHGXKKTGI
O=C(Cc1ccc2c(c1)OCCO2)N1CCc2ccccc2C1,-8.32427,Done,D3385,D3385,9DKB_glide-dock_XP_8000_343e.csv,O=C(Cc1ccc2c(c1)OCCO2)N1CCc2ccccc2C1,BEUHYQNPAHGESP
CN(C)S(=O)(=O)c1ccc(C(=O)NCCn2nc(-c3ccco3)n(C3CC3)c2=O)cc1,-8.32391,Done,D2497,D2497,9DKB_glide-dock_XP_8000_343e.csv,CN(C)S(=O)(=O)c1ccc(C(=O)NCCn2nc(-c3ccco3)n(C3CC3)c2=O)cc1,ADBBSGWARBKQFT
CCC(CC)[C@H](CNC(=O)NCc1nnc2n1CCC2)[NH+]1CCCC1,-8.32357,Done,D4677,D4677,9DKB_glide-dock_XP_8000_343e.csv,CCC(CC)[C@H](CNC(=O)NCc1nnc2n1CCC2)[NH+]1CCCC1,DTVWLFQESJPKMD
CC1(C)C[C@@H]2C[C@@](C)(CN2C(=O)CCCN2CCCCC2=O)C1,-8.32312,Done,D5982,D5982,9DKB_glide-dock_XP_8000_343e.csv,CC1(C)C[C@@H]2C[C@@](C)(CN2C(=O)CCCN2CCCCC2=O)C1,QMRZHMAWUORSEJ
O=S(=O)(c1cccc2cnccc12)N(CCO)[C@@H]1CCc2ccccc21,-8.32231,Done,D244,D244,9DKB_glide-dock_XP_8000_343e.csv,O=S(=O)(c1cccc2cnccc12)N(CCO)[C@@H]1CCc2ccccc21,BGQUXBJXDTUZHZ
CCCCN1C(=O)c2ccc(C(=O)NC[C@@H]3COc4ccccc4O3)cc2C1=O,-8.32215,Done,D3694,D3694,9DKB_glide-dock_XP_8000_343e.csv,CCCCN1C(=O)c2ccc(C(=O)NC[C@@H]3COc4ccccc4O3)cc2C1=O,DCOAXNKLKJVCFE
Cc1nn(CC(C)C)c2sc(C(=O)O[C@H](C(=O)NC3CC3)c3ccc(F)cc3)cc12,-8.32215,Done,D5058,D5058,9DKB_glide-dock_XP_8000_343e.csv,Cc1nn(CC(C)C)c2sc(C(=O)O[C@H](C(=O)NC3CC3)c3ccc(F)cc3)cc12,SSTPOCGZGSQFFT
C#CCn1/c(=N/C(=O)c2cc3ccccc3oc2=O)sc2cc3c(cc21)OCCO3,-8.32206,Done,D4711,D4711,9DKB_glide-dock_XP_8000_343e.csv,C#CCn1/c(=N/C(=O)c2cc3ccccc3oc2=O)sc2cc3c(cc21)OCCO3,WOBLBLCNAGZAAH
O=C(CCSc1nc(Cl)nc2[nH]cnc12)Nc1ccc2c(c1)OCCO2,-8.32183,Done,D1066,D1066,9DKB_glide-dock_XP_8000_343e.csv,O=C(CCSc1nc(Cl)nc2[nH]cnc12)Nc1ccc2c(c1)OCCO2,PNJKFMFAWAZECD
O=C(NNC(=O)c1cnc2ccccc2n1)c1ccc2ccccc2n1,-8.32182,Done,D7950,D7950,9DKB_glide-dock_XP_8000_343e.csv,O=C(NNC(=O)c1cnc2ccccc2n1)c1ccc2ccccc2n1,NYFWSASEQJBFSU
CCn1nc(C(=O)NNC(=O)C2(c3cccc(Cl)c3)CC2)c2ccccc2c1=O,-8.3218,Done,D4923,D4923,9DKB_glide-dock_XP_8000_343e.csv,CCn1nc(C(=O)NNC(=O)C2(c3cccc(Cl)c3)CC2)c2ccccc2c1=O,QLPFEARMOKCHFD
Cc1ccc2c(c1)C(=O)N(CCC(=O)NCc1ccnc(-n3ccnc3)c1)C2=O,-8.32166,Done,D7072,D7072,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccc2c(c1)C(=O)N(CCC(=O)NCc1ccnc(-n3ccnc3)c1)C2=O,CKAYSNRPZOUYRV
C=CCn1c(-c2cc(C)oc2C)cn2cc(C(=O)NCCC(C)C)nc2c1=O,-8.3215,Done,D6716,D6716,9DKB_glide-dock_XP_8000_343e.csv,C=CCn1c(-c2cc(C)oc2C)cn2cc(C(=O)NCCC(C)C)nc2c1=O,BDYGNDLCNKBHFS
Cc1nn2ncccc2c1C(=O)NCc1ccccc1Cn1cccn1,-8.32126,Done,D7942,D7942,9DKB_glide-dock_XP_8000_343e.csv,Cc1nn2ncccc2c1C(=O)NCc1ccccc1Cn1cccn1,YJHGKKBYOZUTFZ
CCc1ccc(OCc2nnc(SCc3nnnn3-c3ccccc3)n2Cc2ccccc2)cc1,-8.32091,Done,D7440,D7440,9DKB_glide-dock_XP_8000_343e.csv,CCc1ccc(OCc2nnc(SCc3nnnn3-c3ccccc3)n2Cc2ccccc2)cc1,JXEIRKALOBHWJH
CCn1cc(CC(=O)N2CC[C@@H](CN3CCOC3=O)C2)cn1,-8.3207,Done,D6528,D6528,9DKB_glide-dock_XP_8000_343e.csv,CCn1cc(CC(=O)N2CC[C@@H](CN3CCOC3=O)C2)cn1,DJKMQTXZIQBQAG
Cn1c(=O)c(C[N@H+](C)[C@@H]2CCc3ccccc32)nc2ccccc21,-8.32053,Done,D4621,D4621,9DKB_glide-dock_XP_8000_343e.csv,Cn1c(=O)c(C[N@H+](C)[C@@H]2CCc3ccccc32)nc2ccccc21,XEVYMMFYUXTREM
CCc1nn(Cc2c(C)cccc2C)c2cc(CC(=O)[O-])ccc12,-8.32031,Done,A573,A573,9DKB_glide-dock_XP_8000_343e.csv,CCc1nn(Cc2c(C)cccc2C)c2cc(CC(=O)[O-])ccc12,MMQFTZZVWPKEGP
Cc1cc(C[C@@H]2CN(C(=O)CCc3nc4cc(F)ccc4[nH]3)C[C@@H]2O)[nH]n1,-8.31963,Done,D1093,D1093,9DKB_glide-dock_XP_8000_343e.csv,Cc1cc(C[C@@H]2CN(C(=O)CCc3nc4cc(F)ccc4[nH]3)C[C@@H]2O)[nH]n1,GVTSBPVHLSCPGA
CC(C)(C)n1ncc(-c2ccccc2)c1NC(=O)NCCN1CCNC1=O,-8.3195,Done,D5379,D5379,9DKB_glide-dock_XP_8000_343e.csv,CC(C)(C)n1ncc(-c2ccccc2)c1NC(=O)NCCN1CCNC1=O,FPZZSHLMRDVVHR
Cn1c(=O)cc(C(=O)NCc2cc(C3CC3)on2)c2ccccc21,-8.31924,Done,D2237,D2237,9DKB_glide-dock_XP_8000_343e.csv,Cn1c(=O)cc(C(=O)NCc2cc(C3CC3)on2)c2ccccc21,WGQVNZQMIHQLIG
CC1(C)NC(=O)N(CCCC(=O)Nc2ccccc2N2CCCC2)C1=O,-8.3192,Done,D672,D672,9DKB_glide-dock_XP_8000_343e.csv,CC1(C)NC(=O)N(CCCC(=O)Nc2ccccc2N2CCCC2)C1=O,FOLQOBIBLODEDM
O=C(CCn1cc(Cl)cn1)N[C@@H]1C[C@@H](C(=O)NC2CCC2)CC[C@H]1O,-8.31906,Done,D4870,D4870,9DKB_glide-dock_XP_8000_343e.csv,O=C(CCn1cc(Cl)cn1)N[C@@H]1C[C@@H](C(=O)NC2CCC2)CC[C@H]1O,LBNYKACENHRJAL
O/N=C(\Cc1ccc(Br)cc1)c1ccc(O)cc1O,-8.31889,Done,A21,A21,9DKB_glide-dock_XP_8000_343e.csv,O/N=C(\Cc1ccc(Br)cc1)c1ccc(O)cc1O,FWPXBKAQCQNVFM
CCOC(=O)c1[nH]c(C)c(C(=O)/N=c2/[nH]nc(CCCc3c[nH]c4ccccc34)[nH]2)c1C,-8.31873,Done,D1387,D1387,9DKB_glide-dock_XP_8000_343e.csv,CCOC(=O)c1[nH]c(C)c(C(=O)/N=c2/[nH]nc(CCCc3c[nH]c4ccccc34)[nH]2)c1C,YGZHRJDZDLIZGJ
O=C(Cc1ccc2c(c1)OCO2)N1C[C@H]2CC[C@@H]1CN(c1ncccn1)C2,-8.31835,Done,D495,D495,9DKB_glide-dock_XP_8000_343e.csv,O=C(Cc1ccc2c(c1)OCO2)N1C[C@H]2CC[C@@H]1CN(c1ncccn1)C2,RYTYKFPJNVYESW
Cc1ccc(C)c(Cn2nc(C)c3ncc(-c4nnn[n-]4)cc32)c1,-8.31828,Done,A725,A725,9DKB_glide-dock_XP_8000_343e.csv,Cc1ccc(C)c(Cn2nc(C)c3ncc(-c4nnn[n-]4)cc32)c1,KROOOJSCZWJDCP
OC[C@@]1(Cc2ccccc2F)CCCN(Cc2cnc(N3CCCC3)s2)C1,-8.31785,Done,D4578,D4578,9DKB_glide-dock_XP_8000_343e.csv,OC[C@@]1(Cc2ccccc2F)CCCN(Cc2cnc(N3CCCC3)s2)C1,HAKRBHNRZVXDIH
O=C(NCc1nnc2ccc(C(F)(F)F)cn12)c1nn(-c2ccc(F)cc2)c2c1CCCC2,-8.31695,Done,D2940,D2940,9DKB_glide-dock_XP_8000_343e.csv,O=C(NCc1nnc2ccc(C(F)(F)F)cn12)c1nn(-c2ccc(F)cc2)c2c1CCCC2,BXUSMQSGUVHMGF
Cc1n[nH]c(C)c1CNC(=O)N1CCC([C@H](O)CCc2ccccc2)CC1,-8.31504,Done,D1668,D1668,9DKB_glide-dock_XP_8000_343e.csv,Cc1n[nH]c(C)c1CNC(=O)N1CCC([C@H](O)CCc2ccccc2)CC1,AYBLINQTTHCVTN
CCOC(=O)c1cnc(N2CC(c3cnc4ccccc4n3)C2)nc1C,-8.31401,Done,D4361,D4361,9DKB_glide-dock_XP_8000_343e.csv,CCOC(=O)c1cnc(N2CC(c3cnc4ccccc4n3)C2)nc1C,ONIDXGVPZLPVTH
O=C(NC1CC1)c1nn(CCNS(=O)(=O)c2ccc3c(c2)CCC3)c2c1COCC2,-8.31389,Done,D4720,D4720,9DKB_glide-dock_XP_8000_343e.csv,O=C(NC1CC1)c1nn(CCNS(=O)(=O)c2ccc3c(c2)CCC3)c2c1COCC2,XQMGQXLIHWAKBV
Cc1ncc(C(=O)[O-])cc1C(=O)NCC1CCS(=O)(=O)CC1,-8.3137,Done,D5778,D5778,9DKB_glide-dock_XP_8000_343e.csv,Cc1ncc(C(=O)[O-])cc1C(=O)NCC1CCS(=O)(=O)CC1,LDOQSLWXTFXIHP
CCN1CCC2(CC1)OC(=O)C(C)=C2C(=O)NC1CCN(Cc2ccccc2)CC1,-8.31363,Done,D4513,D4513,9DKB_glide-dock_XP_8000_343e.csv,CCN1CCC2(CC1)OC(=O)C(C)=C2C(=O)NC1CCN(Cc2ccccc2)CC1,YTGYVSBOSONOPQ
CC(=O)N[C@H](CC(=O)Nc1c2c(nn1-c1ccccc1)CCC2)c1ccc(C)cc1,-8.31293,Done,D109,D109,9DKB_glide-dock_XP_8000_343e.csv,CC(=O)N[C@H](CC(=O)Nc1c2c(nn1-c1ccccc1)CCC2)c1ccc(C)cc1,FDEWZIAZMFAYRW
Cc1cccc2c1OCCC[C@H]2NCc1nnc2n1CCCCC2,-8.3122,Done,D2590,D2590,9DKB_glide-dock_XP_8000_343e.csv,Cc1cccc2c1OCCC[C@H]2NCc1nnc2n1CCCCC2,RRVVVTYFRIEYLK
COc1ccc2nc(NC(=O)CSc3nc(C4CC4)n(-c4ccccc4)n3)sc2c1,-8.31215,Done,D4022,D4022,9DKB_glide-dock_XP_8000_343e.csv,COc1ccc2nc(NC(=O)CSc3nc(C4CC4)n(-c4ccccc4)n3)sc2c1,YRDPQBZXBJONHZ
O=C(Cc1csc(-c2cccnc2)n1)N1Cc2ccccc2-c2ccccc21,-8.31193,Done,D2984,D2984,9DKB_glide-dock_XP_8000_343e.csv,O=C(Cc1csc(-c2cccnc2)n1)N1Cc2ccccc2-c2ccccc21,XVTMBUVISDWHCY
COc1ccc(NC(=O)c2ccc(Cn3nc(C)cc3C)o2)cc1NC(=O)c1ccccc1,-8.31188,Done,D4068,D4068,9DKB_glide-dock_XP_8000_343e.csv,COc1ccc(NC(=O)c2ccc(Cn3nc(C)cc3C)o2)cc1NC(=O)c1ccccc1,MLUJTLISNNDJKN
O=C1C[C@@H](N2CCN(c3ccccc3F)CC2)C(=O)N1c1ccc2c(c1)OCCO2,-8.31004,Done,D2588,D2588,9DKB_glide-dock_XP_8000_343e.csv,O=C1C[C@@H](N2CCN(c3ccccc3F)CC2)C(=O)N1c1ccc2c(c1)OCCO2,AAPJWKBUPUSNRI
COCCn1c(CO)nnc1[C@H]1C[C@@H](NC(=O)c2cnc3ccccc3n2)C1,-8.30947,Done,D1413,D1413,9DKB_glide-dock_XP_8000_343e.csv,COCCn1c(CO)nnc1[C@H]1C[C@@H](NC(=O)c2cnc3ccccc3n2)C1,OIIPFWBDZKRVER
N#Cc1cn(C2CC2)c(=O)n(Cc2cccc3ccccc23)c1=O,-8.30938,Done,D3056,D3056,9DKB_glide-dock_XP_8000_343e.csv,N#Cc1cn(C2CC2)c(=O)n(Cc2cccc3ccccc23)c1=O,LILMCDRYSLOBLC
O=C(CN1C(=O)[C@@]2(COc3ccccc3)C[C@H]2c2ccccc21)NCc1ccccc1Cl,-8.30891,Done,D3226,D3226,9DKB_glide-dock_XP_8000_343e.csv,O=C(CN1C(=O)[C@@]2(COc3ccccc3)C[C@H]2c2ccccc21)NCc1ccccc1Cl,BVZOSUGJFWBWET
CCc1ccc(N2C[C@@H](C(=O)OCC(=O)Nc3cc(C)nn3-c3ccccc3)CC2=O)cc1,-8.30816,Done,D1420,D1420,9DKB_glide-dock_XP_8000_343e.csv,CCc1ccc(N2C[C@@H](C(=O)OCC(=O)Nc3cc(C)nn3-c3ccccc3)CC2=O)cc1,IREXXTFHYKXXGB
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(-c3nnn[n-]3)cnc12,-8.30787,Done,A576,A576,9DKB_glide-dock_XP_8000_343e.csv,CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(-c3nnn[n-]3)cnc12,VJCWLQVRIFISJZ
Cc1nonc1C(=O)NCC(=O)N[C@@H]1COC[C@H]1Cc1ccncc1,-8.30769,Done,D315,D315,9DKB_glide-dock_XP_8000_343e.csv,Cc1nonc1C(=O)NCC(=O)N[C@@H]1COC[C@H]1Cc1ccncc1,ULDOIKSTESIEDW
O=C(CSc1nc2ccccc2s1)N1CCC(c2nc3ccccc3o2)CC1,-8.30758,Done,D6610,D6610,9DKB_glide-dock_XP_8000_343e.csv,O=C(CSc1nc2ccccc2s1)N1CCC(c2nc3ccccc3o2)CC1,RHFYTWIVSVUAFW
COC(=O)c1ccc(OCC(=O)NCc2ccc3c(c2)OCO3)cc1,-8.30752,Done,D4058,D4058,9DKB_glide-dock_XP_8000_343e.csv,COC(=O)c1ccc(OCC(=O)NCc2ccc3c(c2)OCO3)cc1,AABMPMRRVSPALB
COc1ccc(Cl)cc1N1C(=O)[C@@H]2CCCN2[C@H]1c1cccc(F)c1,-8.3068,Done,D5682,D5682,9DKB_glide-dock_XP_8000_343e.csv,COc1ccc(Cl)cc1N1C(=O)[C@@H]2CCCN2[C@H]1c1cccc(F)c1,ACZFESORWKUUIJ
Cc1cccc(CS(=O)(=O)c2nnc([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)o2)c1,-8.30537,Done,D6165,D6165,9DKB_glide-dock_XP_8000_343e.csv,Cc1cccc(CS(=O)(=O)c2nnc([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)o2)c1,PLKLULXRWFMWEX
O=C(COc1ccc(OCc2ccccc2)cc1)N1CCC[C@@H](c2nnc3ccccn23)C1,-8.30467,Done,D6267,D6267,9DKB_glide-dock_XP_8000_343e.csv,O=C(COc1ccc(OCc2ccccc2)cc1)N1CCC[C@@H](c2nnc3ccccn23)C1,DGCXJSIBLRHAON
