experiment,target,ligand_id,exhaustiveness,seed,mode,vina_score,pose_path
A,3RCD,EH40_05,16,20260727,1,-10.018,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_01.pdbqt
A,3RCD,EH40_05,16,20260727,2,-9.926,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_02.pdbqt
A,3RCD,EH40_05,16,20260727,3,-9.89,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_03.pdbqt
A,3RCD,EH40_05,16,20260727,4,-9.767,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_04.pdbqt
A,3RCD,EH40_05,16,20260727,5,-9.747,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_05.pdbqt
A,3RCD,EH40_05,16,20260727,6,-9.555,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_06.pdbqt
A,3RCD,EH40_05,16,20260727,7,-9.369,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_07.pdbqt
A,3RCD,EH40_05,16,20260727,8,-9.283,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_08.pdbqt
A,3RCD,EH40_05,16,20260727,9,-8.993,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_05/mode_09.pdbqt
A,3RCD,EH40_18,16,20260727,1,-12.331,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_01.pdbqt
A,3RCD,EH40_18,16,20260727,2,-11.957,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_02.pdbqt
A,3RCD,EH40_18,16,20260727,3,-11.938,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_03.pdbqt
A,3RCD,EH40_18,16,20260727,4,-10.93,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_04.pdbqt
A,3RCD,EH40_18,16,20260727,5,-10.617,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_05.pdbqt
A,3RCD,EH40_18,16,20260727,6,-10.412,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_06.pdbqt
A,3RCD,EH40_18,16,20260727,7,-10.355,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_07.pdbqt
A,3RCD,EH40_18,16,20260727,8,-10.201,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_08.pdbqt
A,3RCD,EH40_18,16,20260727,9,-9.782,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/mode_09.pdbqt
A,3RCD,EH40_23,16,20260727,1,-10.902,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_01.pdbqt
A,3RCD,EH40_23,16,20260727,2,-10.849,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_02.pdbqt
A,3RCD,EH40_23,16,20260727,3,-10.652,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_03.pdbqt
A,3RCD,EH40_23,16,20260727,4,-10.424,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_04.pdbqt
A,3RCD,EH40_23,16,20260727,5,-10.384,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_05.pdbqt
A,3RCD,EH40_23,16,20260727,6,-9.946,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_06.pdbqt
A,3RCD,EH40_23,16,20260727,7,-9.928,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_07.pdbqt
A,3RCD,EH40_23,16,20260727,8,-9.797,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_08.pdbqt
A,3RCD,EH40_23,16,20260727,9,-9.727,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/mode_09.pdbqt
A,3RCD,EH40_03,16,20260727,1,-10.299,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_01.pdbqt
A,3RCD,EH40_03,16,20260727,2,-9.943,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_02.pdbqt
A,3RCD,EH40_03,16,20260727,3,-9.401,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_03.pdbqt
A,3RCD,EH40_03,16,20260727,4,-9.374,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_04.pdbqt
A,3RCD,EH40_03,16,20260727,5,-9.241,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_05.pdbqt
A,3RCD,EH40_03,16,20260727,6,-9.143,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_06.pdbqt
A,3RCD,EH40_03,16,20260727,7,-9.132,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_07.pdbqt
A,3RCD,EH40_03,16,20260727,8,-8.806,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_08.pdbqt
A,3RCD,EH40_03,16,20260727,9,-8.739,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_03/mode_09.pdbqt
A,3RCD,EH40_04,16,20260727,1,-11.63,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_01.pdbqt
A,3RCD,EH40_04,16,20260727,2,-11.553,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_02.pdbqt
A,3RCD,EH40_04,16,20260727,3,-11.516,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_03.pdbqt
A,3RCD,EH40_04,16,20260727,4,-11.415,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_04.pdbqt
A,3RCD,EH40_04,16,20260727,5,-11.377,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_05.pdbqt
A,3RCD,EH40_04,16,20260727,6,-11.128,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_06.pdbqt
A,3RCD,EH40_04,16,20260727,7,-11.115,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_07.pdbqt
A,3RCD,EH40_04,16,20260727,8,-11.109,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_08.pdbqt
A,3RCD,EH40_04,16,20260727,9,-11.01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_04/mode_09.pdbqt
A,3RCD,EH40_09,16,20260727,1,-9.901,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_01.pdbqt
A,3RCD,EH40_09,16,20260727,2,-9.889,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_02.pdbqt
A,3RCD,EH40_09,16,20260727,3,-9.761,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_03.pdbqt
A,3RCD,EH40_09,16,20260727,4,-9.69,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_04.pdbqt
A,3RCD,EH40_09,16,20260727,5,-9.628,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_05.pdbqt
A,3RCD,EH40_09,16,20260727,6,-9.356,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_06.pdbqt
A,3RCD,EH40_09,16,20260727,7,-9.33,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_07.pdbqt
A,3RCD,EH40_09,16,20260727,8,-8.962,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_08.pdbqt
A,3RCD,EH40_09,16,20260727,9,-8.843,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_09/mode_09.pdbqt
A,3POZ,EH40_01,32,20260727,1,-10.598,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_01.pdbqt
A,3POZ,EH40_01,32,20260727,2,-10.393,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_02.pdbqt
A,3POZ,EH40_01,32,20260727,3,-10.243,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_03.pdbqt
A,3POZ,EH40_01,32,20260727,4,-10.147,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_04.pdbqt
A,3POZ,EH40_01,32,20260727,5,-10.126,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_05.pdbqt
A,3POZ,EH40_01,32,20260727,6,-10.113,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_06.pdbqt
A,3POZ,EH40_01,32,20260727,7,-10.059,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_07.pdbqt
A,3POZ,EH40_01,32,20260727,8,-9.807,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_08.pdbqt
A,3POZ,EH40_01,32,20260727,9,-9.789,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_01/mode_09.pdbqt
A,3POZ,EH40_02,32,20260727,1,-10.735,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_01.pdbqt
A,3POZ,EH40_02,32,20260727,2,-10.596,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_02.pdbqt
A,3POZ,EH40_02,32,20260727,3,-10.353,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_03.pdbqt
A,3POZ,EH40_02,32,20260727,4,-10.321,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_04.pdbqt
A,3POZ,EH40_02,32,20260727,5,-10.282,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_05.pdbqt
A,3POZ,EH40_02,32,20260727,6,-10.241,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_06.pdbqt
A,3POZ,EH40_02,32,20260727,7,-10.204,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_07.pdbqt
A,3POZ,EH40_02,32,20260727,8,-10.083,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_08.pdbqt
A,3POZ,EH40_02,32,20260727,9,-10.039,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_02/mode_09.pdbqt
A,3POZ,EH40_05,32,20260727,1,-10.128,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_01.pdbqt
A,3POZ,EH40_05,32,20260727,2,-9.726,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_02.pdbqt
A,3POZ,EH40_05,32,20260727,3,-9.664,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_03.pdbqt
A,3POZ,EH40_05,32,20260727,4,-9.569,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_04.pdbqt
A,3POZ,EH40_05,32,20260727,5,-9.519,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_05.pdbqt
A,3POZ,EH40_05,32,20260727,6,-9.389,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_06.pdbqt
A,3POZ,EH40_05,32,20260727,7,-9.381,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_07.pdbqt
A,3POZ,EH40_05,32,20260727,8,-9.38,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_08.pdbqt
A,3POZ,EH40_05,32,20260727,9,-9.259,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_05/mode_09.pdbqt
A,3POZ,EH40_18,32,20260727,1,-11.154,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_01.pdbqt
A,3POZ,EH40_18,32,20260727,2,-10.733,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_02.pdbqt
A,3POZ,EH40_18,32,20260727,3,-10.421,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_03.pdbqt
A,3POZ,EH40_18,32,20260727,4,-10.189,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_04.pdbqt
A,3POZ,EH40_18,32,20260727,5,-9.894,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_05.pdbqt
A,3POZ,EH40_18,32,20260727,6,-9.881,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_06.pdbqt
A,3POZ,EH40_18,32,20260727,7,-9.869,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_07.pdbqt
A,3POZ,EH40_18,32,20260727,8,-9.817,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_08.pdbqt
A,3POZ,EH40_18,32,20260727,9,-9.746,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_18/mode_09.pdbqt
A,3POZ,EH40_23,32,20260727,1,-11.472,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_01.pdbqt
A,3POZ,EH40_23,32,20260727,2,-11.45,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_02.pdbqt
A,3POZ,EH40_23,32,20260727,3,-10.711,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_03.pdbqt
A,3POZ,EH40_23,32,20260727,4,-10.673,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_04.pdbqt
A,3POZ,EH40_23,32,20260727,5,-10.644,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_05.pdbqt
A,3POZ,EH40_23,32,20260727,6,-10.547,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_06.pdbqt
A,3POZ,EH40_23,32,20260727,7,-10.493,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_07.pdbqt
A,3POZ,EH40_23,32,20260727,8,-10.396,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_08.pdbqt
A,3POZ,EH40_23,32,20260727,9,-10.224,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_23/mode_09.pdbqt
A,3POZ,EH40_03,32,20260727,1,-10.849,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_01.pdbqt
A,3POZ,EH40_03,32,20260727,2,-10.827,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_02.pdbqt
A,3POZ,EH40_03,32,20260727,3,-10.224,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_03.pdbqt
A,3POZ,EH40_03,32,20260727,4,-10.09,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_04.pdbqt
A,3POZ,EH40_03,32,20260727,5,-9.751,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_05.pdbqt
A,3POZ,EH40_03,32,20260727,6,-9.663,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_06.pdbqt
A,3POZ,EH40_03,32,20260727,7,-9.576,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_07.pdbqt
A,3POZ,EH40_03,32,20260727,8,-9.551,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_08.pdbqt
A,3POZ,EH40_03,32,20260727,9,-9.459,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_03/mode_09.pdbqt
A,3POZ,EH40_04,32,20260727,1,-11.902,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_01.pdbqt
A,3POZ,EH40_04,32,20260727,2,-11.871,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_02.pdbqt
A,3POZ,EH40_04,32,20260727,3,-11.821,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_03.pdbqt
A,3POZ,EH40_04,32,20260727,4,-11.796,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_04.pdbqt
A,3POZ,EH40_04,32,20260727,5,-11.586,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_05.pdbqt
A,3POZ,EH40_04,32,20260727,6,-11.499,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_06.pdbqt
A,3POZ,EH40_04,32,20260727,7,-11.387,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_07.pdbqt
A,3POZ,EH40_04,32,20260727,8,-11.352,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_08.pdbqt
A,3POZ,EH40_04,32,20260727,9,-11.331,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_04/mode_09.pdbqt
