target,asrun_rmsd_mode1,asrun_rmsd_best_of_9,asrun_best_mode,fixed_E8_rmsd_mode1,fixed_E8_rmsd_best_of_9,fixed_E8_best_mode,note
3POZ,9.514,1.015,2,9.483,0.955,5,as-run uses per-job random seeds; fixed uses seed=20260727
3RCD,1.869,1.869,1,1.941,1.941,1,as-run uses per-job random seeds; fixed uses seed=20260727
