experiment,target,ligand_id,exhaustiveness,seed,status,reason,log_path,pose_dir,all_pose_path,n_modes_written
B,3POZ,EH40_18,8,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed7/3POZ_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3POZ/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3POZ/EH40_18/all_modes.pdbqt,9
B,3POZ,EH40_23,8,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed7/3POZ_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3POZ/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3POZ/EH40_23/all_modes.pdbqt,9
B,3RCD,EH40_01,8,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed7/3RCD_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3RCD/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3RCD/EH40_01/all_modes.pdbqt,9
B,3RCD,EH40_18,8,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed7/3RCD_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3RCD/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3RCD/EH40_18/all_modes.pdbqt,9
B,3RCD,EH40_23,8,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed7/3RCD_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3RCD/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed7/3RCD/EH40_23/all_modes.pdbqt,9
B,3POZ,EH40_01,8,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed42/3POZ_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3POZ/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3POZ/EH40_01/all_modes.pdbqt,9
B,3POZ,EH40_18,8,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed42/3POZ_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3POZ/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3POZ/EH40_18/all_modes.pdbqt,9
B,3POZ,EH40_23,8,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed42/3POZ_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3POZ/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3POZ/EH40_23/all_modes.pdbqt,9
B,3RCD,EH40_01,8,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed42/3RCD_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3RCD/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3RCD/EH40_01/all_modes.pdbqt,9
B,3RCD,EH40_18,8,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed42/3RCD_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3RCD/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3RCD/EH40_18/all_modes.pdbqt,9
B,3RCD,EH40_23,8,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed42/3RCD_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3RCD/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed42/3RCD/EH40_23/all_modes.pdbqt,9
B,3POZ,EH40_01,8,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed20260727/3POZ_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3POZ/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3POZ/EH40_01/all_modes.pdbqt,9
B,3POZ,EH40_18,8,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed20260727/3POZ_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3POZ/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3POZ/EH40_18/all_modes.pdbqt,8
B,3POZ,EH40_23,8,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed20260727/3POZ_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3POZ/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3POZ/EH40_23/all_modes.pdbqt,9
B,3RCD,EH40_01,8,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed20260727/3RCD_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_01/all_modes.pdbqt,9
B,3RCD,EH40_18,8,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed20260727/3RCD_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_18/all_modes.pdbqt,9
B,3RCD,EH40_23,8,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E8_seed20260727/3RCD_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_23/all_modes.pdbqt,9
B,3POZ,EH40_01,16,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed7/3POZ_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3POZ/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3POZ/EH40_01/all_modes.pdbqt,9
B,3POZ,EH40_18,16,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed7/3POZ_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3POZ/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3POZ/EH40_18/all_modes.pdbqt,9
B,3POZ,EH40_23,16,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed7/3POZ_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3POZ/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3POZ/EH40_23/all_modes.pdbqt,9
B,3RCD,EH40_01,16,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed7/3RCD_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3RCD/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3RCD/EH40_01/all_modes.pdbqt,9
B,3RCD,EH40_18,16,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed7/3RCD_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3RCD/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3RCD/EH40_18/all_modes.pdbqt,9
B,3RCD,EH40_23,16,7,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed7/3RCD_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3RCD/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed7/3RCD/EH40_23/all_modes.pdbqt,9
B,3POZ,EH40_01,16,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed42/3POZ_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3POZ/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3POZ/EH40_01/all_modes.pdbqt,9
B,3POZ,EH40_18,16,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed42/3POZ_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3POZ/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3POZ/EH40_18/all_modes.pdbqt,9
B,3POZ,EH40_23,16,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed42/3POZ_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3POZ/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3POZ/EH40_23/all_modes.pdbqt,9
B,3RCD,EH40_01,16,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed42/3RCD_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3RCD/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3RCD/EH40_01/all_modes.pdbqt,9
B,3RCD,EH40_18,16,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed42/3RCD_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3RCD/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3RCD/EH40_18/all_modes.pdbqt,9
B,3RCD,EH40_23,16,42,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed42/3RCD_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3RCD/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed42/3RCD/EH40_23/all_modes.pdbqt,9
B,3POZ,EH40_01,16,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed20260727/3POZ_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/all_modes.pdbqt,9
B,3POZ,EH40_18,16,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed20260727/3POZ_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/all_modes.pdbqt,9
B,3POZ,EH40_23,16,20260727,skipped_duplicate,intentional skip: reuse Exp A same E/seed/target/ligand,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed20260727/3POZ_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/all_modes.pdbqt,9
B,3RCD,EH40_01,16,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed20260727/3RCD_EH40_01.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/all_modes.pdbqt,9
B,3RCD,EH40_18,16,20260727,success,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed20260727/3RCD_EH40_18.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_18/all_modes.pdbqt,9
B,3RCD,EH40_23,16,20260727,skipped_duplicate,intentional skip: reuse Exp A same E/seed/target/ligand,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/logs/E16_seed20260727/3RCD_EH40_23.log,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_23/all_modes.pdbqt,9
