repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type,p_active_nlrp3,nlrp3_percentile,nlrp3_pred_active,max_tanimoto_nlrp3_train,scaffold,rank_nlrp3,glide_score_xp,docking_status,pdb_id,nlrp3_glide_score_xp,nlrp3_docking_status,nlrp3_pdb_id,s_u_percentile,s_n_ml_percentile,s_n_dock_percentile,s_n_percentile,pareto_front
REP_06358,CHEMBL4297432,SLV-334,O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccc4ccccc34)C(=O)O)CCCC2)CCc2ccccc21,LOFDNSDPZTVIIO-VPUSJEBWSA-N,556.66,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1Nc2ccccc2CCC1NC(=O)C1(CCCCc2cccc3ccccc23)CCCC1,891,-15.6112530486063,docked,9DKB,-6.72764129173853,docked,7ALV,99.93108201240524,50.137835975189525,92.1433494141971,92.1433494141971,True
REP_03282,CHEMBL2105063,LANPROSTON,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C2(COc3cccc(Cl)c3)OCCO2)[C@H](O)C[C@@H]1O,RWTBSBMVEFAIJX-BOCWSOLPSA-N,466.96,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C(=CC1(COc2ccccc2)OCCO1)C1CCCC1,742,-14.1588155100215,docked,9DKB,-7.64801135416505,docked,7ALV,99.86216402481047,50.137835975189525,96.82977257064094,96.82977257064094,True
REP_07713,CHEMBL2324748,PF-05150122,CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,OGBDDOBYHJYBFF-UHFFFAOYSA-N,541.06,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=S(=O)(Nc1cscn1)c1ccc(Oc2ccccc2-c2ccnn2C2CNC2)cc1,1134,-13.1525334707959,docked,9DKB,-5.02244682202043,docked,7ALV,99.79324603721571,24.017918676774638,62.30186078566506,62.30186078566506,False
REP_05727,CHEMBL3545289,AZD2207,C[C@@H](NC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2cccc[n+]2O)[n+]1O)c1cccc(Cl)c1,GNYWBETUYIZBHL-CQSZACIVSA-P,499.35,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cc1cccc(NCCc2cccc[nH+]2)[nH+]1)NCc1ccccc1,674,-12.9571959915132,docked,9DKB,-6.11980450467747,docked,7ALV,99.72432804962095,50.137835975189525,84.63128876636802,84.63128876636802,False
REP_01801,CHEMBL145347,LASALOCID,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,BBMULGJBVDDDNI-OWKLGTHSSA-N,590.8,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(CCCCCc1ccccc1)CC1CCC(C2CCCCO2)O1,218,-12.9484985115172,docked,9DKB,-8.27416618590422,docked,7ALV,99.65541006202618,91.38525155065473,98.3459682977257,98.3459682977257,True
REP_06771,CHEMBL4871106,RUPITASERTIB,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,HXAUJHZZPCBFPN-QGZVFWFLSA-N,449.86,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.878073,83.76006731578315,True,,c1ccc(C(CN2CCC2)Nc2ncnc3ccccc23)cc1,1352,-12.832738135252,docked,9DKB,-1.79896849801001,docked,7ALV,99.58649207443143,15.230875258442452,9.028256374913857,15.230875258442452,False
REP_05773,CHEMBL3597634,GEMILUKAST,Cc1c(F)cccc1CCCCOc1ccc(C#Cc2ccc(F)c3c(CCCC(=O)O)c(C)n(CCCC(=O)O)c23)cc1,SILHYVDKGHXGBL-UHFFFAOYSA-N,601.69,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.68088704,82.46183435509076,True,,C(#Cc1cccc2cc[nH]c12)c1ccc(OCCCCc2ccccc2)cc1,1460,-12.7924423612497,docked,9DKB,-5.91872612995378,docked,7ALV,99.51757408683667,8.33907649896623,81.46106133700896,81.46106133700896,False
REP_08130,CHEMBL5095184,IMMH-010,CC1=C(OCc2cccc(-c3ccccc3)c2Br)C=C(OCc2cccnc2)C(CN[C@@H](CO)C(=O)OC(C)C)C1,PIRPOEMFYJJNFA-ACEFPKFPSA-N,621.57,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.6420898,82.17333814160355,True,,C1=C(OCc2cccc(-c3ccccc3)c2)C=C(OCc2cccnc2)CC1,1484,-12.7089567685307,docked,9DKB,-5.90974173456822,docked,7ALV,99.4486560992419,6.753962784286699,81.32322536181944,81.32322536181944,False
REP_00722,CHEMBL2178578,VERCIRNON,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,JRWROCIMSDXGOZ-UHFFFAOYSA-N,444.94,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(c1cc[nH+]cc1)c1ccccc1NS(=O)(=O)c1ccccc1,658,-12.6229979266008,docked,9DKB,-5.99904739457385,docked,7ALV,99.37973811164714,50.137835975189525,82.70158511371469,82.70158511371469,False
REP_05248,CHEMBL277689,SAMIXOGREL,O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,LGHLGTHRJNIRCA-ZXKDJJQISA-N,485.01,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C=C(c1ccc(CCNS(=O)(=O)c2ccccc2)cc1)c1cccnc1,899,-12.387236216519,docked,9DKB,-5.33714068797048,docked,7ALV,99.31082012405238,50.137835975189525,69.95175740868366,69.95175740868366,False
REP_07857,CHEMBL3909517,RINETERKIB,CNC[C@@H](NC(=O)c1ccc(-c2nc([C@H]3CC[C@H](O)[C@@H](F)C3)cnc2N)cc1F)c1cc(F)cc(Br)c1,YFCIFWOJYYFDQP-PTWZRHHISA-N,578.43,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(NCc1ccccc1)c1ccc(-c2cncc(C3CCCCC3)n2)cc1,187,-12.2057010325298,docked,9DKB,-4.03436578479808,docked,7ALV,99.24190213645761,91.38525155065473,38.59407305306684,91.38525155065473,False
REP_00794,CHEMBL297453,EPIGALOCATECHIN GALLATE,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR-WIYYLYMNSA-N,458.38,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.7658788,83.14701286212285,True,,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,1403,-12.1129929374084,docked,9DKB,-10.4513045562936,docked,7ALV,99.17298414886285,11.922811853893867,99.72432804962095,99.72432804962095,True
REP_05498,CHEMBL31601,REMIKIREN,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,UXIGZRQVLGFTOU-VQXQMPIVSA-N,630.85,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(CCc1ccccc1)NC(Cc1c[nH]cn1)C(=O)NC(CCC1CC1)CC1CCCCC1,1238,-12.053407631311,docked,9DKB,-1.93841163303311,docked,7ALV,99.1040661612681,24.017918676774638,9.78635423845624,24.017918676774638,False
REP_07767,CHEMBL3128043,PF-03758309,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,AYCPARAPKDAOEN-LJQANCHMSA-N,490.64,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCc1ccccc1)N1Cc2[nH]nc(Nc3ncnc4ccsc34)c2C1,769,-12.0412178522072,docked,9DKB,-2.29753881128002,docked,7ALV,99.03514817367332,50.137835975189525,12.47415575465196,50.137835975189525,False
REP_07818,CHEMBL3545378,MK-6592,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,SLUHYAXFRJQTGB-KRWDZBQOSA-N,529.98,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(c1ccccc1)N1CCC(Oc2nc(Nc3cc[nH]n3)cc(N3CC(C4CC4)C3)n2)C1,217,-11.9173043226992,docked,9DKB,-2.91130581365737,docked,7ALV,98.96623018607856,91.38525155065473,19.021364576154376,91.38525155065473,False
REP_02002,CHEMBL1628717,DRAFLAZINE,NC(=O)C1CN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl,IWMYIWLIESDFRZ-UHFFFAOYSA-N,604.53,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(CN1CCN(CCCCC(c2ccccc2)c2ccccc2)CC1)Nc1ccccc1,154,-11.9101504647435,docked,9DKB,-5.26195889015933,docked,7ALV,98.8973121984838,91.38525155065473,68.50447966919366,91.38525155065473,False
REP_07322,CHEMBL6068062,NACRESERTIB,COc1cc2nn([C@H]3CC[C@](C)(O)CC3)cc2cc1NC(=O)c1cccc(C)[n+]1[O-],XYPANWHZPSKPMX-CIEDQVTBSA-N,410.47,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1ccc2nn(C3CCCCC3)cc2c1)c1cccc[nH+]1,1325,-11.8547565385617,docked,9DKB,-4.55168118098889,docked,7ALV,98.82839421088903,24.017918676774638,51.20606478290834,51.20606478290834,False
REP_07997,CHEMBL4472508,CINTIRORGON,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,GULSIMHVQYBADX-FQEVSTJZSA-N,603.54,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=S(=O)(c1ccccc1)N1CCOc2ccc(-c3ccccc3)cc21,949,-11.8127881856629,docked,9DKB,-4.76912663241631,docked,7ALV,98.75947622329429,50.137835975189525,56.85733976567884,56.85733976567884,False
REP_07139,CHEMBL5315045,FOSIGOTIFATOR,O=C(COc1ccc(Cl)c(F)c1)NC12CCC(NC(=O)COc3ccc(Cl)c(F)c3)(CC1)[C@@H](OCOP(=O)(O)O)C2,IURMHIZNAHLQRX-ANYOXOOPSA-N,639.37,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(COc1ccccc1)NC12CCC(NC(=O)COc3ccccc3)(CC1)CC2,81,-11.7552643564928,docked,9DKB,-10.7444029135105,docked,7ALV,98.69055823569953,91.38525155065473,99.79324603721571,99.79324603721571,True
REP_05789,CHEMBL3639788,TELAGLENASTAT,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,PRAAPINBUWJLGA-UHFFFAOYSA-N,571.59,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cc1ccccc1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,608,-11.7427353161574,docked,9DKB,-6.40328062755419,docked,7ALV,98.62164024810475,50.137835975189525,88.28394210889043,88.28394210889043,False
REP_05578,CHEMBL329123,ETALOCIB,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,YFIZRWPXUYFCSN-UHFFFAOYSA-N,544.62,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Oc2cccc(OCCCOc3ccc(-c4ccccc4)cc3)c2)cc1,728,-11.728367596239,docked,9DKB,-4.09047506155326,docked,7ALV,98.55272226051,50.137835975189525,39.69676085458305,50.137835975189525,False
REP_00210,CHEMBL2105755,NALDEMEDINE,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,AXQACEQYCPKDMV-RZAWKFBISA-N,570.65,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCc1nc(-c2ccccc2)no1)C1=CC2Oc3cccc4c3C23CCN(CC2CC2)C(C4)C3C1,947,-11.6740726287326,docked,9DKB,-1.82928019821462,docked,7ALV,98.48380427291524,50.137835975189525,9.166092350103373,50.137835975189525,False
REP_07008,CHEMBL5314429,TAMNORZATINIB,COc1cc2nccc(Oc3ccc(NC(=O)c4cc5c(n(-c6ccccc6)c4=O)CCCC5=O)nc3)c2cc1OC,WHMMKPWGWNYYFE-UHFFFAOYSA-N,562.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C1CCCc2c1cc(C(=O)Nc1ccc(Oc3ccnc4ccccc34)cn1)c(=O)n2-c1ccccc1,333,-11.6533700988889,docked,9DKB,-3.83105845580712,docked,7ALV,98.41488628532046,75.63749138525155,34.321157822191594,75.63749138525155,False
REP_07065,CHEMBL5314505,BEMFIVASTATIN,CC(C)c1c(C(=O)Nc2ccc(CO)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,PMFRPLBQEYHUMG-VSGBNLITSA-N,588.68,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,723,-11.6457316096897,docked,9DKB,-5.6192713686577,docked,7ALV,98.3459682977257,50.137835975189525,76.36113025499655,76.36113025499655,False
REP_06256,CHEMBL4277900,CROZBACICLIB,CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,AEFFENQISAXIKE-UHFFFAOYSA-N,488.59,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,C1=Nc2ccc(-c3ccnc(Nc4ccc(C5CCNCC5)cn4)n3)cc2C12CCCC2,320,-11.6028176789366,docked,9DKB,-0.861832271038262,docked,7ALV,98.27705031013095,75.63749138525155,4.686423156443831,75.63749138525155,False
REP_03254,CHEMBL2105012,IOPRONIC ACID,CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)O,YMFIJXDFAPHJIN-UHFFFAOYSA-N,673.02,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccccc1,746,-11.5981205462429,docked,9DKB,-4.5162816384236,docked,7ALV,98.20813232253617,50.137835975189525,50.24121295658166,50.24121295658166,False
REP_08185,CHEMBL5314603,TREPROSTINIL PHOSPHATE,CCCCC[C@@H](CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1OP(=O)(O)O)OP(=O)(O)O,IERCXWVEMYXPMR-KSSXRGRSSA-N,550.48,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.6472298,82.20940016828946,True,,c1ccc2c(c1)CC1CCCC1C2,1481,-11.5735971082413,docked,9DKB,-7.95084397402886,docked,7ALV,98.13921433494141,6.960716747070986,97.7946243969676,97.7946243969676,False
REP_00303,CHEMBL4594217,CANAGLIFLOZIN,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,444.52,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc(-c2ccc(Cc3cccc(C4CCCCO4)c3)s2)cc1,329,-11.5674972834702,docked,9DKB,-7.09682119224537,docked,7ALV,98.07029634734666,75.63749138525155,94.00413507925569,94.00413507925569,False
REP_05827,CHEMBL3689071,NARMAFOTINIB,COc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,AWJVIOYPZZZYAX-UHFFFAOYSA-N,527.59,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(CCc2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc1,1116,-11.5449593057224,docked,9DKB,-5.36128892617589,docked,7ALV,98.0013783597519,24.017918676774638,70.70985527222605,70.70985527222605,False
REP_03976,CHEMBL2106360,HEPRONICATE,CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1,GUIBJJJLGSYNKE-UHFFFAOYSA-N,505.57,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(OCC(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,801,-11.5400270017696,docked,9DKB,-6.21045272696785,docked,7ALV,97.93246037215714,50.137835975189525,85.9407305306685,85.9407305306685,False
REP_04855,CHEMBL2110980,MIOFLAZINE,NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1,VWXFUOAKGNJSBI-UHFFFAOYSA-N,575.49,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(CN1CCN(CCCC(c2ccccc2)c2ccccc2)CC1)Nc1ccccc1,1290,-11.4821043722251,docked,9DKB,-4.4032138727068,docked,7ALV,97.86354238456238,24.017918676774638,47.27773949000689,47.27773949000689,False
REP_00961,CHEMBL428690,ALVOCIDIB,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,BIIVYFLTOXDAOV-YVEFUNNKSA-N,401.85,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,883,-11.4817609533879,docked,9DKB,-6.32883861829735,docked,7ALV,97.7946243969676,50.137835975189525,87.45692625775328,87.45692625775328,False
REP_03699,CHEMBL2105631,BUDIODARONE,CC[C@H](C)OC(=O)Cc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,ZXOSVKYCXLTVGS-KRWDZBQOSA-N,703.36,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(c1ccccc1)c1coc2ccccc12,974,-11.478707939026,docked,9DKB,-6.20070827852253,docked,7ALV,97.72570640937285,50.137835975189525,85.80289455547899,85.80289455547899,False
REP_04573,CHEMBL2107622,ASCORBYL GAMOLENATE,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,FLRQOWAOMJMSTP-JJTRIOAGSA-N,436.55,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1C=CCO1,847,-11.449905941302,docked,9DKB,-7.06328311895967,docked,7ALV,97.65678842177809,50.137835975189525,93.86629910406616,93.86629910406616,False
REP_05024,CHEMBL2218915,BERVASTATIN,CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,ZADJRRFMOOACHL-BUHFOSPRSA-N,466.55,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,C1=C(c2ccccc2)c2ccccc2OC12CCCC2,48,-11.4444867757149,docked,9DKB,-5.42463778320098,docked,7ALV,97.58787043418332,91.38525155065473,71.60578911095796,91.38525155065473,False
REP_07258,CHEMBL600325,PROSCILLARIDIN,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,MYEJFUXQJGHEQK-ALRJYLEOSA-N,530.66,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=c1ccc(C2CCC3C2CCC2C4CCC(OC5CCCCO5)C=C4CCC23)co1,1236,-11.4309614257139,docked,9DKB,-6.35139730199079,docked,7ALV,97.51895244658856,24.017918676774638,87.66368022053757,87.66368022053757,False
REP_07069,CHEMBL5314510,CANLITINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCCCC(=O)O,PCKYITPVOLEZKL-UHFFFAOYSA-N,619.62,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1,774,-11.4065742802492,docked,9DKB,-3.55438989366867,docked,7ALV,97.4500344589938,50.137835975189525,29.08339076498966,50.137835975189525,False
REP_06877,CHEMBL5095102,INIXACICLIB,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,YZSCPLGKKMSBMV-UHFFFAOYSA-N,480.56,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1cc(-c2ccc3c(c2)NCCO3)nc(Nc2ccc(C3CCNCC3)cn2)n1,866,-11.3829062189064,docked,9DKB,-0.421469188677437,docked,7ALV,97.38111647139903,50.137835975189525,3.8594073053066835,50.137835975189525,False
REP_05802,CHEMBL3657311,IFEBEMTINIB,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)N(C)C3)n1,ULMMVBPTWVRPSI-UHFFFAOYSA-N,588.56,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NC1CCNCC1)c1ccc(Nc2nccc(Oc3cccc4c3C(=O)NC4)n2)cc1,607,-11.3585243212161,docked,9DKB,-2.64646396448532,docked,7ALV,97.31219848380427,50.137835975189525,15.57546519641626,50.137835975189525,False
REP_02391,CHEMBL1951575,VIDUPIPRANT,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,PFWVGKROPKKEDW-UHFFFAOYSA-N,609.5,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccc(C2CC2)cc1,1089,-11.3491411619704,docked,9DKB,-5.74954778307216,docked,7ALV,97.24328049620951,50.137835975189525,78.842177808408,78.842177808408,False
REP_07034,CHEMBL5314469,MERIGOLIX,O=C(O)CCCN[C@@H](Cn1c(=O)c2c(n(Cc3c(F)cccc3C(F)(F)F)c1=O)COC21CCN(Cc2ccc(C(F)(F)F)o2)CC1)c1ccccc1,LJPSGSMPGVITHK-MHZLTWQESA-N,752.68,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=c1c2c(n(Cc3ccccc3)c(=O)n1CCc1ccccc1)COC21CCN(Cc2ccco2)CC1,372,-11.3481054320319,docked,9DKB,-4.34854561880937,docked,7ALV,97.17436250861475,75.63749138525155,45.96829772570641,75.63749138525155,False
REP_08135,CHEMBL5095192,PF-06952229,CC(C)c1cnc(-c2cc(Cl)ccc2F)cc1Nc1ccncc1C(=O)NC(CO)CO,IPBLCOKXDQHSQW-UHFFFAOYSA-N,458.92,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2cc(Nc3ccncc3)ccn2)cc1,1026,-11.338002427711,docked,9DKB,-7.17815447010947,docked,7ALV,97.10544452101999,50.137835975189525,94.55547898001379,94.55547898001379,False
REP_00800,CHEMBL3039505,VERCIRNON SODIUM,CC(C)(C)c1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,PSSWJOXNWMJQDM-UHFFFAOYSA-M,443.93,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(c1cc[nH+]cc1)c1ccccc1[N-]S(=O)(=O)c1ccccc1,689,-11.3317383244287,docked,9DKB,-6.64106516388019,docked,7ALV,97.03652653342523,50.137835975189525,91.17849758787044,91.17849758787044,False
REP_08055,CHEMBL4650286,M4344,Nc1nn2cc(F)cnc2c1C(=O)Nc1cncc(F)c1N1CCC(C(=O)N2CCN(C3COC3)CC2)CC1,QAYHKBLKSXWOEO-UHFFFAOYSA-N,541.56,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1cnccc1N1CCC(C(=O)N2CCN(C3COC3)CC2)CC1)c1cnn2cccnc12,256,-11.3188560286016,docked,9DKB,-3.01071208083479,docked,7ALV,96.96760854583046,91.38525155065473,20.744314266023434,91.38525155065473,False
REP_05610,CHEMBL333325,FOSRAVUCONAZOLE,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,SYTNEMZCCLUTNX-NPMXOYFQSA-N,547.48,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2csc(CC(Cn3cncn3)c3ccccc3)n2)cc1,696,-11.311407995744,docked,9DKB,-10.8593391446367,docked,7ALV,96.8986905582357,50.137835975189525,99.93108201240524,99.93108201240524,True
REP_06129,CHEMBL3989969,OPIGOLIX,C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F,CWNLBPBIFALUQD-GFCCVEGCSA-N,544.51,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(C(C(=O)c1ccccc1)=C1Nc2ccccc2N1)c1ccccc1,1121,-11.295916346118,docked,9DKB,-6.51911239804258,docked,7ALV,96.82977257064094,24.017918676774638,89.80013783597519,89.80013783597519,False
REP_08014,CHEMBL4580266,KIO-100,O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1ccsc1C(=O)O,VNDUHYWEWRRBFJ-UHFFFAOYSA-N,479.33,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccsc1,1308,-11.2918624784029,docked,9DKB,-5.07346770343142,docked,7ALV,96.76085458304617,24.017918676774638,64.16264645072364,64.16264645072364,False
REP_01493,CHEMBL1209734,BMS-986094,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,YFXGICNMLCGLHJ-RSKRLRQZSA-N,658.65,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)Oc1cccc2ccccc12,1231,-11.2821395802923,docked,9DKB,-8.19938411628741,docked,7ALV,96.69193659545141,24.017918676774638,98.07029634734666,98.07029634734666,False
