smiles,pred_pAct_JNK1,pred_pAct_JNK2,pred_pAct_JNK3,pred_delta_min_computed,pred_delta_min,prob_JNK1_selective,sa,qed,final_score
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,8.003327,7.251143,5.877574,0.7521844,0.35545546,0.9993248,3.005780680883433,0.46332324742634484,0.2569197059470582
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,7.6459227,7.3066907,5.994923,0.33923197,0.35295147,0.9966822,2.90112153122808,0.5920066748802546,0.255329871948508
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@@H](O)CC3)n2)CC1,7.6459227,7.3066907,5.994923,0.33923197,0.35295147,0.9966822,2.90112153122808,0.5920066748802546,0.255329871948508
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CC#N)CC5)cccc43)n2)CC1,7.8688946,7.2526364,5.7655435,0.61625814,0.35421196,0.99921405,2.964582403019497,0.46931843337502827,0.25283597983867884
CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.7405806,7.3136907,6.0481787,0.4268899,0.35272878,0.9974256,2.9170108809345496,0.5237045616796614,0.251430973233554
