smiles,pred_pAct_JNK1,pred_pAct_JNK2,pred_pAct_JNK3,pred_delta_min_computed,pred_delta_min,prob_JNK1_selective,sa,qed,final_score
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,8.003327,7.251143,5.877574,0.7521844,0.35545546,0.9993248,3.005780680883433,0.46332324742634484,0.2569197059470582
