smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3
O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.68,8.05
O=C(Cn1c(=O)ccc2c(C(F)(F)F)cccc21)Nc1scc(Br)c1-c1ncn[nH]1,,,7.15
O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.92,8.22
O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.17,7.72
N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,,8.0,8.7
N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,,8.0,8.7
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncco1,,7.18,8.22
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,,,7.82
Cn1cnc(-c2c(Br)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,,7.89,8.52
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,,7.21,7.96
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1ncco1,,7.54,8.1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1nccs1,,7.28,8.05
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,,7.77,8.1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(Cl)c(Cl)c2)ncc1C(F)(F)F,,,7.0
NC(=O)c1ccccc1Nc1ccnc(Oc2ccccc2)c1,,,6.28
NC(=O)c1ccccc1Nc1ccnc(Oc2ccc(N3CCNCC3)cc2)c1,,,7.16
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(F)cn2)cc1,,,7.32
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,,,7.82
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.43
COc1cccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c1,,,7.16
COc1ccccc1Oc1cc(Nc2ccccc2C(N)=O)c(C(F)(F)F)cn1,,,5.46
NC(=O)c1ccccc1Nc1cc(Oc2ccc(OC(F)(F)F)cc2)ncc1C(F)(F)F,,,7.46
CCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,6.96
CCCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,6.85
CC(C)(C)Oc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.57
NC(=O)c1ccccc1Nc1cc(Oc2ccc(F)cc2)ncc1C(F)(F)F,,,6.7
NC(=O)c1ccccc1Nc1cc(Oc2ccc(Br)cc2)ncc1C(F)(F)F,,,6.42
NC(=O)c1ccccc1Nc1cc(Oc2cccc(Cl)c2)ncc1C(F)(F)F,,,6.7
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c(Cl)c1,,,7.0
NC(=O)c1ccccc1Nc1cc(Oc2cccc3ccccc23)ncc1C(F)(F)F,,,6.0
NC(=O)c1ccccc1Nc1cc(Oc2ccc3ccccc3c2)ncc1C(F)(F)F,,,6.5
NC(=O)c1ccccc1Nc1cc(Oc2ccc3c(c2)OCO3)ncc1C(F)(F)F,,,7.32
NC(=O)c1ccccc1Nc1cc(Oc2ccc(-n3cncn3)cc2)ncc1C(F)(F)F,,,7.1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(N3CCNCC3)cc2)ncc1C(F)(F)F,,,7.47
NC(=O)c1ccccc1Nc1cc(Oc2ccc(-c3cccnc3)cc2)ncc1C(F)(F)F,,,7.14
COc1ccc(Oc2cc(Nc3cccc(Cl)c3C(N)=O)c(C(F)(F)F)cn2)cc1,,,5.66
COc1ccc(Oc2cc(Nc3cccc(OC)c3C(N)=O)c(C(F)(F)F)cn2)cc1,,,5.66
COc1ccc(Oc2cc(Nc3ccc(F)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.35
COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.52
COc1ccc(Oc2cc(Nc3cc(F)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.31
COc1ccc(Oc2cc(Nc3cc(Cl)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.11
COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.77
COc1ccc(Oc2cc(Nc3c(F)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.22
COc1ccc(Oc2cc(Nc3c(Cl)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,6.8
CNC(=O)c1ccccc1Nc1cc(Oc2ccc(OC)cc2)ncc1Cl,,,6.77
COc1ccc(Oc2cc(Nc3ccccc3-c3nc[nH]n3)c(Cl)cn2)cc1,,,6.85
COc1ccc(Oc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,,,8.15
COc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CCCC4)c3n2)cc1,,6.1,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,,6.92,
COc1ccc(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)cc1,,6.89,
COc1ccc(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)cc1,,7.34,
CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,,6.44,
CCNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,,6.85,
CC(C)Nc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,,7.18,
Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CCCC1,,7.34,
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,,8.0,
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,,7.58,
CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,,6.37,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C(C)C)c3n2)cc1,,7.08,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,,6.85,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(-c4ccccc4)c3n2)cc1,,6.0,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@H](N)CC4)c3n2)cc1,,6.62,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](O)CC4)c3n2)cc1,,7.85,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,,7.28,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1,,7.66,
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,,8.05,
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCCC4)c3n2)CC1,,7.96,
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,,7.6,
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,,8.3,
CCn1c(C)cs/c1=N/C(=O)c1ccccc1O,,,4.39
NC(=S)N/N=C1\NC(=O)/C(=C/c2ccc3c(c2)OCO3)S1,,5.984999999999999,
C/C(=N/Cc1ccco1)C1=C(O)c2ccccc2C1=O,,,4.51
C[C@@H]1[C@H](C)[C@H](c2ccc3c(c2)OCO3)O[C@H]1c1ccc2c(c1)OCO2,,5.6,
COc1cccc(C2c3cc4c(cc3OC(NCCO)C2C)OCO4)c1OC,,5.66,
N#CC(c1ccnc(Cl)n1)c1nc2ccccc2s1,,6.3,
CCOC(=O)c1cccc2c1-c1ccccc1/C2=N/O,,,4.94
O=C(CC(C(=O)O)c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,,4.67,
COC(=O)c1cccc2c1-c1ccccc1/C2=N/O,,,5.05
CC(=O)N1CCC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,,,8.3
CC(=O)N1CCC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,,,8.0
CO[C@H]1CC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,,,7.82
CCOc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OCC)c2)ccn1,,,6.16
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,,,7.5
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,,,8.1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)C1,,,8.05
Fc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3F)c2)ccn1,,,7.5
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOC1,,,8.15
CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,,,6.63
Nc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3N)c2)ccn1,,,6.97
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1,,,8.285
CC(=O)N1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,,,7.36
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,,,8.22
Cc1cnc(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)cn1,,,7.48
Cc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3C)c2)ccn1,,,6.19
Fc1ccc(Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)cc1,,,7.77
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,,,7.82
CCOc1nc(NC(=O)Cc2cccc(C)c2)cc(N)c1C#N,,6.1,
CCOc1nc(NC(=O)Cc2ccccc2C)cc(N)c1C#N,,6.13,
CCOc1nc(NC(C)=O)cc(N)c1C#N,,5.96,
CCOc1nc(NC(=O)CN2CCOCC2)cc(N)c1C#N,,5.92,
CCOc1nc(NC(=O)C(C)C)cc(N)c1C#N,,5.08,
CC(=O)Nc1cc(N)c(C#N)c(NC(C)C)n1,,5.52,
CCOc1nc(NC(=O)Cc2ccc(C)cc2)cc(N)c1C#N,,6.44,
CCOc1nc(NC(=O)Cc2cccc(OC)c2)cc(N)c1C#N,,6.51,
CCOc1nc(NC(=O)Cc2ccc(Cl)cc2)cc(N)c1C#N,,6.21,
CCOc1nc(NC(=O)CN(CC)CC)cc(N)c1C#N,,5.2,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(Cl)n2)cc1,,5.36,
CCOc1nc(NC(=O)Cc2cc(OC)c([N+](=O)[O-])cc2OC)cc(N)c1C#N,,7.0,
CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,,7.39,
CCCCNC(=O)C1CCN(CC(=O)Nc2cc(N)c(C#N)c(OCC)n2)CC1,,6.75,
CCOc1nc(NC(=O)Cc2cc(OC)c(NC(C)=O)cc2OC)cc(N)c1C#N,,7.58,
CCOc1nc(NC(=O)CN2CCC(O)CC2)cc(N)c1C#N,,6.19,
CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,,5.11,
CCOc1nc(NC(=O)CC(C)C)cc(N)c1C#N,,5.46,
CC(=O)Nc1cc(N)c(C#N)c(OCCC(=O)O)n1,,5.31,
COc1nc(NC(C)=O)cc(N)c1C#N,,5.35,
COc1ccc(OC)c(CC(=O)Nc2cc(N)c(C#N)c(OCCO)n2)c1,,6.62,
CCOc1nc(NC(=O)Cc2cccc(Cl)c2)cc(N)c1C#N,,6.05,
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,,6.8,7.85
CCOc1nc(NC(=O)Cc2ccccc2OC)cc(N)c1C#N,,6.58,
COc1ccc(OC)c(CC(=O)Nc2cc(N)c(C#N)cn2)c1,,5.29,
CCOc1nc(NC(=O)Cc2ccccc2)cc(N)c1C#N,,6.11,
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,,7.16,
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,,6.82,
COCCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,,6.57,
CCOc1nc(C(=O)NCc2ccccc2)cc(N)c1C#N,,6.72,
CCOc1nc(C(=O)NCc2ccc(-c3ccc(C(=O)O)cc3)nc2)cc(N)c1C#N,,7.96,
CCOc1nc(C(=O)NC)cc(N)c1C#N,,6.21,
CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)cc(N)c1C#N,,6.92,
Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,,6.55,
C[C@@H]1[C@H](C)[C@@H](c2ccc3c(c2)OCO3)O[C@@H]1c1ccc2c(c1)OCO2,,5.63,
N=C1NC2C(/N=N/c3ccc(Br)cc3)C(=N)NN2c2[nH][nH]c(=N)c21,,4.545,
COc1ccc(-c2nnc3sc4c5ccccc5ccc4n23)cc1,,4.529999999999999,
Cc1ccc(/N=N/c2c(=N)[nH]n3cc4c(nc23)CCCC4)cc1,,4.77,
COc1ccc(/N=N/c2c(=N)[nH]n3cc4c(nc23)CCC4)cc1,,4.96,
COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,,6.77,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCN)n2)cc1,5.8,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(/C=C/CCO)n2)cc1,6.77,,
CC(C)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.17,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCO)n2)cc1,7.03,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccc(C(=O)O)s3)n2)cc1,6.6,,
COc1ccc(Oc2nc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc(N)c2C#N)cc1,6.38,,
C/C=C\c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.82,,
CC(C)COc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.06,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3)n2)cc1,7.09,,
COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,,6.66,
COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,,6.75,
COC(=O)c1c(CN2CCN(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,6.29,
COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,6.85,
COC(=O)c1c(CN2CCOCC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,6.05,
COC(=O)c1c(CN2CC[C@@H](S(C)(=O)=O)C2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,5.88,
COC(=O)c1c(CN2CC[C@H](S(C)(=O)=O)C2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,6.27,
COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C)nc2n1-c1ccccc1,,6.72,
COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,,6.54,
O=c1c2ccccc2n(-c2ccccc2)c(=O)n1Cc1ccccc1,,5.03,
O=c1c2ccc(Cl)cc2n(-c2ccccc2)c(=O)n1Cc1ccccc1,,5.42,
COC(=O)c1c(Cc2ccccc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,,6.02,
CNS(=O)(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,,6.77,
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,,7.03,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,,7.3,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,7.16,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCC(O)CC3)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,6.7,
COC(=O)c1c(Cc2ccc(S(=O)(=O)CCO)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,,6.66,
COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,,7.19,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,,7.55,
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3nc(C)ccc3c2=O)cc1,,7.06,
CC(C)Oc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.82,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3CO)n2)cc1,6.24,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3CNCc3ccccc3)n2)cc1,5.7,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CC3)n2)cc1,7.5,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCc3ccccc3)n2)cc1,6.09,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCc3ccccc3)n2)cc1,6.58,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCNC(N)=O)n2)cc1,7.03,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccnc3)n2)cc1,6.5,,
CC(C)NC(=O)c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.37,,
COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C)nc2n1-c1cccc(N)c1,,7.5,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1/C=C/C(C)(C)C,5.53,,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1/C=C/C#N,6.39,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cncnc3)n2)cc1,6.21,,
C/C=C/c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.32,,
C#C/C=C/c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,7.1,,
CN(C)CCNc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,5.14,,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C(N)=O,6.5,,
C[C@@H](CO)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.75,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CCC3)n2)cc1,7.07,,
COc1cccc(-c2nc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc(N)c2C#N)c1,6.37,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCC(N)=O)n2)cc1,7.18,,
Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,,7.73,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(O)c3)n2)cc1,6.7,,
C=Cc1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,5.93,,
CCCNC(=O)c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,5.28,,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#CCO,5.96,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(Cl)c3)n2)cc1,5.93,,
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4)cnc32)c1,,,6.77
O=C(NCCCN1CCOCC1)c1ccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)cc1,,,7.48
Cc1cccc(CC(=O)Nc2cnn(-c3cccc(C(=O)NC4CCOC(C)(C)C4)c3)c2)c1,,,5.96
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,,,7.62
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,,,7.92
CCOc1ccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)cc1OC,,,7.34
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)cc(OC)c1OC,,,7.23
Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)ccc1N1CCOCC1,,,7.5
Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)ccc1N1CCOCC1,,,7.42
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,,,7.27
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)c1,,,7.11
COc1ccccc1Nc1ccc2c(cnn2-c2cccc(C(=O)NCCCN3CCOCC3)c2)c1,,,7.37
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,,,7.66
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,,,7.82
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)c1,,,6.92
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)c1,,,6.6
O=C(NCCO)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,,,7.46
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccn4)ccc32)c1,,,5.85
NC(=O)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,,,7.2
CN1CCN(CCNC(=O)c2cccc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,,,7.3
Cc1cccc(Nc2ccc3c(cnn3-c3cccc(C(=O)NCCN4CCN(C5CCC5)CC4)c3)c2)c1Cl,,,7.4
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)n1,,,6.19
O=C(NCCN1CCOCC1)c1cc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)ccn1,,,6.19
CN1CCN(CCNC(=O)c2cncc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,,,6.96
O=C(NCCN1CCOCC1)c1ccnc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,,,6.92
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)c1,,,7.1
CS(=O)(=O)CCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,,7.62,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,8.075,7.62,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.135,6.75,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CC#N)CC5)cccc43)n2)CC1,7.855,7.44,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CO)CC5)cccc43)n2)CC1,7.585,7.17,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCCCC5)cccc43)n2)CC1,,6.19,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)C5)cccc43)n2)CC1,,6.55,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCC5CCS(=O)(=O)C5)cccc43)n2)CC1,,7.46,
CS(=O)(=O)C1CCN(c2cccc3c2cnn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,8.01,7.77,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,8.129999999999999,7.7,
CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.744999999999999,7.31,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@@](C)(O)CC3)n2)CC1,7.695,7.18,
CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-n3ncc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.57,7.57,
CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.785,7.4,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCC(O)CC4)CC3)n2)CC1,7.78,7.48,
CCOC1CCN(C(=O)[C@H]2CC[C@H](Nc3nccc(-n4ccc5c(N6CCC(S(C)(=O)=O)CC6)cccc54)n3)CC2)C1,,7.07,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCn5cnnc5C4)CC3)n2)CC1,7.93,7.92,
CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(O)CC3)CC2)n1,,7.18,
CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](O)C3)CC2)n1,,7.33,
