molecule_chembl_id,canonical_smiles,pActivity,n_measurements
CHEMBL1681996,CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,6.03,1
CHEMBL1681994,CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,5.2,1
CHEMBL1288966,CCOC(=O)c1sccc1NC(=O)Cc1ccccc1,4.33,1
CHEMBL2392839,CCOC1CCN(C(=O)[C@H]2CC[C@H](Nc3nccc(-n4ccc5c(N6CCC(S(C)(=O)=O)CC6)cccc54)n3)CC2)C1,7.07,1
CHEMBL211605,CCOc1nc(C(=O)NC)cc(N)c1C#N,6.21,1
CHEMBL214212,CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)cc(N)c1C#N,6.92,1
CHEMBL211584,CCOc1nc(C(=O)NCc2ccc(-c3ccc(C(=O)O)cc3)nc2)cc(N)c1C#N,7.96,1
CHEMBL424872,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.92,1
CHEMBL377383,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,7.13,1
CHEMBL211195,CCOc1nc(C(=O)NCc2ccccc2)cc(N)c1C#N,6.72,1
CHEMBL377408,CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,7.28,1
CHEMBL209534,CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,7.39,1
CHEMBL209082,CCOc1nc(NC(=O)C(C)C)cc(N)c1C#N,5.08,1
CHEMBL210222,CCOc1nc(NC(=O)CC(C)C)cc(N)c1C#N,5.46,1
CHEMBL209299,CCOc1nc(NC(=O)CN(CC)CC)cc(N)c1C#N,5.2,1
CHEMBL377578,CCOc1nc(NC(=O)CN2CCC(C(=O)NC(C)C)CC2)cc(N)c1C#N,6.89,1
CHEMBL209770,CCOc1nc(NC(=O)CN2CCC(O)CC2)cc(N)c1C#N,6.19,1
CHEMBL425413,CCOc1nc(NC(=O)CN2CCCCC2)cc(N)c1C#N,5.47,1
CHEMBL208877,CCOc1nc(NC(=O)CN2CCOCC2)cc(N)c1C#N,5.92,1
CHEMBL382639,CCOc1nc(NC(=O)Cc2cc(OC)c(Br)cc2OC)cc(N)c1C#N,6.8,1
CHEMBL209769,CCOc1nc(NC(=O)Cc2cc(OC)c(NC(C)=O)cc2OC)cc(N)c1C#N,7.58,1
CHEMBL210963,CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,6.82,1
CHEMBL210928,CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,7.16,1
CHEMBL209505,CCOc1nc(NC(=O)Cc2cc(OC)c([N+](=O)[O-])cc2OC)cc(N)c1C#N,7.0,1
CHEMBL210618,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,6.8,1
CHEMBL209192,CCOc1nc(NC(=O)Cc2ccc(C)cc2)cc(N)c1C#N,6.44,1
CHEMBL209292,CCOc1nc(NC(=O)Cc2ccc(Cl)cc2)cc(N)c1C#N,6.21,1
CHEMBL426134,CCOc1nc(NC(=O)Cc2ccc(OC)cc2)cc(N)c1C#N,6.56,1
CHEMBL208447,CCOc1nc(NC(=O)Cc2cccc(C)c2)cc(N)c1C#N,6.1,1
CHEMBL210586,CCOc1nc(NC(=O)Cc2cccc(Cl)c2)cc(N)c1C#N,6.05,1
CHEMBL209291,CCOc1nc(NC(=O)Cc2cccc(OC)c2)cc(N)c1C#N,6.51,1
CHEMBL210861,CCOc1nc(NC(=O)Cc2ccccc2)cc(N)c1C#N,6.11,1
CHEMBL208558,CCOc1nc(NC(=O)Cc2ccccc2C)cc(N)c1C#N,6.13,1
CHEMBL377201,CCOc1nc(NC(=O)Cc2ccccc2Cl)cc(N)c1C#N,5.31,1
CHEMBL210655,CCOc1nc(NC(=O)Cc2ccccc2OC)cc(N)c1C#N,6.58,1
CHEMBL208637,CCOc1nc(NC(C)=O)cc(N)c1C#N,5.96,1
CHEMBL1681993,CCc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OC,4.65,1
CHEMBL5886706,CCc1n[nH]c(-c2c(Cl)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,5.3,1
CHEMBL5853722,CCc1n[nH]c(-c2sccc2NC(=O)Cc2ccc(OC)cc2)n1,5.3,1
CHEMBL1946335,CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,6.37,1
CHEMBL393659,CN(C)C(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,7.43,1
CHEMBL3220485,CN(C)C(=O)c1ccc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc1,5.85,1
CHEMBL6173295,CN(C)C(=O)c1cccc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)c1,5.26,1
CHEMBL5408895,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCCC[C@@H](Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,7.77,1
CHEMBL5433713,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCCC[C@H](Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,7.55,1
CHEMBL5406036,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,7.77,1
CHEMBL5397194,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@H](Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,8.3,1
CHEMBL5432340,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,8.7,1
CHEMBL5406812,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@H](Nc3ncc(Cl)c(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,6.32,1
CHEMBL5436341,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@H](Nc3nccc(-c4c(-c5ccc(Cl)cc5)nn5ccccc45)n3)C2)cc1,8.15,1
CHEMBL5396061,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@H](Nc3nccc(-c4c(-c5ccc(F)cc5)nn5ccccc45)n3)C2)cc1,8.4,1
CHEMBL5436350,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@H](Nc3nccc(-c4c(-c5cccc(Cl)c5)nn5ccccc45)n3)C2)cc1,8.4,1
CHEMBL5413843,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@H](Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,8.3,1
CHEMBL5437715,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)NC2CCCC(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)C2)cc1,7.36,1
CHEMBL5410247,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)c2)cc1,8.08,1
CHEMBL3393608,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)cc2)c1,9.3,1
CHEMBL245732,CN(C)CC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,7.35,1
CHEMBL5981515,CN(C)CCN(C(=O)Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)c1scc(Cl)c1-c1nc[nH]n1,5.3,1
CHEMBL3352845,CN(C)CCn1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,7.18,1
CHEMBL3655581,CN(C)S(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-c3cnc4c(C(C)(C)O)cccn34)n2)CC1,6.91,1
CHEMBL2425653,CN(C)S(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,7.12,1
CHEMBL3393595,CN(C)c1ccc(-c2cnc3[nH]cc(-c4cn[nH]c4)c3c2)cc1,7.23,1
CHEMBL4759538,CN1CCC(NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)CC1,5.56,1
CHEMBL245534,CN1CCN(C(=O)N2CCC(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)CC2)CC1,7.58,1
CHEMBL6056831,CN1CCN(CCCn2cnc(-c3c(Cl)csc3NC(=O)Cn3c(=O)ccc4cc(C(F)(F)F)ccc43)n2)CC1,5.3,1
CHEMBL4754584,CN1CC[C@H](NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,5.82,1
CHEMBL5408675,CNC(=O)C1Cc2nc(-c3ccc(Cl)c(Cl)c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2C1,7.81,1
CHEMBL5424946,CNC(=O)C1Cc2nc(-c3ccc4ccccc4c3)n(-c3ccnc(N[C@@H]4CCCN(C(=O)C5CC5)C4)n3)c2C1,7.79,1
CHEMBL5423620,CNC(=O)C1Cc2nc(-c3ccc4ccccc4c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2C1,8.12,1
CHEMBL245336,CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,7.66,1
CHEMBL392615,CNC(=O)CN1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,7.51,1
CHEMBL245334,CNC(=O)CN1CCC[C@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,6.57,1
CHEMBL4859957,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(C)nc32)cs1,6.85,1
CHEMBL4874573,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(F)cc32)cs1,7.54,1
CHEMBL4857979,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,7.28,1
CHEMBL4877727,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)ncc32)cs1,7.13,1
CHEMBL4874134,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,7.03,1
CHEMBL4851793,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,6.38,1
CHEMBL4864514,CNC(=O)c1cc(-n2ncc3cc(Oc4ccccc4Cl)ccc32)cs1,5.99,1
CHEMBL6166577,CNC(=O)c1ccc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)cc1,5.82,1
CHEMBL6164249,CNC(=O)c1cccc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)c1,6.99,1
CHEMBL6173082,CNC(=O)c1cccc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)n1,6.4,1
CHEMBL3220476,CNC(=O)c1ccccc1Nc1cc(Nc2cc(OC)c(OC)c(OC)c2)ncc1C(F)(F)F,5.48,1
CHEMBL3220471,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(-n3ccnn3)cc2)ncc1C(F)(F)F,6.22,1
CHEMBL3220472,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(-n3nc(C)nc3C)cc2)ncc1C(F)(F)F,5.98,1
CHEMBL3220470,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(C(=O)N(C)C)cc2)ncc1C(F)(F)F,5.85,1
CHEMBL3220477,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)c(C)c2)ncc1C(F)(F)F,6.07,1
CHEMBL3220469,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncc1C(F)(F)F,7.05,1
CHEMBL3220473,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2F)ncc1C(F)(F)F,5.68,1
CHEMBL3220467,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Br,7.09,1
CHEMBL3040440,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,6.92,1
CHEMBL3220466,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,7.3,2
CHEMBL3220465,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1F,6.23,1
CHEMBL3220474,CNC(=O)c1ccccc1Nc1cc(Nc2ccc3c(c2)OCO3)ncc1C(F)(F)F,6.09,1
CHEMBL3220475,CNC(=O)c1ccccc1Nc1cc(Nc2ccc3ccccc3c2)ncc1C(F)(F)F,5.84,1
CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,7.38,1
CHEMBL6172315,CNC(=O)c1ccnc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)c1,6.27,1
CHEMBL393861,CNCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,7.07,1
CHEMBL2204106,CNS(=O)(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,6.77,1
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.3,2
CHEMBL1946329,CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,6.44,1
CHEMBL67633,CNc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)n1,6.76,1
CHEMBL399168,CNc1nccc(C(C#N)c2nc3ccccc3s2)n1,5.64,1
CHEMBL1644646,COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,7.24,1
CHEMBL259060,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,7.14,1
CHEMBL1682005,COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,6.15,1
CHEMBL1681998,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,5.74,1
CHEMBL1681992,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,5.5,1
CHEMBL1682001,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,5.59,1
CHEMBL1682000,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCCC2)cc1,6.21,1
CHEMBL1681999,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,5.34,1
CHEMBL1682002,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cc[nH]c12,5.38,1
CHEMBL1681791,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,6.06,1
CHEMBL1682004,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,6.39,1
CHEMBL1682003,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,6.12,1
CHEMBL2204101,COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,6.54,1
CHEMBL2204100,COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C)nc2n1-c1ccccc1,6.72,1
