repurposing_id,name,chembl_id,canonical_smiles,mw,rot_bonds,tpsa,max_phase,ligand_prep_status,si_reason
REP_03993,DERSALAZINE,CHEMBL2106406,Cc1nc2ccccc2n1CC1CCN(C(=O)/C=C(/c2ccccc2)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)CC1,599.69,8,120.38000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_03996,MEPROSCILLARIN,CHEMBL2106427,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)O[C@H]1C,544.69,4,118.59000000000002,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_06932,TEPROSULVOSE,CHEMBL5095995,CCCCCCCCCCCCCCCCCC(=O)OCCCO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O,568.77,23,159.82,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_02217,FUCOXANTHIN,CHEMBL1773903,CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,632.88,10,96.36000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06929,FLORZOLOTAU,CHEMBL5095503,CNc1ccc(/C=C/C=C/c2nc3ccc(OCC(O)CF)cc3s2)cn1,385.46,8,67.27000000000001,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_00877,NAQUOTINIB,CHEMBL3663929,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,562.72,9,120.16000000000001,3.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_07966,AZD-5991,CHEMBL4297482,Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13,672.28,1,87.1,1.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06373,LGD-6972,CHEMBL4297469,Cc1cc(C)c(-c2ccc(NC(=O)[C@H](Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1,702.92,11,112.57000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_03808,CICLOXOLONE,CHEMBL2106051,CC1(C)[C@@H](OC(=O)[C@H]2CCCC[C@H]2C(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,624.86,4,117.97000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_01346,BARDOXOLONE,CHEMBL1093059,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,491.67,1,95.22999999999999,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_00302,RIFAMYCIN,CHEMBL437765,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,697.78,2,201.30999999999997,4.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_04641,LEMUTEPORFIN,CHEMBL2107756,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OCCC)C(CCC(=O)OCCO)=C4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,790.91,13,182.79,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_06835,FLORZOLOTAU (18F),CHEMBL5095045,CNc1ccc(/C=C/C=C/c2nc3ccc(OCC(O)C[18F])cc3s2)cn1,384.47,8,67.27000000000001,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_02577,FENERITROL,CHEMBL2103934,CCC(C(=O)OCC(COC(=O)C(CC)c1ccccc1)(COC(=O)C(CC)c1ccccc1)COC(=O)C(CC)c1ccccc1)c1ccccc1,720.9,20,105.20000000000002,2.0,embed_fail,ligand_prep_fail:embed_fail
REP_06806,HPPH,CHEMBL500853,CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C,636.84,11,120.96,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_06452,BAY-1161909,CHEMBL4303241,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1,559.62,8,114.69000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06431,PHOSPHATIDYL SERINE,CHEMBL4297669,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,792.09,42,171.67999999999998,2.0,embed_fail,ligand_prep_fail:embed_fail
REP_00159,RIFAXIMIN,CHEMBL1617,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,785.89,2,198.37999999999997,4.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06554,AZD-8154,CHEMBL4558527,Cc1nc(Nc2cccc(N3CCCC3=O)n2)sc1-c1cc2c(c(S(C)(=O)=O)c1)C(=O)N([C@@H](C)C1CC1)C2,551.69,7,112.56999999999998,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_03729,MODIPAFANT,CHEMBL2105829,CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)NC(C)=C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl,605.1,7,111.03000000000002,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06711,EMBECONAZOLE,CHEMBL475786,C[C@@H](S[C@H]1CO[C@H](/C=C/C=C/c2ccc(C#N)cc2F)OC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,542.58,9,93.19,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_07305,ZAMZETOCLAX,CHEMBL6068037,COc1nn(C)cc1C(=O)N[SH]1(=O)C[C@@H](C)C/C=C/[C@H](OC)[C@@H]2CC[C@H]2CN2C[C@@]3(CCCc4cc(Cl)ccc43)COc3ccc(cc32)C(=O)N1,738.35,4,124.02000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_07297,POTRASERTIB,CHEMBL6068027,Cc1cc(Nc2ncc3c(n2)N2CCN=C2N(c2c(Cl)cccc2Cl)C3=O)ccc1N1C[C@@H](C)N(C)[C@@H](C)C1,565.51,4,80.19999999999999,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_02421,ILORASERTIB,CHEMBL1980297,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,488.55,6,118.09,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_07934,AZD-7295,CHEMBL4297353,CCCS(=O)(=O)N1CCN(Cc2ccc(NC(=O)c3ccc(-c4cc(NC(=O)C5CC5)ccc4OC(F)(F)F)cc3)cc2)CC1,644.72,11,108.05,1.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_04303,PRETAMAZIUM IODIDE,CHEMBL2107030,CC[n+]1c(-c2ccc(-c3ccccc3)cc2)csc1/C=C/c1ccc(N2CCCC2)cc1,437.63,6,7.12,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_02565,RESCIMETOL,CHEMBL2103886,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,590.67,7,119.55000000000003,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06416,TELRATOLIMOD,CHEMBL4297631,CCCCCCCCCCCCCCCCCC(=O)NCCCCOn1c(CCCC)nc2c(N)nc3ccccc3c21,593.9,25,95.06,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_06304,CT-2584,CHEMBL4297274,CCCCCCCCCCCCNCC(O)CCCCCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,533.8,23,94.08000000000001,2.0,prepared,not_in_dual_success_merge+rotb_gt_10+dock_logs_unavailable
REP_06298,4-DEMETHYL-4-CHOLESTERYLOXYCARBONYLPENCLOMEDINE,CHEMBL4297253,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5CC[C@H]([C@H](C)CCCC(C)C)[C@@]5(C)CC[C@@H]43)C2)c1Cl,724.04,8,57.650000000000006,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_03809,CORTISUZOL,CHEMBL2106054,CC1=C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2C[C@@H](C)[C@]3(O)C(=O)COC(=O)c2cccc(S(=O)(=O)O)c2)[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12,672.8,6,156.01999999999998,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_00745,PRADIGASTAT,CHEMBL2364624,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,455.48,6,75.11,3.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_05577,CARZELESIN,CHEMBL32911,CCN(CC)c1ccc2cc(C(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(OC(=O)Nc5ccccc5)c5[nH]cc(C)c65)cc4c3)oc2c1,729.24,9,135.7,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_03974,FLORANTYRONE,CHEMBL2106357,O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,302.33,4,54.37,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_06996,JTS-653,CHEMBL5314399,Cc1ccc(N2c3cccc(C(=O)Nc4ccc(OCC(F)(F)F)nc4)c3OC[C@@H]2CO)nc1,474.44,6,96.81000000000002,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_08074,AMXT-1501,CHEMBL474635,CCCCCCCCCCCCCCCC(=O)NCCCC[C@@H](N)C(=O)NCCCNCCCCNCCCN,568.94,32,134.3,1.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_03716,PREDNISOLONE STEAGLATE,CHEMBL2105774,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,684.96,21,127.20000000000003,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_08173,4SC-203,CHEMBL5314406,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,642.79,11,126.0,1.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_06646,AFIMETORAN,CHEMBL4650329,Cc1c(-c2[nH]c3ccc(C4CCN(CC(N)=O)CC4)cc3c2C(C)C)cn2ncnc2c1C,444.58,5,92.31,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_01101,OPELCONAZOLE,CHEMBL4650362,Cc1cc(N2CCN(c3ccc(C(=O)Nc4ccc(F)cc4)cc3)CC2)ccc1OC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(F)cc2F)C1,682.75,10,84.75000000000001,3.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_05093,MGB-BP-3,CHEMBL236345,Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4cnc5ccccc5c4)cc3)cn2C)cc1C(=O)NCCN1CCOCC1,631.74,10,122.52000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06521,GOSSYPOL ACETIC ACID,CHEMBL447686,CC(=O)Oc1c(OC(C)=O)c(C=O)c2c(OC(C)=O)c(-c3c(C)cc4c(C(C)C)c(OC(C)=O)c(OC(C)=O)c(C=O)c4c3OC(C)=O)c(C)cc2c1C(C)C,770.78,11,191.93999999999997,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_01150,SOVLEPLENIB,CHEMBL5095034,CS(=O)(=O)N1CCC(c2ccc(-c3ncc4nccnc4c3NC[C@@H]3CNCCO3)cc2)CC1,482.61,6,109.34000000000002,3.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_03741,MITEMCINAL FUMARATE,CHEMBL2105890,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,755.99,9,151.68,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06012,METHOSERPIDINE,CHEMBL3989541,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.69,8,117.78000000000003,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_07688,BMS-830216,CHEMBL2147475,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,548.94,9,120.11000000000001,1.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_01744,SYROSINGOPINE,CHEMBL1399124,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,666.72,9,144.08,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06105,BERZOSERTIB,CHEMBL3989870,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,463.56,7,124.0,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_06021,BIETASERPINE,CHEMBL3989595,CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1C[C@H]3C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@@H](C(=O)OC)[C@H]3C[C@H]21,707.87,13,110.16000000000001,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_02882,MEBOLAZINE,CHEMBL2104416,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)C/C1=N\N=C1/C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C[C@H]1C,633.02,1,65.18,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_02881,BOLAZINE,CHEMBL2104408,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)C/C1=N\N=C1/C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C)C[C@H]1C,604.96,1,65.18,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_07659,CT-1578,CHEMBL2035185,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,462.55,4,77.97000000000001,1.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_02587,IDREMCINAL,CHEMBL2103968,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@]1(C)O,743.98,8,165.84,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_07105,MAVODELPAR,CHEMBL5314562,Cc1cc(OC/C=C(/c2ccc(F)cc2)c2ccc(C#CCN3CCOCC3)cc2)ccc1OCC(=O)O,515.58,9,68.23,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_05413,TILDIPIROSIN,CHEMBL3039509,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,734.03,9,132.24,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_06732,FIDRISERTIB,CHEMBL4802133,CCOC1(c2ccc(-c3cc4c(N5CCN(C(=O)O[C@@H]6CCOC6)CC5)ccnn4c3)nc2)CCN(C(C)C)CC1,562.72,7,84.67,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_03802,TOCOFIBRATE,CHEMBL2106035,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,627.35,16,44.760000000000005,2.0,prepared,not_in_dual_success_merge+mw_gt_550+rotb_gt_10+dock_logs_unavailable
REP_07283,FOVINACICLIB,CHEMBL6068012,CN1CCN(C2CCN(c3ccc(Nc4ncc5sc(C(=O)N(C)C)c(C6CCCC6)c5n4)nc3)CC2)CC1,548.76,6,80.73,2.0,prepared,not_in_dual_success_merge+dock_logs_unavailable
REP_08146,E-7766,CHEMBL5095233,O=[P@]1(S)OC[C@H]2O[C@@H]3[C@H](F)[C@@H]2O[P@](=O)(S)OC[C@H]2O[C@H]([C@H](F)[C@@H]2O1)n1cnc2c(ncnc21)NC/C=C/CNc1ncnc2c1ncn23,746.61,0,200.77999999999997,1.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
REP_05842,TAUROSELCHOLIC ACID,CHEMBL3707263,C[C@H](C[Se]CC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,594.67,8,144.16,2.0,prepared,not_in_dual_success_merge+mw_gt_550+dock_logs_unavailable
