repurposing_id,reason,name,chembl_id,canonical_smiles,mw
REP_01141,ligand_prep_not_in_manifest,PHOSPHATIDYLCHOLINE,CHEMBL503481,CCCCCCCCCCCCCCSCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CSCCCCCCCCCCCCCC,798.19
REP_02577,ligand_prep_not_in_manifest,FENERITROL,CHEMBL2103934,CCC(C(=O)OCC(COC(=O)C(CC)c1ccccc1)(COC(=O)C(CC)c1ccccc1)COC(=O)C(CC)c1ccccc1)c1ccccc1,720.9
REP_04662,ligand_prep_not_in_manifest,FOSFLURIDINE TIDOXIL,CHEMBL2107800,CCCCCCCCCCCCSCC(COP(=O)(O)OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OCCCCCCCCCC,740.91
REP_06026,ligand_prep_not_in_manifest,FOZIVUDINE TIDOXIL,CHEMBL3989603,CCCCCCCCCCCCSCC(COP(=O)(O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCCCCCCCCCC,745.96
REP_06431,ligand_prep_not_in_manifest,PHOSPHATIDYL SERINE,CHEMBL4297669,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,792.09
REP_05842,docking_failed_or_empty_pose,TAUROSELCHOLIC ACID,CHEMBL3707263,C[C@H](C[Se]CC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,594.67
REP_01887,dual_success_but_not_in_inner_merge,FOSTRIECIN SODIUM,CHEMBL1552183,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)([O-])O,429.38
REP_02129,dual_success_but_not_in_inner_merge,FOSTRIECIN,CHEMBL17377,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)(O)O,430.39
REP_06418,dual_success_but_not_in_inner_merge,PLOCABULIN,CHEMBL4297636,C/C=C\C[C@@H](C/C=C\NC(=O)[C@@H](NC(=O)\C=C/C=C\C(C)=C\[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)C(C)(C)C)OC(N)=O,571.72
