metric,cohens_d,auc,decoy_beats_worst_active_pct,active_best,active_worst,decoy_best,decoy_median
best_r_i_glide_energy,2.4665792297914604,0.99822695035461,0.7092198581560284,-68.387,-60.9382,-63.194,-47.3809
best_r_i_glide_emodel,0.12965106377029872,0.99822695035461,0.7092198581560284,-109.792,-84.1686,-88.4558,-58.6089
best_r_i_glide_gscore,0.0882344826810777,0.9574468085106382,9.929078014184398,-10.067,-7.21808,-8.74046,-6.05865
best_r_i_docking_score,0.08795082190030068,0.9450354609929078,9.929078014184398,-9.71733,-7.2049,-8.74046,-6.03764
