ligand_id,target,seed,n_poses,selected_mode,CNNscore,CNNaffinity,centroid_to_crystal_lig_A,pass_pocket_centroid,pocket_overlap_frac,n_key_contacts,key_recovery_frac,ifp_jaccard_vs_np3146,ifp_bits,n_ifp_bits,keep_nlrp3_pose,keep_nlrp3_structural,sdf,d_ALA227,contact_ALA227,d_ALA228,contact_ALA228,d_ARG351,contact_ARG351,d_MET408,contact_MET408,d_TYR443,contact_TYR443,d_PHE575,contact_PHE575,d_ARG578,contact_ARG578,error
REP_01593,nlrp3_7alv,44,9.0,1.0,0.569382846,6.94601774,3.7632026017628064,True,0.7368421052631579,4.0,0.5714285714285714,0.5789473684210527,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,11.0,True,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_01593_out.sdf,3.0682128348600677,True,3.0898417435202044,True,4.985882970949078,False,5.196816525527911,False,5.041930681792441,False,3.303433668170136,True,3.09505363443027,True,
REP_05922,nlrp3_7alv,44,9.0,1.0,0.348290205,5.81892538,5.09820478540297,True,0.4411764705882353,2.0,0.2857142857142857,0.2,CONTACT:ALA227;CONTACT:ARG578;HBOND:ALA227;POLAR:ARG578;WALKER:ALA227,5.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_05922_out.sdf,3.1597855939920994,True,5.9303291645573974,False,6.109111637546009,False,6.940527717688331,False,9.889731492816177,False,5.853158890718755,False,3.6731101263098536,True,
REP_03238,nlrp3_7alv,44,9.0,1.0,0.523251116,6.86116028,1.7218614813812858,True,0.8181818181818182,5.0,0.7142857142857143,0.6842105263157895,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13.0,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_03238_out.sdf,3.906477825356246,True,3.304101844677293,True,6.425961173240935,False,5.310407234854967,False,2.8543128770336352,True,3.64514114953043,True,3.1185600843979246,True,
REP_01122,nlrp3_7alv,44,9.0,1.0,0.064203769,5.59705877,0.7708136019916348,True,0.918918918918919,7.0,1.0,0.85,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,18.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_01122_out.sdf,3.34455228692871,True,3.6857300498001853,True,3.565072509781539,True,3.7702400454082508,True,2.732698666154031,True,3.6154095203724834,True,3.4384143147677775,True,
REP_04971,nlrp3_7alv,44,9.0,1.0,0.438927174,6.56218147,1.6555497939038648,True,0.8275862068965517,6.0,0.8571428571428571,0.8421052631578947,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_04971_out.sdf,3.124449551521034,True,2.7994060084239227,True,4.37095355729159,True,5.067144166095927,False,3.8788836022752724,True,3.2396762183897363,True,3.1629759720870436,True,
REP_07580,nlrp3_7alv,44,9.0,1.0,0.628677666,6.99048376,1.9835475317115172,True,0.8666666666666667,7.0,1.0,0.85,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,18.0,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_07580_out.sdf,3.456662696879758,True,2.920809648025685,True,4.256034069412514,True,4.092383779657032,True,2.7972919046820968,True,3.757589786019756,True,2.83034326540086,True,
REP_06464,nlrp3_7alv,44,9.0,1.0,0.207054079,5.83014727,3.0158261801688186,True,0.6756756756756757,3.0,0.42857142857142855,0.35,CONTACT:ALA227;CONTACT:ARG351;CONTACT:ARG578;HBOND:ALA227;HBOND:ARG578;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227,8.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_06464_out.sdf,3.1483025585226017,True,5.120584829880262,False,3.071179577947212,True,5.177551351749201,False,5.027583713872899,False,4.676215670817587,False,3.413583747324796,True,
REP_07120,nlrp3_7alv,44,9.0,1.0,0.339978814,6.72832918,1.2563335343272224,True,0.7714285714285715,6.0,0.8571428571428571,0.8,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,17.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_07120_out.sdf,3.33556202160896,True,3.406474277020151,True,5.504543759477255,False,4.01269747177631,True,3.19529341375718,True,3.680752776267374,True,2.8020451459603573,True,
REP_01485,nlrp3_7alv,44,9.0,1.0,0.647354305,6.30359411,0.15958148377259168,True,1.0,6.0,0.8571428571428571,0.8421052631578947,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG351;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16.0,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_01485_out.sdf,3.370134270322188,True,2.992659853708726,True,3.1369700349222316,True,4.520741753296687,False,3.664422055386091,True,3.577330569013715,True,3.3345155570187432,True,
REP_06855,nlrp3_7alv,44,9.0,1.0,0.25193131,6.87865257,0.6136316060320431,True,1.0,6.0,0.8571428571428571,0.7894736842105263,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,15.0,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/nlrp3_7alv/seed44/REP_06855_out.sdf,3.549937464237935,True,2.8681772957751366,True,4.370700287139347,True,4.883229464196823,False,3.3148853675504406,True,3.3316350340335896,True,2.8830159555576538,True,
