ligand_id,keep_urat1_acid,acid_arg477_min_A,u_CNNscore,u_CNNaffinity,keep_nlrp3_pose,n_CNNscore,n_CNNaffinity,keep_dual_acid_geometry
REP_06470,True,3.0731614015537825,0.667390525,5.11530924,True,0.846654415,5.52017355,True
REP_06524,True,4.203473563613786,0.688231111,6.22508669,True,0.702167511,6.62250757,True
REP_06583,True,3.186326097561261,0.604214609,6.57986212,True,0.61438632,6.72479391,True
REP_06643,True,3.02574850243703,0.860079527,7.48937082,True,0.653982162,7.04523325,True
REP_06668,False,,,,False,0.215741813,6.75432348,False
REP_06722,True,2.8046976664161107,0.839630187,7.02673721,False,0.474259555,5.32869339,False
REP_06855,True,2.958666591557753,0.683483541,7.95477438,False,0.25193131,6.87865257,False
REP_06875,True,6.790570005529726,0.590929091,6.93022776,True,0.518080115,7.11383295,True
REP_06925,True,5.845597488708914,0.584012508,6.90136862,False,0.449741334,6.7579937,False
REP_06973,True,2.81569547359085,0.655438662,7.06177282,True,0.558498383,6.6977973,True
REP_06986,False,,,,False,0.270721555,6.28977585,False
REP_06990,True,7.383770378336519,0.475926071,6.35366106,False,0.485262513,5.57812738,False
REP_07000,True,5.2622083767178935,0.382710725,6.35477591,True,0.673792183,7.2408638,True
REP_07012,True,2.9835331404226015,0.531648219,6.91215754,False,0.361821443,6.21117973,False
REP_07015,True,2.941737921705465,0.72912389,6.89403915,True,0.736208081,6.45845079,True
REP_07021,True,4.977403539999547,0.589986622,7.28206825,False,0.353114605,6.71331453,False
REP_07040,True,4.124020004801128,0.701686084,7.24100637,True,0.531372428,6.51073599,True
REP_07055,False,,,,True,0.553483665,7.04835176,False
REP_07056,True,2.8575104549240002,0.671825409,7.10627508,False,0.477161586,6.83985758,False
REP_07073,False,,,,True,0.681330383,6.74005365,False
REP_07074,False,,,,False,0.429375321,6.50974703,False
REP_07101,False,,,,True,0.550554872,5.9078126,False
REP_07105,True,4.956486053647284,0.538605809,7.40685892,False,0.249772653,5.95273018,False
REP_07120,True,6.876770535651157,0.686247349,6.93735123,False,0.339978814,6.72832918,False
REP_07126,False,,,,True,0.692560077,6.91847086,False
REP_07166,True,7.292133638380464,0.494726062,6.50214243,False,0.411655188,6.2404213,False
REP_07300,False,,,,True,0.786219597,6.85769796,False
REP_07338,True,2.952687250624418,0.638633609,7.37745476,True,0.597830236,5.85733986,True
REP_07580,True,3.237253465516712,0.643384278,7.20174599,True,0.628677666,6.99048376,True
REP_07635,True,6.554141743966176,0.451069057,6.36840963,True,0.563860655,6.41496706,True
REP_07645,True,5.300469224512113,0.586539507,5.98563004,True,0.631471157,6.45644569,True
REP_07702,True,5.9546033453119245,0.479338706,6.56208944,False,0.494305849,6.80085754,False
REP_07704,True,2.793907836704712,0.770230472,6.76344156,True,0.640762925,6.59629822,True
REP_07735,True,6.757160424320265,0.361367196,6.85872269,False,0.312204361,6.77911997,False
REP_07754,True,2.8246461725320473,0.605648875,6.55669212,False,0.288421035,6.36090851,False
REP_07775,True,4.140590779103866,0.594845951,6.76588488,False,0.286242157,5.77679825,False
REP_07825,True,4.909772907171973,0.868088901,7.99948931,True,0.541811347,6.50411797,True
REP_07837,True,5.126520554918315,0.547706544,7.5049057,False,,,False
REP_07838,True,4.943257428052872,0.691453338,7.47242594,False,0.436382681,6.68987513,False
REP_07859,False,,,,False,0.443219453,6.60468149,False
REP_07874,True,3.0345393390101174,0.763256669,7.27920914,True,0.841997981,6.87762451,True
REP_07880,True,6.002253326876502,0.629714191,7.58912897,False,0.294107825,6.55810213,False
REP_07885,True,6.809693385167933,0.464080244,7.19780016,False,0.238075182,6.22004557,False
REP_07899,True,3.012783098731133,0.719812334,6.89867926,False,0.445590079,5.49375677,False
REP_07907,True,2.8671525944741645,0.778945923,8.52937794,True,0.813553274,7.7920661,True
REP_07910,False,,,,True,0.836113155,6.91961479,False
REP_07969,False,,,,True,0.709416926,6.7900548,False
REP_07977,True,2.936295284878549,0.689614832,6.86752319,True,0.749994218,6.53224611,True
REP_08002,True,6.756894922965719,0.317240059,7.00492907,False,0.217200115,6.20356035,False
REP_08014,True,7.151126974120934,0.661780536,6.93827009,True,0.510770321,7.04027128,True
REP_08064,False,,,,True,0.958706558,7.12123108,False
REP_08103,True,3.0428726558960673,0.464274764,6.42379045,True,0.55655098,6.81710386,True
REP_08132,True,6.221040186335391,0.736334741,8.0145607,False,0.270154059,6.50974846,False
REP_08137,True,4.815746878730228,0.683643818,6.67579317,True,0.586511016,6.5683136,True
REP_08143,True,3.3269098274524977,0.676192641,6.29614496,True,0.839953363,6.28988981,True
REP_08161,False,,,,True,0.749781907,6.79524088,False
REP_08210,True,4.72405090997122,0.806084037,7.61991692,True,0.781327128,7.31061697,True
REP_08222,True,3.097471388084157,0.490409285,6.84609461,False,0.203073651,5.48779297,False
REP_08266,True,6.503508668403532,0.485203952,7.29184961,True,0.612291098,7.17844534,True
