ligand_id,keep_urat1_acid,acid_arg477_min_A,u_CNNscore,u_CNNaffinity,keep_nlrp3_pose,n_CNNscore,n_CNNaffinity,keep_dual_acid_geometry
REP_00015,True,7.013838677928081,0.724704325,5.38639307,True,0.690231144,5.98173714,True
REP_00077,False,,,,True,0.627842307,6.08088875,False
REP_00092,True,3.207454754162559,0.684752882,7.03175497,False,0.186060265,5.71004629,False
REP_00142,True,3.2066808384995134,0.681932032,5.92614412,False,0.375598669,6.13656855,False
REP_00153,True,2.942876483986366,0.917413056,7.39491415,False,0.478417575,5.76395845,False
REP_00207,True,3.0596414822655196,0.746032953,6.17443323,True,0.949249804,6.67244959,True
REP_00300,False,,,,True,0.825113773,5.49748945,False
REP_00308,False,,,,False,0.37619704,6.30870676,False
REP_00325,True,3.976276650335084,0.701196015,5.10735941,True,0.818224669,5.45087385,True
REP_00476,True,6.310865313092956,0.540299416,6.25158548,False,0.241039708,5.25083876,False
REP_00572,False,,,,True,0.823574364,5.58209229,False
REP_00600,True,5.383834042761707,0.553785026,7.00828171,False,0.227266163,6.0410676,False
REP_00697,True,3.3247547277957126,0.547997355,6.16700506,True,0.733993649,5.46341705,True
REP_00698,True,5.532577518661632,0.336705178,6.1665535,False,0.286206275,5.6468749,False
REP_00729,True,5.7287214105767115,0.615068734,6.07052231,True,0.761761487,5.05885553,True
REP_00745,True,7.313026459681376,0.591533601,6.97674227,False,0.372449875,6.51099825,False
REP_00833,True,3.1990979978737655,0.606085718,7.23644447,False,0.450386405,6.5264039,False
REP_00853,True,7.172277392850883,0.557412207,6.35138941,False,0.452507138,6.03022385,False
REP_00857,True,5.092720098336449,0.358918875,7.25783491,False,0.25214985,6.51555824,False
REP_00940,True,3.107483065118775,0.891138196,7.36068106,True,0.698028922,6.35219812,True
REP_00944,True,5.202974726058164,0.475381464,7.06095362,True,0.792704403,6.62146616,True
REP_00950,True,6.406445660426697,0.715016484,6.75330973,False,0.354460746,6.51439619,False
REP_00992,True,6.540052675628841,0.626734316,6.85972023,True,0.936053932,7.07758713,True
REP_01122,True,6.696528130307521,0.310568243,6.82639551,False,0.064203769,5.59705877,False
REP_01131,True,2.8084333711163625,0.771980107,6.92425394,False,0.602213681,5.80301332,False
REP_01147,True,5.514725378475338,0.778010786,7.14057159,False,0.471481472,6.45808077,False
REP_01178,True,2.877090891855868,0.626424849,7.03443003,True,0.658900261,6.61604834,True
REP_01181,False,,,,True,0.891969681,7.01095438,False
REP_01274,True,2.9703114314832297,0.669803619,6.15879011,False,0.43064642,5.82091761,False
REP_01310,True,5.886781888264586,0.371138811,6.33786774,False,0.252426445,6.4104476,False
REP_01345,True,2.8612853754912186,0.836778879,5.81963587,True,0.718300819,5.44441605,True
REP_01346,True,5.171883022652385,0.614684701,7.01724005,False,0.455217481,6.39055967,False
REP_01404,True,2.898531007251771,0.573073983,6.33035803,True,0.610822618,6.18074226,True
REP_01458,False,,,,False,0.625717998,4.9830699,False
REP_01474,False,,,,True,0.536556959,6.21078062,False
REP_01485,True,2.8014155350465164,0.49068746,6.28322601,True,0.647354305,6.30359411,True
REP_01494,True,2.843617590323984,0.473852307,6.93581057,False,0.235955045,5.26029778,False
REP_01593,True,3.360446398917845,0.677756667,6.92842054,True,0.569382846,6.94601774,True
REP_01595,True,2.926989067283989,0.703876793,7.44516754,True,0.520283699,6.69518232,True
REP_01598,True,2.9572154131885546,0.575029194,7.40863037,False,0.355332017,6.22832251,False
REP_01601,True,5.711928395909735,0.261491507,5.94956589,False,0.3984164,6.02048349,False
REP_01948,True,6.371399375333488,0.600383162,6.21724558,False,0.468168974,6.19436407,False
REP_02001,False,,,,True,0.549735785,6.34276628,False
REP_02143,True,3.2142538792074276,0.463233262,6.78321695,True,0.529176414,6.71168518,True
REP_02354,True,7.048418333214899,0.892251968,6.64515924,True,0.804172933,6.12274408,True
REP_02366,True,3.01175580019363,0.776412845,7.0195899,True,0.705233574,6.27937841,True
REP_02379,True,6.638510073804212,0.739825726,7.89794302,False,0.255497307,7.14487886,False
REP_02650,True,5.719800783244115,0.758214235,6.83521318,True,0.595609903,6.86958933,True
REP_02721,True,3.045988345348671,0.787435412,6.04162455,True,0.87175262,6.86153936,True
REP_03238,True,3.2042623176013487,0.457226574,7.00755119,True,0.523251116,6.86116028,True
REP_03306,False,,,,True,0.566006064,6.91408539,False
REP_03680,False,,,,False,0.201393843,5.68625689,False
REP_03855,True,3.0363117428880675,0.376084745,5.94433403,True,0.502350211,5.7015214,True
REP_03974,True,2.9417800733569357,0.508749902,5.24825191,True,0.936594129,6.04797792,True
REP_04229,True,5.75894512910134,0.671871424,6.11977005,False,0.606336594,5.19882727,False
REP_04246,True,5.9130869264708,0.680896282,5.89816618,False,0.397025198,6.26127672,False
REP_04441,False,,,,False,0.448112637,6.53426695,False
REP_04463,True,2.869425203764685,0.785134971,6.98632574,True,0.585358441,5.7477417,True
REP_04566,False,,,,True,0.723051012,6.15597963,False
REP_04581,True,7.262611169545015,0.688324451,6.81270742,True,0.622057915,6.60492849,True
REP_04582,True,2.9933274127632483,0.435831964,6.67919159,False,0.190875918,5.10464907,False
REP_04623,True,3.165603575939353,0.805568993,7.11012793,True,0.642356932,6.23883867,True
REP_04681,True,3.435597764581878,0.67541343,6.94033813,False,0.136063337,5.58555937,False
REP_04687,True,5.385578706137342,0.690563679,6.71502447,True,0.976111889,7.15615463,True
REP_04971,True,4.3611634915467254,0.513605416,6.65047693,False,0.438927174,6.56218147,False
REP_04975,True,2.8548649705371316,0.699218512,6.53899384,False,0.202319056,5.79666567,False
REP_04977,False,,,,False,0.302742541,6.20602798,False
REP_04990,True,6.1548922817544165,0.3968831,6.06900024,True,0.518486917,5.95637131,True
REP_05102,True,7.313026459681376,0.591533601,6.97674227,False,0.372449875,6.51099825,False
REP_05113,True,6.831944525535899,0.544917703,7.03650665,False,0.456233561,6.9190793,False
REP_05141,True,7.567410785731138,0.650136769,6.37887192,True,0.660166562,6.62336874,True
REP_05219,True,3.18044430858331,0.770722449,7.27498674,False,0.219952822,5.56368828,False
REP_05252,True,2.885904710831591,0.640807152,7.24424124,True,0.791868985,6.61256552,True
REP_05267,False,,,,True,0.643913865,6.41246271,False
REP_05288,True,4.562125601076748,0.547032058,7.24676895,False,0.464799076,6.613832,False
REP_05302,True,5.511331871698524,0.684831798,7.2649827,True,0.656927288,6.91624308,True
REP_05411,False,,,,True,0.500334024,6.98546982,False
REP_05440,False,,,,True,0.916338205,6.77907515,False
REP_05460,True,3.0971654783043063,0.547665477,5.91825342,True,0.76929754,5.37086916,True
REP_05466,True,2.934884835900725,0.504323423,7.08432388,False,0.460018456,6.73150587,False
REP_05470,True,6.005655501275435,0.756169856,8.10832691,True,0.832498014,6.88965845,True
REP_05543,True,3.1082287560602584,0.548035383,7.118155,True,0.712095618,6.79227972,True
REP_05567,False,,,,True,0.549735785,6.34276628,False
REP_05724,False,,,,False,0.387853622,6.80881834,False
REP_05729,False,,,,True,0.694851696,7.09189749,False
REP_05763,True,5.194914724997905,0.565002918,6.71177149,True,0.512830257,6.71268654,True
REP_05784,True,3.231580727755379,0.466929346,6.33263922,True,0.854509175,6.86397743,True
REP_05813,False,,,,False,0.294391721,5.81879616,False
REP_05846,True,3.1274238599844373,0.646833658,6.79862976,True,0.959430516,6.93787956,True
REP_05864,True,7.334014044164352,0.497449994,7.2822175,False,0.200424701,6.46694708,False
REP_05869,True,5.645398657313759,0.634694815,5.58212423,False,0.484873474,5.60522223,False
REP_05906,True,2.9643915058574777,0.526777983,6.3354125,False,0.436765283,5.58676195,False
REP_05922,False,,,,False,0.348290205,5.81892538,False
REP_06119,True,7.002553962662476,0.522588432,5.0349021,True,0.67142427,5.88000536,True
REP_06303,True,4.797277352832535,0.681317687,7.41453695,False,0.233085573,5.84996939,False
REP_06427,False,,,,False,0.407258213,7.12230062,False
REP_06464,True,5.228118399577426,0.78178978,7.26128244,False,0.207054079,5.83014727,False
