ligand_id,keep_urat1_acid,acid_arg477_min_A,u_CNNscore,u_CNNaffinity,keep_nlrp3_pose_old,n_CNNscore,n_CNNaffinity,keep_dual_acid_geometry,keep_nlrp3_pose,keep_nlrp3_structural,pocket_overlap_frac,ifp_jaccard_vs_np3146,n_key_contacts,key_recovery_frac,keep_dual_acid_structural
REP_01131,True,2.8084333711163625,0.771980107,6.92425394,False,0.602213681,5.80301332,False,False,False,0.6153846153846154,0.6842105263157895,5.0,0.7142857142857143,False
REP_01147,True,5.514725378475338,0.778010786,7.14057159,False,0.471481472,6.45808077,False,False,False,0.71875,0.7,5.0,0.7142857142857143,False
REP_01178,True,2.877090891855868,0.626424849,7.03443003,True,0.658900261,6.61604834,True,True,True,0.7096774193548387,0.75,6.0,0.8571428571428571,True
REP_01181,False,,,,True,0.891969681,7.01095438,False,True,True,1.0,1.0,7.0,1.0,False
REP_01274,True,2.9703114314832297,0.669803619,6.15879011,False,0.43064642,5.82091761,False,False,False,0.5925925925925926,0.75,6.0,0.8571428571428571,False
REP_01310,True,5.886781888264586,0.371138811,6.33786774,False,0.252426445,6.4104476,False,False,False,1.0,0.7894736842105263,6.0,0.8571428571428571,False
REP_01345,True,2.861285375491218,0.836778879,5.81963587,True,0.718300819,5.44441605,True,True,True,0.9166666666666666,0.65,5.0,0.7142857142857143,True
REP_01346,True,5.171883022652385,0.614684701,7.01724005,False,0.455217481,6.39055967,False,False,False,0.6666666666666666,0.4,3.0,0.42857142857142855,False
REP_01404,True,2.898531007251771,0.573073983,6.33035803,True,0.610822618,6.18074226,True,True,True,0.9285714285714286,0.7894736842105263,6.0,0.8571428571428571,True
REP_01458,False,,,,False,0.625717998,4.9830699,False,False,False,0.24,0.0,0.0,0.0,False
REP_01474,False,,,,True,0.536556959,6.21078062,False,True,True,0.7741935483870968,0.7368421052631579,5.0,0.7142857142857143,False
REP_01485,True,2.8014155350465164,0.49068746,6.28322601,True,0.647354305,6.30359411,True,True,True,1.0,0.8421052631578947,6.0,0.8571428571428571,True
REP_01494,True,2.843617590323984,0.473852307,6.93581057,False,0.235955045,5.26029778,False,False,False,0.5714285714285714,0.42105263157894735,3.0,0.42857142857142855,False
REP_01593,True,3.360446398917845,0.677756667,6.92842054,True,0.569382846,6.94601774,True,True,False,0.7368421052631579,0.5789473684210527,4.0,0.5714285714285714,False
REP_01595,True,2.926989067283989,0.703876793,7.44516754,True,0.520283699,6.69518232,True,True,True,0.5897435897435898,0.6842105263157895,5.0,0.7142857142857143,True
REP_01598,True,2.957215413188554,0.575029194,7.40863037,False,0.355332017,6.22832251,False,False,False,0.6896551724137931,0.6842105263157895,5.0,0.7142857142857143,False
REP_01601,True,5.711928395909735,0.261491507,5.94956589,False,0.3984164,6.02048349,False,False,False,0.9666666666666667,0.95,7.0,1.0,False
REP_01948,True,6.371399375333488,0.600383162,6.21724558,False,0.468168974,6.19436407,False,False,False,0.6206896551724138,0.7894736842105263,6.0,0.8571428571428571,False
REP_02001,False,,,,True,0.549735785,6.34276628,False,True,True,0.7142857142857143,0.6842105263157895,5.0,0.7142857142857143,False
REP_02143,True,3.214253879207428,0.463233262,6.78321695,True,0.529176414,6.71168518,True,True,True,0.6470588235294118,0.75,6.0,0.8571428571428571,True
REP_02354,True,7.048418333214899,0.892251968,6.64515924,True,0.804172933,6.12274408,True,True,False,0.6451612903225806,0.5263157894736842,4.0,0.5714285714285714,False
REP_02366,True,3.01175580019363,0.776412845,7.0195899,True,0.705233574,6.27937841,True,True,True,0.8461538461538461,0.6842105263157895,5.0,0.7142857142857143,True
REP_02379,True,6.638510073804212,0.739825726,7.89794302,False,0.255497307,7.14487886,False,False,False,0.7297297297297297,0.7894736842105263,6.0,0.8571428571428571,False
REP_02650,True,5.719800783244115,0.758214235,6.83521318,True,0.595609903,6.86958933,True,True,True,0.6756756756756757,0.75,6.0,0.8571428571428571,True
REP_02721,True,3.045988345348671,0.787435412,6.04162455,True,0.87175262,6.86153936,True,True,True,0.75,0.8,6.0,0.8571428571428571,True
REP_03238,True,3.2042623176013487,0.457226574,7.00755119,True,0.523251116,6.86116028,True,True,True,0.8181818181818182,0.6842105263157895,5.0,0.7142857142857143,True
REP_03306,False,,,,True,0.566006064,6.91408539,False,True,True,0.5757575757575758,0.7,5.0,0.7142857142857143,False
REP_03680,False,,,,False,0.201393843,5.68625689,False,False,False,0.90625,0.8947368421052632,7.0,1.0,False
REP_03855,True,3.0363117428880675,0.376084745,5.94433403,True,0.502350211,5.7015214,True,True,False,0.4827586206896552,0.7368421052631579,5.0,0.7142857142857143,False
REP_03974,True,2.941780073356936,0.508749902,5.24825191,True,0.936594129,6.04797792,True,True,True,1.0,0.9473684210526315,7.0,1.0,True
REP_04229,True,5.75894512910134,0.671871424,6.11977005,False,0.606336594,5.19882727,False,False,False,0.5333333333333333,0.42105263157894735,3.0,0.42857142857142855,False
REP_04246,True,5.9130869264708,0.680896282,5.89816618,False,0.397025198,6.26127672,False,False,False,0.6785714285714286,0.75,6.0,0.8571428571428571,False
REP_04441,False,,,,False,0.448112637,6.53426695,False,False,False,0.59375,0.75,6.0,0.8571428571428571,False
REP_04463,True,2.869425203764685,0.785134971,6.98632574,True,0.585358441,5.7477417,True,True,False,0.6451612903225806,0.2631578947368421,2.0,0.2857142857142857,False
REP_04566,False,,,,True,0.723051012,6.15597963,False,True,True,1.0,0.65,5.0,0.7142857142857143,False
REP_04581,True,7.262611169545015,0.688324451,6.81270742,True,0.622057915,6.60492849,True,True,True,0.696969696969697,0.6842105263157895,5.0,0.7142857142857143,True
REP_04582,True,2.9933274127632483,0.435831964,6.67919159,False,0.190875918,5.10464907,False,False,False,0.5925925925925926,0.2631578947368421,2.0,0.2857142857142857,False
REP_04623,True,3.165603575939353,0.805568993,7.11012793,True,0.642356932,6.23883867,True,True,True,0.5757575757575758,0.8421052631578947,6.0,0.8571428571428571,True
REP_04681,True,3.435597764581878,0.67541343,6.94033813,False,0.136063337,5.58555937,False,False,False,0.8611111111111112,0.7368421052631579,6.0,0.8571428571428571,False
REP_04687,True,5.385578706137342,0.690563679,6.71502447,True,0.976111889,7.15615463,True,True,True,0.7241379310344828,0.8,6.0,0.8571428571428571,True
REP_04971,True,4.361163491546725,0.513605416,6.65047693,False,0.438927174,6.56218147,False,False,False,0.8275862068965517,0.8421052631578947,6.0,0.8571428571428571,False
REP_04975,True,2.854864970537132,0.699218512,6.53899384,False,0.202319056,5.79666567,False,False,False,0.6,0.6842105263157895,5.0,0.7142857142857143,False
REP_04977,False,,,,False,0.302742541,6.20602798,False,False,False,1.0,0.8421052631578947,6.0,0.8571428571428571,False
REP_04990,True,6.1548922817544165,0.3968831,6.06900024,True,0.518486917,5.95637131,True,True,True,0.6060606060606061,0.6842105263157895,5.0,0.7142857142857143,True
REP_05102,True,7.313026459681376,0.591533601,6.97674227,False,0.372449875,6.51099825,False,False,False,0.696969696969697,0.8,6.0,0.8571428571428571,False
REP_05113,True,6.831944525535899,0.544917703,7.03650665,False,0.456233561,6.9190793,False,False,False,0.7222222222222222,0.6842105263157895,5.0,0.7142857142857143,False
REP_05141,True,7.567410785731138,0.650136769,6.37887192,True,0.660166562,6.62336874,True,True,True,0.8214285714285714,0.6842105263157895,5.0,0.7142857142857143,True
REP_05219,True,3.18044430858331,0.770722449,7.27498674,False,0.219952822,5.56368828,False,False,False,0.5862068965517241,0.2631578947368421,2.0,0.2857142857142857,False
REP_05252,True,2.885904710831591,0.640807152,7.24424124,True,0.791868985,6.61256552,True,True,True,1.0,0.75,6.0,0.8571428571428571,True
REP_05267,False,,,,True,0.643913865,6.41246271,False,True,True,0.6071428571428571,0.65,5.0,0.7142857142857143,False
REP_05288,True,4.562125601076748,0.547032058,7.24676895,False,0.464799076,6.613832,False,False,False,0.9666666666666667,0.631578947368421,5.0,0.7142857142857143,False
REP_05302,True,5.511331871698524,0.684831798,7.2649827,True,0.656927288,6.91624308,True,True,True,0.9310344827586207,0.6842105263157895,5.0,0.7142857142857143,True
REP_05411,False,,,,True,0.500334024,6.98546982,False,True,True,0.7142857142857143,0.6842105263157895,5.0,0.7142857142857143,False
REP_05440,False,,,,True,0.916338205,6.77907515,False,True,True,1.0,0.8421052631578947,6.0,0.8571428571428571,False
REP_05460,True,3.0971654783043063,0.547665477,5.91825342,True,0.76929754,5.37086916,True,True,True,1.0,0.8421052631578947,6.0,0.8571428571428571,True
REP_05466,True,2.934884835900725,0.504323423,7.08432388,False,0.460018456,6.73150587,False,False,False,0.9666666666666667,0.9473684210526315,7.0,1.0,False
REP_05470,True,6.005655501275435,0.756169856,8.10832691,True,0.832498014,6.88965845,True,True,True,0.7368421052631579,0.6,5.0,0.7142857142857143,True
REP_05543,True,3.1082287560602584,0.548035383,7.118155,True,0.712095618,6.79227972,True,True,True,0.6764705882352942,0.6842105263157895,5.0,0.7142857142857143,True
REP_05567,False,,,,True,0.549735785,6.34276628,False,True,True,0.7142857142857143,0.6842105263157895,5.0,0.7142857142857143,False
REP_05724,False,,,,False,0.387853622,6.80881834,False,False,False,0.9333333333333333,0.8421052631578947,6.0,0.8571428571428571,False
REP_05729,False,,,,True,0.694851696,7.09189749,False,True,True,0.6857142857142857,0.7894736842105263,6.0,0.8571428571428571,False
REP_05763,True,5.194914724997905,0.565002918,6.71177149,True,0.512830257,6.71268654,True,True,False,0.78125,0.75,6.0,0.8571428571428571,False
REP_05784,True,3.231580727755379,0.466929346,6.33263922,True,0.854509175,6.86397743,True,True,True,0.9615384615384616,0.9473684210526315,7.0,1.0,True
REP_05813,False,,,,False,0.294391721,5.81879616,False,False,False,0.5588235294117647,0.6842105263157895,5.0,0.7142857142857143,False
REP_05846,True,3.1274238599844373,0.646833658,6.79862976,True,0.959430516,6.93787956,True,True,True,1.0,0.9,7.0,1.0,True
REP_05864,True,7.334014044164352,0.497449994,7.2822175,False,0.200424701,6.46694708,False,False,False,0.5675675675675675,0.5263157894736842,4.0,0.5714285714285714,False
REP_05869,True,5.645398657313759,0.634694815,5.58212423,False,0.484873474,5.60522223,False,False,False,0.9130434782608695,0.8,6.0,0.8571428571428571,False
REP_05906,True,2.9643915058574777,0.526777983,6.3354125,False,0.436765283,5.58676195,False,False,False,0.6071428571428571,0.6842105263157895,5.0,0.7142857142857143,False
REP_05922,False,,,,False,0.348290205,5.81892538,False,False,False,0.4411764705882353,0.2,2.0,0.2857142857142857,False
REP_06119,True,7.002553962662476,0.522588432,5.0349021,True,0.67142427,5.88000536,True,True,True,0.9047619047619048,0.6,5.0,0.7142857142857143,True
REP_06303,True,4.797277352832535,0.681317687,7.41453695,False,0.233085573,5.84996939,False,False,False,0.4722222222222222,0.2631578947368421,2.0,0.2857142857142857,False
REP_06427,False,,,,False,0.407258213,7.12230062,False,False,False,0.6578947368421053,0.7368421052631579,6.0,0.8571428571428571,False
REP_06464,True,5.228118399577426,0.78178978,7.26128244,False,0.207054079,5.83014727,False,False,False,0.6756756756756757,0.35,3.0,0.42857142857142855,False
REP_06470,True,3.0731614015537825,0.667390525,5.11530924,True,0.846654415,5.52017355,True,True,False,1.0,0.5,4.0,0.5714285714285714,False
REP_06524,True,4.203473563613786,0.688231111,6.22508669,True,0.702167511,6.62250757,True,True,True,0.92,0.7894736842105263,6.0,0.8571428571428571,True
REP_06583,True,3.186326097561261,0.604214609,6.57986212,True,0.61438632,6.72479391,True,True,True,0.8787878787878788,0.8421052631578947,6.0,0.8571428571428571,True
REP_06643,True,3.02574850243703,0.860079527,7.48937082,True,0.653982162,7.04523325,True,True,True,0.96875,0.8947368421052632,7.0,1.0,True
REP_06668,False,,,,False,0.215741813,6.75432348,False,False,False,0.8285714285714286,0.7894736842105263,6.0,0.8571428571428571,False
REP_06722,True,2.8046976664161107,0.839630187,7.02673721,False,0.474259555,5.32869339,False,False,False,0.5769230769230769,0.6842105263157895,5.0,0.7142857142857143,False
REP_06855,True,2.958666591557753,0.683483541,7.95477438,False,0.25193131,6.87865257,False,False,False,1.0,0.7894736842105263,6.0,0.8571428571428571,False
REP_06875,True,6.790570005529726,0.590929091,6.93022776,True,0.518080115,7.11383295,True,True,True,0.7142857142857143,0.7368421052631579,5.0,0.7142857142857143,True
REP_06925,True,5.845597488708914,0.584012508,6.90136862,False,0.449741334,6.7579937,False,False,False,0.8,0.7,5.0,0.7142857142857143,False
REP_06973,True,2.81569547359085,0.655438662,7.06177282,True,0.558498383,6.6977973,True,True,True,0.8823529411764706,0.9473684210526315,7.0,1.0,True
REP_06986,False,,,,False,0.270721555,6.28977585,False,False,False,0.5294117647058824,0.42105263157894735,3.0,0.42857142857142855,False
REP_06990,True,7.383770378336519,0.475926071,6.35366106,False,0.485262513,5.57812738,False,False,False,0.5357142857142857,0.10526315789473684,1.0,0.14285714285714285,False
REP_07000,True,5.2622083767178935,0.382710725,6.35477591,True,0.673792183,7.2408638,True,True,True,0.6285714285714286,0.75,6.0,0.8571428571428571,True
REP_07012,True,2.983533140422601,0.531648219,6.91215754,False,0.361821443,6.21117973,False,False,False,0.7333333333333333,0.55,4.0,0.5714285714285714,False
REP_07015,True,2.941737921705465,0.72912389,6.89403915,True,0.736208081,6.45845079,True,True,True,1.0,0.8,6.0,0.8571428571428571,True
REP_07021,True,4.977403539999547,0.589986622,7.28206825,False,0.353114605,6.71331453,False,False,False,0.6216216216216216,0.75,6.0,0.8571428571428571,False
REP_07040,True,4.124020004801128,0.701686084,7.24100637,True,0.531372428,6.51073599,True,True,True,0.5789473684210527,0.6842105263157895,5.0,0.7142857142857143,True
REP_07055,False,,,,True,0.553483665,7.04835176,False,True,True,0.96875,0.9473684210526315,7.0,1.0,False
REP_07056,True,2.857510454924,0.671825409,7.10627508,False,0.477161586,6.83985758,False,False,False,0.6875,0.6,5.0,0.7142857142857143,False
REP_07073,False,,,,True,0.681330383,6.74005365,False,True,True,0.6470588235294118,0.8947368421052632,6.0,0.8571428571428571,False
REP_07074,False,,,,False,0.429375321,6.50974703,False,False,False,1.0,0.9473684210526315,7.0,1.0,False
REP_07101,False,,,,True,0.550554872,5.9078126,False,True,True,0.7777777777777778,0.6,5.0,0.7142857142857143,False
REP_07105,True,4.956486053647284,0.538605809,7.40685892,False,0.249772653,5.95273018,False,False,False,0.47368421052631576,0.7,6.0,0.8571428571428571,False
REP_07120,True,6.876770535651157,0.686247349,6.93735123,False,0.339978814,6.72832918,False,False,False,0.7714285714285715,0.8,6.0,0.8571428571428571,False
REP_07126,False,,,,True,0.692560077,6.91847086,False,True,True,0.6666666666666666,0.7894736842105263,6.0,0.8571428571428571,False
REP_07166,True,7.292133638380464,0.494726062,6.50214243,False,0.411655188,6.2404213,False,False,False,0.6388888888888888,0.6842105263157895,5.0,0.7142857142857143,False
REP_07300,False,,,,True,0.786219597,6.85769796,False,True,True,0.8648648648648649,0.8947368421052632,6.0,0.8571428571428571,False
REP_07338,True,2.952687250624418,0.638633609,7.37745476,True,0.597830236,5.85733986,True,True,True,0.7407407407407407,0.7368421052631579,5.0,0.7142857142857143,True
REP_07580,True,3.237253465516712,0.643384278,7.20174599,True,0.628677666,6.99048376,True,True,True,0.8666666666666667,0.85,7.0,1.0,True
REP_07635,True,6.554141743966176,0.451069057,6.36840963,True,0.563860655,6.41496706,True,True,False,0.4838709677419355,0.5714285714285714,5.0,0.7142857142857143,False
REP_07645,True,5.300469224512113,0.586539507,5.98563004,True,0.631471157,6.45644569,True,True,True,0.5172413793103449,0.631578947368421,5.0,0.7142857142857143,True
REP_07702,True,5.9546033453119245,0.479338706,6.56208944,False,0.494305849,6.80085754,False,False,False,0.75,0.8947368421052632,6.0,0.8571428571428571,False
REP_07704,True,2.793907836704712,0.770230472,6.76344156,True,0.640762925,6.59629822,True,True,True,0.9230769230769231,0.7894736842105263,6.0,0.8571428571428571,True
REP_07735,True,6.757160424320265,0.361367196,6.85872269,False,0.312204361,6.77911997,False,False,False,0.8823529411764706,0.8,6.0,0.8571428571428571,False
REP_07754,True,2.8246461725320477,0.605648875,6.55669212,False,0.288421035,6.36090851,False,False,False,0.8125,0.7,5.0,0.7142857142857143,False
REP_07775,True,4.140590779103866,0.594845951,6.76588488,False,0.286242157,5.77679825,False,False,False,0.696969696969697,0.631578947368421,5.0,0.7142857142857143,False
REP_07825,True,4.909772907171973,0.868088901,7.99948931,True,0.541811347,6.50411797,True,True,True,0.7419354838709677,0.8421052631578947,6.0,0.8571428571428571,True
REP_07837,True,5.126520554918315,0.547706544,7.5049057,False,,,False,False,False,,,,,False
REP_07838,True,4.943257428052872,0.691453338,7.47242594,False,0.436382681,6.68987513,False,False,False,0.7647058823529411,0.5789473684210527,4.0,0.5714285714285714,False
REP_07859,False,,,,False,0.443219453,6.60468149,False,False,False,0.6486486486486487,0.631578947368421,5.0,0.7142857142857143,False
REP_07874,True,3.0345393390101174,0.763256669,7.27920914,True,0.841997981,6.87762451,True,True,True,0.6774193548387096,0.7368421052631579,5.0,0.7142857142857143,True
REP_07880,True,6.002253326876502,0.629714191,7.58912897,False,0.294107825,6.55810213,False,False,False,0.8181818181818182,0.7894736842105263,6.0,0.8571428571428571,False
REP_07885,True,6.809693385167933,0.464080244,7.19780016,False,0.238075182,6.22004557,False,False,False,0.9090909090909091,0.7894736842105263,6.0,0.8571428571428571,False
REP_07899,True,3.012783098731133,0.719812334,6.89867926,False,0.445590079,5.49375677,False,False,False,0.6206896551724138,0.6842105263157895,5.0,0.7142857142857143,False
REP_07907,True,2.8671525944741645,0.778945923,8.52937794,True,0.813553274,7.7920661,True,True,True,0.7777777777777778,0.8947368421052632,6.0,0.8571428571428571,True
REP_07910,False,,,,True,0.836113155,6.91961479,False,True,True,0.6551724137931034,0.75,6.0,0.8571428571428571,False
REP_07969,False,,,,True,0.709416926,6.7900548,False,True,True,0.8064516129032258,0.7894736842105263,6.0,0.8571428571428571,False
REP_07977,True,2.936295284878549,0.689614832,6.86752319,True,0.749994218,6.53224611,True,True,True,1.0,0.8421052631578947,6.0,0.8571428571428571,True
REP_08002,True,6.756894922965719,0.317240059,7.00492907,False,0.217200115,6.20356035,False,False,False,0.42424242424242425,0.42105263157894735,3.0,0.42857142857142855,False
REP_08014,True,7.151126974120934,0.661780536,6.93827009,True,0.510770321,7.04027128,True,True,True,0.78125,0.631578947368421,5.0,0.7142857142857143,True
REP_08064,False,,,,True,0.958706558,7.12123108,False,True,True,1.0,0.8947368421052632,6.0,0.8571428571428571,False
REP_08103,True,3.0428726558960677,0.464274764,6.42379045,True,0.55655098,6.81710386,True,True,True,0.7142857142857143,1.0,7.0,1.0,True
REP_08132,True,6.221040186335391,0.736334741,8.0145607,False,0.270154059,6.50974846,False,False,False,0.7631578947368421,0.8421052631578947,6.0,0.8571428571428571,False
REP_08137,True,4.815746878730228,0.683643818,6.67579317,True,0.586511016,6.5683136,True,True,True,0.9117647058823529,0.7,5.0,0.7142857142857143,True
REP_08143,True,3.3269098274524977,0.676192641,6.29614496,True,0.839953363,6.28988981,True,True,True,1.0,0.8421052631578947,6.0,0.8571428571428571,True
REP_08161,False,,,,True,0.749781907,6.79524088,False,True,True,0.8529411764705882,0.7,5.0,0.7142857142857143,False
REP_08210,True,4.72405090997122,0.806084037,7.61991692,True,0.781327128,7.31061697,True,True,True,0.7837837837837838,0.8421052631578947,6.0,0.8571428571428571,True
REP_08222,True,3.097471388084157,0.490409285,6.84609461,False,0.203073651,5.48779297,False,False,False,0.4411764705882353,0.631578947368421,5.0,0.7142857142857143,False
REP_08266,True,6.503508668403532,0.485203952,7.29184961,True,0.612291098,7.17844534,True,True,True,0.8378378378378378,0.6842105263157895,5.0,0.7142857142857143,True
